match_id,date,home_team,home_team_score,visit_team,visit_team_score
311225018,2012-12-25,ny,106,bos,104
311227014,2012-12-27,mia,115,bos,107
311228003,2012-12-28,no,97,bos,78
311230002,2012-12-30,bos,96,det,85
320101027,2012-01-01,wsh,86,bos,94
320102002,2012-01-02,bos,100,wsh,92
320104002,2012-01-04,bos,89,bkn,70
320106002,2012-01-06,bos,74,ind,87
320111002,2012-01-11,bos,85,dal,90
320113002,2012-01-13,bos,79,chi,88
320114011,2012-01-14,ind,97,bos,83
320116002,2012-01-16,bos,88,okc,97
320118002,2012-01-18,bos,96,tor,73
320120002,2012-01-20,bos,71,phx,79
320122027,2012-01-22,wsh,94,bos,100
320123002,2012-01-23,bos,87,orl,56
320126019,2012-01-26,orl,83,bos,91
320127002,2012-01-27,bos,94,ind,87
320129002,2012-01-29,bos,87,cle,88
320131005,2012-01-31,cle,90,bos,93
320201002,2012-02-01,bos,100,tor,64
320203002,2012-02-03,bos,91,ny,89
320205002,2012-02-05,bos,98,mem,80
320207002,2012-02-07,bos,94,cha,84
320209002,2012-02-09,bos,87,lal,88
320210028,2012-02-10,tor,86,bos,74
320212002,2012-02-12,bos,95,chi,91
320215002,2012-02-15,bos,88,det,98
320216004,2012-02-16,chi,89,bos,80
320219008,2012-02-19,det,96,bos,81
320220006,2012-02-20,dal,89,bos,73
320222025,2012-02-22,okc,119,bos,104
320228005,2012-02-28,cle,83,bos,86
320229002,2012-02-29,bos,102,mil,96
320302002,2012-03-02,bos,107,bkn,94
320304002,2012-03-04,bos,115,ny,111
320306002,2012-03-06,bos,97,hou,92
320307020,2012-03-07,phi,103,bos,71
320309002,2012-03-09,bos,104,por,86
320311013,2012-03-11,lal,97,bos,94
320312012,2012-03-12,lac,85,bos,94
320314009,2012-03-14,gs,103,bos,105
320316023,2012-03-16,sac,120,bos,95
320317007,2012-03-17,den,98,bos,91
320319001,2012-03-19,atl,76,bos,79
320322015,2012-03-22,mil,91,bos,100
320323020,2012-03-23,phi,99,bos,86
320325002,2012-03-25,bos,88,wsh,76
320326030,2012-03-26,cha,95,bos,102
320328002,2012-03-28,bos,94,utah,82
320330016,2012-03-30,min,79,bos,100
320401002,2012-04-01,bos,91,mia,72
320404002,2012-04-04,bos,86,sa,87
320405004,2012-04-05,chi,93,bos,86
320407011,2012-04-07,ind,72,bos,86
320408002,2012-04-08,bos,103,phi,79
320410014,2012-04-10,mia,107,bos,115
320411002,2012-04-11,bos,88,atl,86
320413028,2012-04-13,tor,84,bos,79
320414017,2012-04-14,bkn,82,bos,94
320415030,2012-04-15,cha,82,bos,94
320417018,2012-04-17,ny,118,bos,110
320418002,2012-04-18,bos,102,orl,98
320420001,2012-04-20,atl,97,bos,92
320424002,2012-04-24,bos,78,mia,66
320426002,2012-04-26,bos,87,mil,74
311226027,2012-12-26,wsh,84,bkn,90
311227017,2012-12-27,bkn,70,atl,106
311229019,2012-12-29,orl,94,bkn,78
311230001,2012-12-30,atl,105,bkn,98
320101005,2012-01-01,cle,98,bkn,82
320102017,2012-01-02,bkn,94,ind,108
320106028,2012-01-06,tor,85,bkn,97
320107017,2012-01-07,bkn,90,mia,101
320109017,2012-01-09,bkn,101,atl,106
320111007,2012-01-11,den,123,bkn,115
320113021,2012-01-13,phx,103,bkn,110
320114026,2012-01-14,utah,107,bkn,94
320116012,2012-01-16,lac,101,bkn,91
320118017,2012-01-18,bkn,107,gs,100
320121017,2012-01-21,bkn,74,okc,84
320122017,2012-01-22,bkn,97,cha,87
320123004,2012-01-23,chi,110,bkn,95
320125020,2012-01-25,phi,90,bkn,97
320127005,2012-01-27,cle,96,bkn,99
320129017,2012-01-29,bkn,73,tor,94
320131011,2012-01-31,ind,106,bkn,99
320201017,2012-02-01,bkn,99,det,96
320203017,2012-02-03,bkn,105,min,108
320204018,2012-02-04,ny,99,bkn,92
320206017,2012-02-06,bkn,87,chi,108
320208017,2012-02-08,bkn,92,det,99
320210008,2012-02-10,det,109,bkn,92
320211017,2012-02-11,bkn,89,sa,103
320215017,2012-02-15,bkn,100,mem,105
320216011,2012-02-16,ind,93,bkn,88
320218004,2012-02-18,chi,85,bkn,97
320219017,2012-02-19,bkn,85,mil,92
320220018,2012-02-20,ny,92,bkn,100
320222017,2012-02-22,bkn,91,orl,108
320228006,2012-02-28,dal,92,bkn,93
320304030,2012-03-04,cha,101,bkn,104
320306014,2012-03-06,mia,108,bkn,78
320307017,2012-03-07,bkn,101,lac,100
320309030,2012-03-09,cha,74,bkn,83
320310017,2012-03-10,bkn,106,hou,112
320312017,2012-03-12,bkn,99,mil,105
320314017,2012-03-14,bkn,98,tor,84
320316019,2012-03-16,orl,86,bkn,70
320317017,2012-03-17,bkn,94,no,102
320319017,2012-03-19,bkn,100,cle,105
320321017,2012-03-21,bkn,89,wsh,108
320323001,2012-03-23,atl,93,bkn,84
320324017,2012-03-24,bkn,102,cha,89
320326017,2012-03-26,bkn,84,utah,105
320328017,2012-03-28,bkn,100,ind,84
320330009,2012-03-30,gs,100,bkn,102
320331023,2012-03-31,sac,99,bkn,111
320403013,2012-04-03,lal,91,bkn,87
320404022,2012-04-04,por,101,bkn,88
320406017,2012-04-06,bkn,110,wsh,98
320408017,2012-04-08,bkn,122,cle,117
320410017,2012-04-10,bkn,88,phi,107
320413020,2012-04-13,phi,89,bkn,95
320416017,2012-04-16,bkn,98,mia,101
320418017,2012-04-18,bkn,95,ny,104
320421015,2012-04-21,mil,106,bkn,95
320423017,2012-04-23,bkn,87,phi,105
320426028,2012-04-26,tor,98,bkn,67
311228009,2012-12-28,gs,92,ny,78
311229013,2012-12-29,lal,99,ny,82
311231023,2012-12-31,sac,92,ny,114
320102018,2012-01-02,ny,85,tor,90
320104018,2012-01-04,ny,110,cha,118
320106027,2012-01-06,wsh,96,ny,99
320107008,2012-01-07,det,80,ny,103
320109018,2012-01-09,ny,91,cha,87
320111018,2012-01-11,ny,85,phi,79
320112029,2012-01-12,mem,94,ny,83
320114025,2012-01-14,okc,104,ny,92
320116018,2012-01-16,ny,93,orl,102
320118018,2012-01-18,ny,88,phx,91
320120018,2012-01-20,ny,86,mil,100
320121018,2012-01-21,ny,114,den,119
320124030,2012-01-24,cha,78,ny,111
320125005,2012-01-25,cle,91,ny,81
320127014,2012-01-27,mia,99,ny,89
320128010,2012-01-28,hou,97,ny,84
320131018,2012-01-31,ny,113,det,86
320202018,2012-02-02,ny,102,chi,105
320206018,2012-02-06,ny,99,utah,88
320208027,2012-02-08,wsh,93,ny,107
320210018,2012-02-10,ny,92,lal,85
320211016,2012-02-11,min,98,ny,100
320214028,2012-02-14,tor,87,ny,90
320215018,2012-02-15,ny,100,sac,85
320217018,2012-02-17,ny,85,no,89
320219018,2012-02-19,ny,104,dal,97
320222018,2012-02-22,ny,99,atl,82
320223014,2012-02-23,mia,102,ny,88
320229018,2012-02-29,ny,120,cle,103
320306006,2012-03-06,dal,95,ny,85
320307024,2012-03-07,sa,118,ny,105
320309015,2012-03-09,mil,119,ny,114
320311018,2012-03-11,ny,94,phi,106
320312004,2012-03-12,chi,104,ny,99
320314018,2012-03-14,ny,121,por,79
320316018,2012-03-16,ny,115,ind,100
320317011,2012-03-17,ind,88,ny,102
320320018,2012-03-20,ny,106,tor,87
320321020,2012-03-21,phi,79,ny,82
320323028,2012-03-23,tor,96,ny,79
320324018,2012-03-24,ny,101,det,79
320326018,2012-03-26,ny,89,mil,80
320328018,2012-03-28,ny,108,orl,86
320330001,2012-03-30,atl,100,ny,90
320331018,2012-03-31,ny,91,cle,75
320403011,2012-04-03,ind,112,ny,104
320405019,2012-04-05,orl,80,ny,96
320408018,2012-04-08,ny,100,chi,99
320410004,2012-04-10,chi,98,ny,86
320411015,2012-04-11,mil,107,ny,111
320413018,2012-04-13,ny,103,wsh,65
320415018,2012-04-15,ny,85,mia,93
320420005,2012-04-20,cle,98,ny,90
320422001,2012-04-22,atl,112,ny,113
320425018,2012-04-25,ny,99,lac,93
320426030,2012-04-26,cha,84,ny,104
311226022,2012-12-26,por,107,phi,103
311228021,2012-12-28,phx,83,phi,103
311230026,2012-12-30,utah,102,phi,99
311231009,2012-12-31,gs,79,phi,107
320104003,2012-01-04,no,93,phi,101
320106020,2012-01-06,phi,96,det,73
320107020,2012-01-07,phi,97,tor,62
320109020,2012-01-09,phi,96,ind,86
320110020,2012-01-10,phi,112,sac,85
320113020,2012-01-13,phi,120,wsh,89
320114027,2012-01-14,wsh,90,phi,103
320116020,2012-01-16,phi,94,mil,82
320118020,2012-01-18,phi,104,den,108
320120020,2012-01-20,phi,90,atl,76
320121014,2012-01-21,mia,113,phi,92
320123020,2012-01-23,phi,103,wsh,83
320127020,2012-01-27,phi,89,cha,72
320128020,2012-01-28,phi,95,det,74
320130020,2012-01-30,phi,74,orl,69
320201020,2012-02-01,phi,98,chi,82
320203020,2012-02-03,phi,79,mia,99
320204001,2012-02-04,atl,87,phi,98
320206020,2012-02-06,phi,95,lal,90
320208020,2012-02-08,phi,90,sa,100
320210020,2012-02-10,phi,77,lac,78
320211005,2012-02-11,cle,84,phi,99
320213030,2012-02-13,cha,89,phi,98
320215019,2012-02-15,orl,103,phi,87
320217020,2012-02-17,phi,75,dal,82
320219016,2012-02-19,min,92,phi,91
320221029,2012-02-21,mem,89,phi,76
320222010,2012-02-22,hou,93,phi,87
320228008,2012-02-28,det,68,phi,97
320229020,2012-02-29,phi,88,okc,92
320302020,2012-03-02,phi,105,gs,83
320304020,2012-03-04,phi,91,chi,96
320305015,2012-03-05,mil,97,phi,93
320309020,2012-03-09,phi,104,utah,91
320314011,2012-03-14,ind,111,phi,94
320316020,2012-03-16,phi,78,mia,84
320317004,2012-03-17,chi,89,phi,80
320319030,2012-03-19,cha,80,phi,105
320325024,2012-03-25,sa,93,phi,76
320327020,2012-03-27,phi,103,cle,85
320330027,2012-03-30,wsh,97,phi,76
320331020,2012-03-31,phi,95,atl,90
320403014,2012-04-03,mia,99,phi,93
320404020,2012-04-04,phi,78,tor,99
320407020,2012-04-07,phi,82,orl,88
320411028,2012-04-11,tor,75,phi,93
320416019,2012-04-16,orl,113,phi,100
320417020,2012-04-17,phi,97,ind,102
320418005,2012-04-18,cle,87,phi,103
320421011,2012-04-21,ind,106,phi,109
320425015,2012-04-25,mil,85,phi,90
320426008,2012-04-26,det,108,phi,86
311226005,2012-12-26,cle,96,tor,104
311228028,2012-12-28,tor,85,ind,90
311230006,2012-12-30,dal,99,tor,86
320101019,2012-01-01,orl,102,tor,96
320104028,2012-01-04,tor,92,cle,77
320109028,2012-01-09,tor,97,min,87
320110027,2012-01-10,wsh,93,tor,78
320111028,2012-01-11,tor,91,sac,98
320113028,2012-01-13,tor,90,ind,95
320114004,2012-01-14,chi,77,tor,64
320116001,2012-01-16,atl,93,tor,84
320120028,2012-01-20,tor,84,por,94
320122012,2012-01-22,lac,103,tor,91
320124021,2012-01-24,phx,96,tor,99
320125026,2012-01-25,utah,106,tor,111
320127007,2012-01-27,den,96,tor,81
320131028,2012-01-31,tor,77,atl,100
320203028,2012-02-03,tor,106,wsh,89
320205014,2012-02-05,mia,95,tor,89
320206027,2012-02-06,wsh,111,tor,108
320208028,2012-02-08,tor,99,mil,105
320212028,2012-02-12,tor,92,lal,94
320215028,2012-02-15,tor,106,sa,113
320217028,2012-02-17,tor,91,cha,98
320222028,2012-02-22,tor,103,det,93
320228010,2012-02-28,hou,88,tor,85
320229003,2012-02-29,no,84,tor,95
320302028,2012-03-02,tor,99,mem,102
320304028,2012-03-04,tor,83,gs,75
320305028,2012-03-05,tor,88,orl,92
320307028,2012-03-07,tor,116,hou,98
320310008,2012-03-10,det,105,tor,86
320311028,2012-03-11,tor,99,mil,105
320313005,2012-03-13,cle,88,tor,96
320316029,2012-03-16,mem,110,tor,114
320317030,2012-03-17,cha,107,tor,103
320321028,2012-03-21,tor,82,chi,94
320324004,2012-03-24,chi,102,tor,101
320326028,2012-03-26,tor,101,orl,117
320328028,2012-03-28,tor,105,den,96
320330028,2012-03-30,tor,101,mia,113
320401028,2012-04-01,tor,99,wsh,92
320403028,2012-04-03,tor,92,cha,87
320406028,2012-04-06,tor,80,cle,84
320408025,2012-04-08,okc,91,tor,75
320409011,2012-04-09,ind,103,tor,98
320415001,2012-04-15,atl,86,tor,102
320416028,2012-04-16,tor,87,atl,109
320418014,2012-04-18,mia,96,tor,72
320422008,2012-04-22,det,76,tor,73
320423015,2012-04-23,mil,92,tor,86
311225009,2012-12-25,gs,86,lac,105
311226009,2012-12-26,gs,99,chi,91
320102021,2012-01-02,phx,102,gs,91
320104024,2012-01-04,sa,101,gs,95
320106013,2012-01-06,lal,97,gs,90
320107009,2012-01-07,gs,87,utah,88
320110009,2012-01-10,gs,111,mia,106
320112009,2012-01-12,gs,109,orl,117
320114030,2012-01-14,cha,112,gs,100
320115008,2012-01-15,det,91,gs,99
320117005,2012-01-17,cle,95,gs,105
320120009,2012-01-20,gs,91,ind,94
320123009,2012-01-23,gs,90,mem,91
320125009,2012-01-25,gs,101,por,93
320127009,2012-01-27,gs,109,okc,120
320131009,2012-01-31,gs,93,sac,90
320202009,2012-02-02,gs,119,utah,101
320204023,2012-02-04,sac,114,gs,106
320207009,2012-02-07,gs,116,okc,119
320209007,2012-02-09,den,101,gs,109
320212009,2012-02-12,gs,106,hou,97
320213009,2012-02-13,gs,102,phx,96
320215009,2012-02-15,gs,91,por,93
320217025,2012-02-17,okc,110,gs,87
320218029,2012-02-18,mem,104,gs,103
320220009,2012-02-20,gs,104,lac,97
320222021,2012-02-22,phx,104,gs,106
320228011,2012-02-28,ind,102,gs,78
320229001,2012-02-29,atl,82,gs,85
320305027,2012-03-05,wsh,100,gs,120
320307009,2012-03-07,gs,92,mem,110
320310009,2012-03-10,gs,111,dal,87
320311012,2012-03-11,lac,93,gs,97
320313023,2012-03-13,sac,89,gs,115
320316009,2012-03-16,gs,98,mil,120
320317026,2012-03-17,utah,99,gs,92
320319009,2012-03-19,gs,93,min,97
320321003,2012-03-21,no,92,gs,101
320322010,2012-03-22,hou,109,gs,83
320324009,2012-03-24,gs,111,sac,108
320325022,2012-03-25,por,90,gs,87
320327009,2012-03-27,gs,101,lal,104
320328009,2012-03-28,gs,87,no,102
320401013,2012-04-01,lal,120,gs,112
320403029,2012-04-03,mem,98,gs,94
320404016,2012-04-04,min,94,gs,97
320406026,2012-04-06,utah,104,gs,98
320407009,2012-04-07,gs,112,den,97
320409007,2012-04-09,den,123,gs,84
320411022,2012-04-11,por,118,gs,110
320412009,2012-04-12,gs,103,dal,112
320414012,2012-04-14,lac,112,gs,104
320416009,2012-04-16,gs,99,sa,120
320418009,2012-04-18,gs,87,lal,99
320420006,2012-04-20,dal,104,gs,94
320421010,2012-04-21,hou,99,gs,96
320422016,2012-04-22,min,88,gs,93
320424009,2012-04-24,gs,81,no,83
320426009,2012-04-26,gs,101,sa,107
311228024,2012-12-28,sa,115,lac,90
311230012,2012-12-30,lac,101,chi,114
320101012,2012-01-01,lac,93,por,88
320104012,2012-01-04,lac,117,hou,89
320107012,2012-01-07,lac,92,mil,86
320110022,2012-01-10,por,105,lac,97
320111012,2012-01-11,lac,95,mia,89
320114012,2012-01-14,lac,102,lal,94
320117026,2012-01-17,utah,108,lac,79
320118012,2012-01-18,lac,91,dal,89
320120012,2012-01-20,lac,98,min,101
320125013,2012-01-25,lal,96,lac,91
320126012,2012-01-26,lac,98,mem,91
320129007,2012-01-29,den,105,lac,109
320130012,2012-01-30,lac,112,okc,100
320201026,2012-02-01,utah,105,lac,107
320202012,2012-02-02,lac,91,den,112
320204027,2012-02-04,wsh,81,lac,107
320206019,2012-02-06,orl,102,lac,107
320208005,2012-02-08,cle,99,lac,92
320211030,2012-02-11,cha,86,lac,111
320213006,2012-02-13,dal,96,lac,92
320215012,2012-02-15,lac,102,wsh,84
320216022,2012-02-16,por,71,lac,74
320218012,2012-02-18,lac,100,sa,103
320222012,2012-02-22,lac,103,den,95
320228012,2012-02-28,lac,97,min,109
320301023,2012-03-01,sac,100,lac,108
320302021,2012-03-02,phx,81,lac,78
320304010,2012-03-04,hou,103,lac,105
320305016,2012-03-05,min,95,lac,94
320309024,2012-03-09,sa,108,lac,120
320314012,2012-03-14,lac,96,atl,82
320315012,2012-03-15,lac,87,phx,91
320317012,2012-03-17,lac,95,hou,91
320318012,2012-03-18,lac,87,det,83
320320011,2012-03-20,ind,102,lac,89
320321025,2012-03-21,okc,114,lac,91
320322003,2012-03-22,no,97,lac,90
320324012,2012-03-24,lac,101,mem,85
320326012,2012-03-26,lac,97,no,85
320328012,2012-03-28,lac,103,phx,86
320330012,2012-03-30,lac,98,por,97
320331012,2012-03-31,lac,105,utah,96
320402006,2012-04-02,dal,75,lac,94
320404012,2012-04-04,lac,108,lal,113
320405023,2012-04-05,sac,85,lac,93
320407012,2012-04-07,lac,109,sac,94
320409029,2012-04-09,mem,94,lac,85
320411025,2012-04-11,okc,98,lac,100
320412016,2012-04-12,min,82,lac,95
320416012,2012-04-16,lac,92,okc,77
320418007,2012-04-18,den,98,lac,104
320419021,2012-04-19,phx,93,lac,90
320422012,2012-04-22,lac,107,no,98
320424001,2012-04-24,atl,109,lac,102
311225013,2012-12-25,lal,87,chi,88
311226023,2012-12-26,sac,100,lal,91
311227013,2012-12-27,lal,96,utah,71
311231013,2012-12-31,lal,92,den,89
320101007,2012-01-01,den,99,lal,90
320103013,2012-01-03,lal,108,hou,99
320105022,2012-01-05,por,107,lal,96
320108013,2012-01-08,lal,90,mem,82
320110013,2012-01-10,lal,99,phx,83
320111026,2012-01-11,utah,87,lal,90
320113013,2012-01-13,lal,97,cle,92
320116013,2012-01-16,lal,73,dal,70
320119014,2012-01-19,mia,98,lal,87
320120019,2012-01-20,orl,92,lal,80
320122013,2012-01-22,lal,96,ind,98
320128015,2012-01-28,mil,100,lal,89
320129016,2012-01-29,min,101,lal,106
320131013,2012-01-31,lal,106,cha,73
320203007,2012-02-03,den,89,lal,93
320204026,2012-02-04,utah,96,lal,87
320214013,2012-02-14,lal,86,atl,78
320217013,2012-02-17,lal,111,phx,99
320219021,2012-02-19,phx,102,lal,90
320220013,2012-02-20,lal,103,por,92
320222006,2012-02-22,dal,91,lal,96
320223025,2012-02-23,okc,100,lal,85
320229013,2012-02-29,lal,104,min,85
320302013,2012-03-02,lal,115,sac,107
320304013,2012-03-04,lal,93,mia,83
320306008,2012-03-06,det,88,lal,85
320307027,2012-03-07,wsh,106,lal,101
320309016,2012-03-09,min,102,lal,105
320313029,2012-03-13,mem,111,lal,116
320314003,2012-03-14,no,101,lal,107
320316013,2012-03-16,lal,97,min,92
320318013,2012-03-18,lal,99,utah,103
320320010,2012-03-20,hou,107,lal,104
320321006,2012-03-21,dal,93,lal,109
320323013,2012-03-23,lal,103,por,96
320325013,2012-03-25,lal,96,mem,102
320329013,2012-03-29,lal,93,okc,102
320331013,2012-03-31,lal,88,no,85
320406013,2012-04-06,lal,107,hou,112
320407021,2012-04-07,phx,125,lal,105
320409003,2012-04-09,no,91,lal,93
320411024,2012-04-11,sa,84,lal,98
320413013,2012-04-13,lal,103,den,97
320415013,2012-04-15,lal,112,dal,108
320417013,2012-04-17,lal,91,sa,112
320420024,2012-04-20,sa,121,lal,97
320422013,2012-04-22,lal,114,okc,106
320426023,2012-04-26,sac,113,lal,96
311226021,2012-12-26,phx,84,no,85
311230003,2012-12-30,no,78,phx,93
311231025,2012-12-31,okc,107,phx,97
320104006,2012-01-04,dal,98,phx,89
320106021,2012-01-06,phx,102,por,77
320108021,2012-01-08,phx,109,mil,93
320112021,2012-01-12,phx,90,cle,101
320115024,2012-01-15,sa,102,phx,91
320117004,2012-01-17,chi,118,phx,97
320123006,2012-01-23,dal,93,phx,87
320127022,2012-01-27,por,109,phx,71
320128021,2012-01-28,phx,86,mem,84
320130021,2012-01-30,phx,99,dal,122
320201003,2012-02-01,no,103,phx,120
320203010,2012-02-03,hou,99,phx,81
320204021,2012-02-04,phx,95,cha,89
320206001,2012-02-06,atl,90,phx,99
320207015,2012-02-07,mil,105,phx,107
320209021,2012-02-09,phx,89,hou,96
320211023,2012-02-11,sac,84,phx,98
320214007,2012-02-14,den,109,phx,92
320215021,2012-02-15,phx,99,atl,101
320220021,2012-02-20,phx,104,wsh,88
320301021,2012-03-01,phx,104,min,95
320304021,2012-03-04,phx,96,sac,88
320307025,2012-03-07,okc,115,phx,104
320308021,2012-03-08,phx,96,dal,94
320310021,2012-03-10,phx,98,mem,91
320312021,2012-03-12,phx,124,min,127
320314021,2012-03-14,phx,120,utah,111
320316021,2012-03-16,phx,109,det,101
320318021,2012-03-18,phx,99,hou,86
320320014,2012-03-20,mia,99,phx,95
320321019,2012-03-21,orl,103,phx,93
320323011,2012-03-23,ind,111,phx,113
320325005,2012-03-25,cle,83,phx,108
320327021,2012-03-27,phx,100,sa,107
320401021,2012-04-01,phx,92,no,75
320403023,2012-04-03,sac,100,phx,109
320404026,2012-04-04,utah,105,phx,107
320406007,2012-04-06,den,105,phx,99
320409016,2012-04-09,min,90,phx,114
320411029,2012-04-11,mem,104,phx,93
320413010,2012-04-13,hou,105,phx,112
320414024,2012-04-14,sa,105,phx,91
320416021,2012-04-16,phx,125,por,107
320418021,2012-04-18,phx,97,okc,109
320421021,2012-04-21,phx,107,den,118
320424026,2012-04-24,utah,100,phx,88
320425021,2012-04-25,phx,106,sa,110
311227022,2012-12-27,por,101,sac,79
311229023,2012-12-29,sac,98,chi,108
320101023,2012-01-01,sac,96,no,80
320103029,2012-01-03,mem,113,sac,96
320104007,2012-01-04,den,110,sac,83
320105023,2012-01-05,sac,103,mil,100
320108023,2012-01-08,sac,97,orl,104
320113010,2012-01-13,hou,103,sac,89
320114006,2012-01-14,dal,99,sac,60
320116016,2012-01-16,min,99,sac,86
320118023,2012-01-18,sac,92,ind,88
320120024,2012-01-20,sa,86,sac,88
320121029,2012-01-21,mem,128,sac,95
320123022,2012-01-23,por,101,sac,89
320125023,2012-01-25,sac,93,den,122
320128026,2012-01-28,utah,96,sac,93
320202023,2012-02-02,sac,95,por,92
320206003,2012-02-06,no,92,sac,100
320207016,2012-02-07,min,86,sac,84
320209023,2012-02-09,sac,106,okc,101
320214004,2012-02-14,chi,121,sac,115
320217008,2012-02-17,det,114,sac,108
320219005,2012-02-19,cle,93,sac,92
320221014,2012-02-21,mia,120,sac,108
320222027,2012-02-22,wsh,107,sac,115
320228023,2012-02-28,sac,103,utah,96
320305007,2012-03-05,den,119,sac,116
320307023,2012-03-07,sac,99,no,98
320309023,2012-03-09,sac,110,dal,97
320311023,2012-03-11,sac,99,atl,106
320314023,2012-03-14,sac,112,det,124
320318023,2012-03-18,sac,115,min,99
320320023,2012-03-20,sac,119,mem,110
320322023,2012-03-22,sac,102,utah,103
320326010,2012-03-26,hou,113,sac,106
320328023,2012-03-28,sac,112,sa,117
320330026,2012-03-30,utah,103,sac,104
320402023,2012-04-02,sac,116,min,108
320408023,2012-04-08,sac,87,hou,104
320410006,2012-04-10,dal,110,sac,100
320411003,2012-04-11,no,105,sac,96
320413025,2012-04-13,okc,115,sac,89
320415023,2012-04-15,sac,104,por,103
320418023,2012-04-18,sac,102,sa,127
320420023,2012-04-20,sac,92,okc,103
320422030,2012-04-22,cha,88,sac,114
320424025,2012-04-24,okc,118,sac,110
320101004,2012-01-01,chi,104,mem,64
320103004,2012-01-03,chi,76,atl,74
320104008,2012-01-04,det,83,chi,99
320106019,2012-01-06,orl,83,chi,97
320107001,2012-01-07,atl,109,chi,94
320109004,2012-01-09,chi,92,det,68
320110016,2012-01-10,min,100,chi,111
320111004,2012-01-11,chi,78,wsh,64
320116029,2012-01-16,mem,102,chi,86
320120005,2012-01-20,cle,75,chi,114
320121004,2012-01-21,chi,95,cha,89
320125004,2012-01-25,chi,90,ind,95
320127004,2012-01-27,chi,107,mil,100
320129014,2012-01-29,mia,97,chi,93
320130027,2012-01-30,wsh,88,chi,98
320204015,2012-02-04,mil,90,chi,113
320208003,2012-02-08,no,67,chi,90
320210030,2012-02-10,cha,64,chi,95
320220004,2012-02-20,chi,90,atl,79
320222004,2012-02-22,chi,110,mil,91
320228004,2012-02-28,chi,99,no,95
320229024,2012-02-29,sa,89,chi,96
320302005,2012-03-02,cle,91,chi,112
320305004,2012-03-05,chi,92,ind,72
320307015,2012-03-07,mil,104,chi,106
320308004,2012-03-08,chi,94,orl,99
320310004,2012-03-10,chi,111,utah,97
320314004,2012-03-14,chi,106,mia,102
320316004,2012-03-16,chi,89,por,100
320319019,2012-03-19,orl,59,chi,85
320326004,2012-03-26,chi,91,den,108
320328001,2012-03-28,atl,77,chi,98
320330004,2012-03-30,chi,83,det,71
320401025,2012-04-01,okc,92,chi,78
320402004,2012-04-02,chi,93,hou,99
320412004,2012-04-12,chi,96,mia,86
320415008,2012-04-15,det,94,chi,100
320416004,2012-04-16,chi,84,wsh,87
320418030,2012-04-18,cha,68,chi,100
320419014,2012-04-19,mia,83,chi,72
320421004,2012-04-21,chi,93,dal,83
320425011,2012-04-25,ind,87,chi,92
320426004,2012-04-26,chi,107,cle,75
311228008,2012-12-28,det,89,cle,105
311230011,2012-12-30,ind,98,cle,91
320103005,2012-01-03,cle,115,cha,101
320106016,2012-01-06,min,87,cle,98
320108022,2012-01-08,por,98,cle,78
320110026,2012-01-10,utah,113,cle,105
320116030,2012-01-16,cha,94,cle,102
320121001,2012-01-21,atl,121,cle,94
320124014,2012-01-24,mia,92,cle,85
320203019,2012-02-03,orl,102,cle,94
320204005,2012-02-04,cle,91,dal,88
320207014,2012-02-07,mia,107,cle,91
320210005,2012-02-10,cle,112,mil,113
320215005,2012-02-15,cle,98,ind,87
320217005,2012-02-17,cle,87,mia,111
320221005,2012-02-21,cle,101,det,100
320222005,2012-02-22,cle,84,no,89
320303027,2012-03-03,wsh,101,cle,98
320305005,2012-03-05,cle,100,utah,109
320307007,2012-03-07,den,99,cle,100
320309025,2012-03-09,okc,90,cle,96
320311005,2012-03-11,cle,118,hou,107
320314015,2012-03-14,mil,115,cle,105
320318005,2012-03-18,cle,87,atl,103
320321001,2012-03-21,atl,103,cle,102
320323019,2012-03-23,orl,93,cle,80
320328005,2012-03-28,cle,75,det,87
320330005,2012-03-30,cle,84,mil,121
320403005,2012-04-03,cle,90,sa,125
320404015,2012-04-04,mil,107,cle,98
320410005,2012-04-10,cle,103,cha,90
320411005,2012-04-11,cle,98,ind,104
320413011,2012-04-13,ind,102,cle,83
320414027,2012-04-14,wsh,89,cle,98
320415005,2012-04-15,cle,84,orl,100
320417008,2012-04-17,det,116,cle,77
320422024,2012-04-22,sa,114,cle,98
320423029,2012-04-23,mem,109,cle,101
320425005,2012-04-25,cle,85,wsh,96
311226011,2012-12-26,ind,91,det,79
311231008,2012-12-31,det,96,ind,88
320102008,2012-01-02,det,89,orl,78
320110008,2012-01-10,det,86,dal,100
320112015,2012-01-12,mil,102,det,93
320113030,2012-01-13,cha,81,det,98
320117010,2012-01-17,hou,97,det,80
320118016,2012-01-18,min,93,det,85
320120008,2012-01-20,det,81,mem,98
320121008,2012-01-21,det,94,por,91
320123025,2012-01-23,okc,99,det,79
320125008,2012-01-25,det,98,mia,101
320127008,2012-01-27,det,101,atl,107
320130015,2012-01-30,mil,103,det,82
320203008,2012-02-03,det,88,mil,80
320204008,2012-02-04,det,89,no,87
320212008,2012-02-12,det,77,wsh,98
320214008,2012-02-14,det,95,sa,99
320229008,2012-02-29,det,109,cha,94
320303029,2012-03-03,mem,100,det,83
320309008,2012-03-09,det,86,atl,85
320312026,2012-03-12,utah,105,det,90
320321007,2012-03-21,den,116,det,115
320323008,2012-03-23,det,73,mia,88
320326027,2012-03-26,wsh,77,det,79
320331008,2012-03-31,det,110,cha,107
320403008,2012-04-03,det,102,orl,95
