"","Player","ORPM","DRPM","RPM","Possessions","year"
"8420","Acie Law","0.0","-1.5","-1.5","930.0",2010
"8421","Julian Wright","-1.1","-0.4","-1.5","3425.0",2010
"8422","Ryan Bowen","-0.6","-0.9","-1.5","33.0",2010
"8423","Oleksiy Pecherov","-1.1","-0.4","-1.5","1800.0",2010
"8424","Kenny Thomas","-1.5","-0.1","-1.5","1203.0",2010
"8425","Dante Cunningham","-1.0","-0.6","-1.6","2645.0",2010
"8426","Yi Jianlian","-2.1","0.6","-1.6","6283.0",2010
"8427","Donte Greene","-1.7","0.1","-1.6","6476.0",2010
"8428","Darren Collison","0.6","-2.2","-1.6","8234.0",2010
"8429","Arron Afflalo","-0.8","-0.8","-1.6","8743.0",2010
"8430","Andres Nocioni","-0.0","-1.6","-1.6","5838.0",2010
"8431","Francisco Elson","-1.7","0.1","-1.6","253.0",2010
"8432","Marcus Thornton","0.7","-2.4","-1.6","7254.0",2010
"8433","Randolph Morris","-0.7","-0.9","-1.6","520.0",2010
"8434","Chris Quinn","0.2","-1.9","-1.7","849.0",2010
"8435","Earl Barron","0.0","-1.7","-1.7","873.0",2010
"8436","Devean George","-1.1","-0.6","-1.7","3163.0",2010
"8437","Michael Redd","0.3","-2.0","-1.7","1928.0",2010
"8438","Rodrigue Beaubois","0.7","-2.4","-1.7","2807.0",2010
"8439","Mario Chalmers","-1.7","-0.1","-1.7","6718.0",2010
"8440","Lindsey Hunter","-0.4","-1.3","-1.7","445.0",2010
"8441","Alonzo Gee","-0.8","-0.9","-1.7","674.0",2010
"8442","Othello Hunter","-0.7","-1.1","-1.7","145.0",2010
"8443","J.J. Redick","0.7","-2.4","-1.7","6942.0",2010
"8444","George Hill","-0.5","-1.2","-1.8","8639.0",2010
"8445","Mickael Pietrus","-1.7","-0.1","-1.8","6460.0",2010
"8446","Bobby Simmons","-2.0","0.3","-1.8","1514.0",2010
"8447","David Andersen","-1.1","-0.7","-1.8","3458.0",2010
"8448","C.J. Miles","-0.7","-1.1","-1.8","5891.0",2010
"8449","Patrick O'Bryant","-0.6","-1.2","-1.8","206.0",2010
"8450","Joe Smith","-1.6","-0.2","-1.8","2208.0",2010
"8451","Wilson Chandler","-1.4","-0.4","-1.8","9067.0",2010
"8452","Jrue Holiday","-0.1","-1.7","-1.8","6764.0",2010
"8453","Hamed Haddadi","-1.1","-0.8","-1.8","959.0",2010
"8454","Andrea Bargnani","0.0","-1.8","-1.8","10825.0",2010
"8455","Kelenna Azubuike","-1.0","-0.8","-1.8","984.0",2010
"8456","D.J. Augustin","-0.1","-1.8","-1.9","5474.0",2010
"8457","Travis Diener","0.2","-2.1","-1.9","216.0",2010
"8458","Derek Fisher","-1.0","-0.9","-1.9","8644.0",2010
"8459","Kareem Rush","-0.4","-1.5","-1.9","215.0",2010
"8460","Jordan Hill","-0.7","-1.2","-1.9","2433.0",2010
"8461","Wesley Matthews","-0.6","-1.3","-1.9","7893.0",2010
"8462","Didier Ilunga-Mbenga","-2.8","0.9","-1.9","1333.0",2010
"8463","Larry Hughes","-1.5","-0.4","-1.9","4392.0",2010
"8464","Ryan Gomes","-1.5","-0.4","-1.9","8844.0",2010
"8465","Ben Gordon","1.0","-2.9","-1.9","6431.0",2010
"8466","Rafer Alston","-2.1","0.2","-2.0","5451.0",2010
"8467","Othyus Jeffers","-0.7","-1.3","-2.0","289.0",2010
"8468","Desmond Mason","-1.6","-0.4","-2.0","239.0",2010
"8469","Sasha Vujacic","-0.5","-1.4","-2.0","2240.0",2010
"8470","Derrick Brown","-1.3","-0.7","-2.0","2035.0",2010
"8471","Marcus Landry","-0.7","-1.3","-2.0","439.0",2010
"8472","James Jones","-0.8","-1.2","-2.0","1856.0",2010
"8473","Lester Hudson","-0.6","-1.5","-2.1","511.0",2010
"8474","Paul Davis","-1.1","-1.0","-2.1","33.0",2010
"8475","Sundiata Gaines","-1.0","-1.1","-2.1","855.0",2010
"8476","Pops Mensah-Bonsu","-1.2","-0.9","-2.1","478.0",2010
"8477","Udonis Haslem","-2.1","-0.0","-2.1","8040.0",2010
"8478","Chris Richard","-1.4","-0.7","-2.1","876.0",2010
"8479","Jarron Collins","-2.2","0.1","-2.1","1043.0",2010
"8480","Jason Smith","-1.7","-0.4","-2.1","2557.0",2010
"8481","Roko Ukic","-0.5","-1.6","-2.1","371.0",2010
"8482","Tony Battie","-1.9","-0.3","-2.1","530.0",2010
"8483","Joe Alexander","-0.7","-1.4","-2.2","123.0",2010
"8484","Courtney Lee","-0.4","-1.7","-2.2","9073.0",2010
"8485","Jamaal Tinsley","-1.6","-0.6","-2.2","2287.0",2010
"8486","Antonio Anderson","-0.9","-1.3","-2.2","64.0",2010
"8487","Alando Tucker","-0.3","-1.9","-2.2","382.0",2010
"8488","Reggie Williams","0.5","-2.7","-2.2","3276.0",2010
"8489","Eric Maynor","-1.5","-0.8","-2.2","4879.0",2010
"8490","Trey Gilder","-1.0","-1.3","-2.2","23.0",2010
"8491","O.J. Mayo","-0.3","-1.9","-2.3","12125.0",2010
"8492","Toney Douglas","0.5","-2.8","-2.3","4300.0",2010
"8493","Kevin Ollie","-1.0","-1.2","-2.3","993.0",2010
"8494","Sean Marks","-1.9","-0.4","-2.3","307.0",2010
"8495","Taylor Griffin","-0.9","-1.4","-2.3","126.0",2010
"8496","Francisco Garcia","-0.7","-1.6","-2.3","2199.0",2010
"8497","Primoz Brezec","-1.2","-1.1","-2.3","370.0",2010
"8498","Hakim Warrick","-0.8","-1.4","-2.3","6062.0",2010
"8499","Glen Davis","-1.6","-0.7","-2.3","3497.0",2010
"8500","Daniel Gibson","-0.4","-1.9","-2.3","4016.0",2010
"8501","Ian Mahinmi","-1.6","-0.7","-2.4","659.0",2010
"8502","Cartier Martin","-1.0","-1.4","-2.4","1588.0",2010
"8503","Marcus Haislip","-1.2","-1.2","-2.4","171.0",2010
"8504","Nathan Jawai","-1.5","-0.9","-2.4","1669.0",2010
"8505","Eddy Curry","-1.1","-1.2","-2.4","265.0",2010
"8506","Brandon Rush","-2.8","0.4","-2.4","10001.0",2010
"8507","T.J. Ford","-0.7","-1.7","-2.4","4804.0",2010
"8508","Eddie House","-1.1","-1.3","-2.4","4600.0",2010
"8509","Steven Hunter","-1.5","-0.9","-2.4","633.0",2010
"8510","Sean May","-1.7","-0.7","-2.4","1261.0",2010
"8511","Cedric Jackson","-1.2","-1.3","-2.4","296.0",2010
"8512","Damien Wilkins","-1.8","-0.6","-2.5","6270.0",2010
"8513","Ronnie Price","-2.1","-0.3","-2.5","3127.0",2010
"8514","Charlie Villanueva","-0.2","-2.3","-2.5","6879.0",2010
"8515","Oliver Lafayette","-1.0","-1.5","-2.5","79.0",2010
"8516","Allen Iverson","-1.2","-1.3","-2.5","3344.0",2010
"8517","Rasual Butler","-1.5","-1.0","-2.5","10517.0",2010
"8518","Mike Harris","-1.3","-1.2","-2.5","391.0",2010
"8519","Coby Karl","-1.1","-1.4","-2.5","465.0",2010
"8520","Brian Skinner","-2.5","0.0","-2.5","453.0",2010
"8521","Michael Beasley","-1.8","-0.7","-2.5","8699.0",2010
"8522","Patrick Mills","-0.8","-1.7","-2.6","158.0",2010
"8523","Hilton Armstrong","-4.2","1.6","-2.6","1306.0",2010
"8524","Richard Hamilton","0.1","-2.6","-2.6","5784.0",2010
"8525","J.R. Giddens","-1.2","-1.4","-2.6","939.0",2010
"8526","Will Conroy","-1.1","-1.5","-2.6","137.0",2010
"8527","Luther Head","-0.5","-2.1","-2.6","3307.0",2010
"8528","Garrett Temple","-1.7","-0.9","-2.6","1328.0",2010
"8529","Jerryd Bayless","-0.1","-2.5","-2.6","4798.0",2010
"8530","Gerald Henderson","-2.0","-0.6","-2.6","1346.0",2010
"8531","Anthony Johnson","-0.8","-1.8","-2.7","1561.0",2010
"8532","Monta Ellis","-1.0","-1.6","-2.7","11128.0",2010
"8533","Charlie Bell","-2.0","-0.6","-2.7","6225.0",2010
"8534","Danny Green","-1.1","-1.6","-2.7","446.0",2010
"8535","Kosta Koufos","-1.6","-1.0","-2.7","683.0",2010
"8536","Sonny Weems","-0.9","-1.8","-2.7","5353.0",2010
"8537","Vladimir Radmanovic","-2.3","-0.4","-2.7","3669.0",2010
"8538","DeMarre Carroll","-2.0","-0.7","-2.7","3224.0",2010
"8539","Drew Gooden","-1.9","-0.9","-2.8","6756.0",2010
"8540","Jordan Farmar","-1.4","-1.3","-2.8","5695.0",2010
"8541","Keith Bogans","-2.5","-0.2","-2.8","5981.0",2010
"8542","Brian Cook","-1.4","-1.4","-2.8","200.0",2010
"8543","Malik Hairston","-0.7","-2.1","-2.8","1270.0",2010
"8544","Nick Young","-0.9","-1.9","-2.8","5433.0",2010
"8545","Carlos Arroyo","-1.7","-1.0","-2.8","5785.0",2010
"8546","Stephen Graham","-3.0","0.2","-2.8","3035.0",2010
"8547","Roger Mason","-1.4","-1.5","-2.8","5777.0",2010
"8548","Jerry Stackhouse","-0.9","-1.9","-2.8","3225.0",2010
"8549","Antoine Wright","-1.6","-1.2","-2.8","5427.0",2010
"8550","Mike James","-1.4","-1.5","-2.8","177.0",2010
"8551","Darius Songaila","-2.5","-0.4","-2.8","5417.0",2010
"8552","Yakhouba Diawara","-1.6","-1.3","-2.9","175.0",2010
"8553","Mike Wilks","-1.3","-1.7","-2.9","203.0",2010
"8554","Jarvis Hayes","-1.6","-1.3","-2.9","3943.0",2010
"8555","Byron Mullens","-1.2","-1.7","-2.9","216.0",2010
"8556","Austin Daye","-1.6","-1.4","-2.9","3438.0",2010
"8557","Terrence Williams","-2.0","-1.0","-2.9","6758.0",2010
"8558","Devin Brown","-2.4","-0.5","-3.0","4123.0",2010
"8559","Sebastian Telfair","-0.6","-2.3","-3.0","2472.0",2010
"8560","Eduardo Najera","-3.3","0.3","-3.0","2682.0",2010
"8561","Marquis Daniels","-1.4","-1.6","-3.0","3512.0",2010
"8562","Morris Peterson","-1.6","-1.5","-3.0","3816.0",2010
"8563","Marreese Speights","-0.4","-2.7","-3.1","3871.0",2010
"8564","Randy Foye","-0.4","-2.7","-3.1","6330.0",2010
"8565","Marcus Banks","-1.7","-1.4","-3.1","901.0",2010
"8566","Jason Hart","-2.2","-1.0","-3.2","89.0",2010
"8567","Royal Ivey","-1.8","-1.4","-3.2","1232.0",2010
"8568","Rasho Nesterovic","-1.3","-1.9","-3.2","1649.0",2010
"8569","Jonathan Bender","-1.7","-1.6","-3.2","1158.0",2010
"8570","Jodie Meeks","-0.5","-2.8","-3.2","2844.0",2010
"8571","Jeff Teague","-1.8","-1.5","-3.3","2823.0",2010
"8572","Fabricio Oberto","-3.0","-0.2","-3.3","2440.0",2010
"8573","Marcus WilliamsMarcus Williams","-0.9","-2.4","-3.3","3443.0",2010
"8574","Jason Collins","-3.5","0.2","-3.3","449.0",2010
"8575","Anthony Carter","-2.3","-1.1","-3.3","3386.0",2010
"8576","Matt Carroll","-2.0","-1.3","-3.3","465.0",2010
"8577","Will Bynum","0.2","-3.6","-3.4","6176.0",2010
"8578","Jose Barea","-0.2","-3.1","-3.4","5892.0",2010
"8579","Chris Wilcox","-3.0","-0.4","-3.4","1638.0",2010
"8580","Shannon Brown","-2.0","-1.5","-3.5","6547.0",2010
"8581","Willie Green","-0.9","-2.6","-3.5","5860.0",2010
"8582","Daequan Cook","-2.2","-1.3","-3.5","2531.0",2010
"8583","Mikki Moore","-3.1","-0.4","-3.6","1707.0",2010
"8584","Ryan Hollins","-2.8","-0.7","-3.6","4916.0",2010
"8585","James Johnson","-3.3","-0.3","-3.6","2994.0",2010
"8586","Chris Douglas-Roberts","-2.5","-1.1","-3.6","6615.0",2010
"8587","Maurice Evans","-1.1","-2.5","-3.6","5055.0",2010
"8588","J.J. Hickson","-2.2","-1.5","-3.6","6485.0",2010
"8589","Jeff Pendergraph","-2.3","-1.4","-3.6","1499.0",2010
"8590","Solomon Jones","-3.7","0.1","-3.7","2764.0",2010
"8591","Wayne Ellington","-1.8","-1.9","-3.7","5571.0",2010
"8592","DeMar DeRozan","-1.9","-1.9","-3.8","6459.0",2010
"8593","Adam Morrison","-1.6","-2.2","-3.8","931.0",2010
"8594","Al Thornton","-1.7","-2.1","-3.8","7822.0",2010
"8595","Jonny Flynn","-0.9","-2.9","-3.8","9439.0",2010
"8596","Darrell Arthur","-3.3","-0.5","-3.9","1783.0",2010
"8597","Steve Novak","-0.8","-3.1","-3.9","1413.0",2010
"8598","Johan Petro","-4.2","0.3","-4.0","1684.0",2010
"8599","Michael Finley","-1.2","-2.8","-4.0","2687.0",2010
"8600","Darnell Jackson","-2.2","-1.8","-4.0","498.0",2010
"8601","Joey Graham","-3.0","-1.1","-4.1","3004.0",2010
"8602","Dahntay Jones","-3.5","-0.6","-4.1","7659.0",2010
"8603","Chucky Atkins","-1.1","-3.0","-4.1","2392.0",2010
"8604","Mardy Collins","-3.1","-1.0","-4.1","1788.0",2010
"8605","DaJuan Summers","-2.6","-1.6","-4.2","1539.0",2010
"8606","Jermaine Taylor","-1.5","-2.7","-4.3","1217.0",2010
"8607","Jannero Pargo","-2.1","-2.3","-4.4","3209.0",2010
"8608","Jawad Williams","-1.9","-2.6","-4.5","2831.0",2010
"8609","Sam Young","-2.5","-2.0","-4.5","5156.0",2010
"8610","Earl Clark","-2.7","-1.8","-4.5","1531.0",2010
"8611","DeShawn Stevenson","-3.0","-1.7","-4.7","3427.0",2010
"8612","Jason Kapono","-1.7","-3.0","-4.7","3721.0",2010
"8613","Etan Thomas","-4.1","-0.7","-4.8","1192.0",2010
"8614","Quinton Ross","-4.8","-0.1","-4.9","2160.0",2010
"8615","Dominic McGuire","-4.5","-0.5","-5.0","1194.0",2010
"8616","Juwan Howard","-3.7","-1.5","-5.2","5837.0",2010
"8617","Ricky Davis","-2.6","-2.6","-5.2","2060.0",2010
"8618","Brian Scalabrine","-3.5","-2.1","-5.6","1754.0",2010
"8619","Bobby Brown","-1.5","-4.3","-5.8","1972.0",2010
"8620","Earl Boykins","-2.1","-4.0","-6.1","4234.0",2010
"8621","Trenton Hassell","-5.1","-1.4","-6.5","4232.0",2010
"8622","Sasha Pavlovic","-4.6","-2.2","-6.9","3581.0",2010
"8623","Malik Allen","-4.4","-2.5","-6.9","1742.0",2010
"8624","Josh Powell","-4.3","-2.8","-7.1","2229.0",2010
"8625","Dwight Howard","2.5","7.2","9.7","11145.0",2011
"8626","LeBron James","5.9","2.2","8.1","11686.0",2011
"8627","Chris Paul","6.1","1.4","7.5","10737.0",2011
"8628","Dirk Nowitzki","4.7","2.2","6.9","9586.0",2011
"8629","Manu Ginobili","5.6","1.3","6.9","9541.0",2011
"8630","Tim Duncan","1.0","5.0","6.1","8381.0",2011
"8631","Dwyane Wade","5.5","0.4","5.9","10791.0",2011
"8632","Kevin Durant","4.7","1.0","5.7","11922.0",2011
"8633","Nene Hilario","1.5","4.0","5.5","9010.0",2011
"8634","Kevin Garnett","0.2","5.0","5.2","8426.0",2011
"8635","Pau Gasol","3.1","2.1","5.2","11537.0",2011
"8636","Steve Nash","6.8","-1.8","5.0","9896.0",2011
"8637","Chris Andersen","0.1","4.9","4.9","2941.0",2011
"8638","Andrew Bogut","-0.9","5.6","4.7","8527.0",2011
"8639","Josh Smith","-0.2","4.8","4.5","9859.0",2011
"8640","Gerald Wallace","1.0","3.2","4.2","10010.0",2011
"8641","Tyson Chandler","0.1","4.0","4.2","7894.0",2011
"8642","Kevin Love","3.2","0.9","4.0","10518.0",2011
"8643","Andre Iguodala","1.1","2.7","3.7","9464.0",2011
"8644","Paul Pierce","2.0","1.7","3.7","10496.0",2011
"8645","Paul Millsap","1.2","2.5","3.7","9995.0",2011
"8646","Jason Kidd","1.5","2.1","3.6","10190.0",2011
"8647","Andrew Bynum","0.2","3.3","3.5","5593.0",2011
"8648","Chris Bosh","0.9","2.6","3.5","10616.0",2011
"8649","Kyle Lowry","2.5","0.9","3.4","10141.0",2011
"8650","Lamar Odom","1.2","2.2","3.4","9985.0",2011
"8651","Amir Johnson","0.7","2.6","3.4","7161.0",2011
"8652","Marcus Camby","-1.8","5.1","3.3","5539.0",2011
"8653","Rajon Rondo","2.2","1.0","3.3","9577.0",2011
"8654","Deron Williams","5.1","-1.9","3.2","9483.0",2011
"8655","Luol Deng","0.7","2.5","3.2","12133.0",2011
"8656","Marc Gasol","-0.0","3.2","3.2","9793.0",2011
"8657","Zach Randolph","2.5","0.7","3.2","10351.0",2011
"8658","Derrick Rose","4.4","-1.2","3.2","11470.0",2011
"8659","LaMarcus Aldridge","1.5","1.7","3.2","11757.0",2011
"8660","Emeka Okafor","-1.3","4.4","3.1","8435.0",2011
"8661","Joakim Noah","0.5","2.5","3.0","6006.0",2011
"8662","Kobe Bryant","4.1","-1.3","2.8","10569.0",2011
"8663","Chuck Hayes","-0.1","2.8","2.7","8131.0",2011
"8664","Andrei Kirilenko","1.0","1.7","2.7","7648.0",2011
"8665","Ryan Anderson","2.4","0.2","2.7","5449.0",2011
"8666","JaVale McGee","0.3","2.4","2.7","8514.0",2011
"8667","Russell Westbrook","3.3","-0.8","2.6","11166.0",2011
"8668","Jeff Foster","0.5","2.0","2.5","3635.0",2011
"8669","Mike Conley","2.3","0.2","2.5","11009.0",2011
"8670","Andre Miller","2.8","-0.3","2.5","9620.0",2011
"8671","Baron Davis","3.3","-0.9","2.4","6335.0",2011
"8672","Nick Collison","0.2","2.2","2.4","5771.0",2011
"8673","Blake Griffin","1.6","0.8","2.4","12024.0",2011
"8674","Danny Granger","1.6","0.7","2.3","10949.0",2011
"8675","DeAndre Jordan","-0.5","2.7","2.2","7854.0",2011
"8676","Shaquille O'Neal","-0.2","2.4","2.2","2836.0",2011
"8677","Elton Brand","-0.0","2.2","2.2","10681.0",2011
"8678","Chauncey Billups","3.7","-1.6","2.1","9123.0",2011
"8679","Al Horford","0.7","1.4","2.1","10018.0",2011
"8680","Shane Battier","0.3","1.7","2.0","9339.0",2011
"8681","Stephen Curry","2.8","-0.8","2.0","9973.0",2011
"8682","Amare Stoudemire","2.3","-0.4","1.9","11435.0",2011
"8683","Carmelo Anthony","2.7","-0.8","1.9","10904.0",2011
"8684","Omer Asik","-1.1","2.8","1.7","3711.0",2011
"8685","Anderson Varejao","-0.6","2.3","1.7","3829.0",2011
"8686","Ben Wallace","-2.6","4.1","1.6","4476.0",2011
"8687","Metta World Peace","-0.7","2.2","1.6","9179.0",2011
"8688","Danilo Gallinari","1.1","0.4","1.5","8453.0",2011
"8689","Ronny Turiaf","-1.6","3.1","1.5","4542.0",2011
"8690","Kevin Martin","3.9","-2.4","1.5","10391.0",2011
"8691","Eric Gordon","3.1","-1.6","1.5","8195.0",2011
"8692","Roy Hibbert","-1.2","2.7","1.4","8891.0",2011
"8693","Hedo Turkoglu","0.7","0.7","1.4","9693.0",2011
"8694","Ray Allen","1.7","-0.4","1.4","10880.0",2011
"8695","Dorell Wright","0.5","0.9","1.4","12572.0",2011
"8696","Tyrus Thomas","-1.8","3.1","1.4","3242.0",2011
"8697","Devin Harris","3.3","-1.9","1.3","8494.0",2011
"8698","Josh McRoberts","0.5","0.8","1.3","6373.0",2011
"8699","Mike Dunleavy","0.5","0.7","1.3","6717.0",2011
"8700","J.R. Smith","2.2","-0.9","1.3","7863.0",2011
"8701","James Harden","1.8","-0.5","1.3","8445.0",2011
"8702","Matt Bonner","1.5","-0.3","1.2","5472.0",2011
"8703","Jared Jeffries","-0.4","1.6","1.2","2331.0",2011
"8704","Anthony Tolliver","0.6","0.6","1.2","5441.0",2011
"8705","Brad Miller","0.2","0.9","1.1","3973.0",2011
"8706","Tony Allen","-1.6","2.7","1.1","5761.0",2011
"8707","Raymond Felton","1.8","-0.7","1.0","11030.0",2011
"8708","Jared Dudley","1.2","-0.1","1.0","8360.0",2011
"8709","Brendan Haywood","-1.6","2.6","1.0","5021.0",2011
"8710","Samuel Dalembert","-1.9","2.9","1.0","7621.0",2011
"8711","Rodney Stuckey","2.5","-1.5","1.0","8123.0",2011
"8712","David West","0.6","0.4","1.0","9043.0",2011
"8713","Jrue Holiday","1.7","-0.8","0.9","11138.0",2011
"8714","Jose Calderon","2.6","-1.8","0.9","8257.0",2011
"8715","Taj Gibson","-1.3","2.1","0.8","6488.0",2011
"8716","Rudy Gay","-0.1","0.9","0.8","8269.0",2011
"8717","Ronnie Brewer","-1.8","2.5","0.7","6715.0",2011
"8718","Tracy McGrady","-0.3","1.0","0.7","6140.0",2011
"8719","Greg Monroe","0.1","0.6","0.7","8199.0",2011
"8720","Vince Carter","0.4","0.2","0.7","7965.0",2011
"8721","Thaddeus Young","0.1","0.5","0.6","8195.0",2011
"8722","Kris Humphries","-1.1","1.8","0.6","7739.0",2011
"8723","Ty Lawson","3.1","-2.5","0.6","8468.0",2011
"8724","Reggie Evans","-1.8","2.4","0.6","3035.0",2011
"8725","Jason Thompson","-0.3","0.9","0.6","6918.0",2011
"8726","Marcin Gortat","-1.2","1.7","0.5","7781.0",2011
"8727","Carlos Boozer","0.8","-0.2","0.5","7084.0",2011
"8728","Brook Lopez","0.5","-0.0","0.5","10780.0",2011
"8729","Vladimir Radmanovic","-0.3","0.8","0.5","4594.0",2011
"8730","Kenyon Martin","-1.6","2.1","0.5","4869.0",2011
"8731","Chase Budinger","1.2","-0.8","0.4","6828.0",2011
"8732","Wilson Chandler","-0.8","1.2","0.4","9639.0",2011
"8733","Louis Williams","2.5","-2.1","0.4","6724.0",2011
"8734","Joe Johnson","2.4","-2.0","0.4","9455.0",2011
"8735","Joey Dorsey","-0.7","1.1","0.4","1964.0",2011
"8736","David Lee","1.0","-0.7","0.3","10504.0",2011
"8737","Jason Terry","2.7","-2.4","0.3","9754.0",2011
"8738","Luis Scola","0.2","0.0","0.3","9629.0",2011
"8739","Serge Ibaka","-1.5","1.7","0.3","8519.0",2011
"8740","Andray Blatche","-0.6","0.9","0.3","8470.0",2011
"8741","Ersan Ilyasova","-0.1","0.3","0.2","5685.0",2011
"8742","Channing Frye","-0.4","0.6","0.2","9994.0",2011
"8743","Julian Wright","-0.8","0.9","0.1","2949.0",2011
"8744","Peja Stojakovic","1.5","-1.4","0.1","2401.0",2011
"8745","Jason Richardson","1.1","-1.0","0.1","10524.0",2011
"8746","George Hill","1.0","-0.8","0.1","8248.0",2011
"8747","Ekpe Udoh","-1.4","1.5","0.1","4024.0",2011
"8748","Antawn Jamison","1.2","-1.1","0.1","7241.0",2011
"8749","Rudy Fernandez","0.6","-0.5","0.1","6760.0",2011
"8750","DeJuan Blair","-0.8","0.8","0.0","6704.0",2011
"8751","Rashard Lewis","-0.7","0.7","-0.0","7041.0",2011
"8752","Landry Fields","0.4","-0.4","-0.0","10172.0",2011
"8753","Othyus Jeffers","0.5","-0.6","-0.1","1278.0",2011
"8754","Al Jefferson","0.2","-0.3","-0.1","11188.0",2011
"8755","Luc Mbah a Moute","-1.9","1.8","-0.1","7751.0",2011
"8756","Anthony Parker","-0.9","0.7","-0.2","8111.0",2011
"8757","C.J. Miles","-0.3","0.1","-0.2","7517.0",2011
"8758","Jameer Nelson","1.5","-1.8","-0.2","8760.0",2011
"8759","Boris Diaw","-0.6","0.4","-0.2","10409.0",2011
"8760","Louis Amundson","-2.1","1.9","-0.2","2714.0",2011
"8761","Richard Jefferson","-0.7","0.5","-0.2","9474.0",2011
"8762","Antonio McDyess","-2.0","1.7","-0.3","5300.0",2011
"8763","Tony Parker","1.1","-1.4","-0.3","9834.0",2011
"8764","Jermaine O'Neal","-3.1","2.8","-0.3","1594.0",2011
"8765","Tayshaun Prince","1.1","-1.4","-0.3","9390.0",2011
"8766","Earl Watson","-0.1","-0.2","-0.3","5858.0",2011
"8767","Brandon Roy","1.8","-2.1","-0.3","4767.0",2011
"8768","C.J. Watson","-0.7","0.3","-0.4","4080.0",2011
"8769","Brandon Jennings","0.5","-0.8","-0.4","8208.0",2011
"8770","Keyon Dooling","-0.1","-0.3","-0.4","6551.0",2011
"8771","Grant Hill","-1.0","0.6","-0.4","9559.0",2011
"8772","John Salmons","-1.6","1.2","-0.4","9572.0",2011
"8773","Bill Walker","0.1","-0.5","-0.4","3131.0",2011
"8774","Chris Wilcox","-0.2","-0.3","-0.5","3717.0",2011
"8775","Nazr Mohammed","-1.4","0.8","-0.6","4815.0",2011
"8776","Omri Casspi","0.1","-0.6","-0.6","6861.0",2011
"8777","Thabo Sefolosha","-2.5","2.0","-0.6","8082.0",2011
"8778","Kendrick Perkins","-3.2","2.5","-0.6","2851.0",2011
"8779","Aaron Gray","-0.8","0.2","-0.7","1931.0",2011
"8780","Kyle Korver","0.8","-1.5","-0.7","6212.0",2011
"8781","James Jones","0.3","-0.9","-0.7","5869.0",2011
"8782","Jamal Crawford","2.6","-3.3","-0.7","8656.0",2011
"8783","Tyreke Evans","-0.9","0.2","-0.7","8227.0",2011
"8784","Chris Kaman","-2.8","2.1","-0.7","3257.0",2011
"8785","Tiago Splitter","-1.1","0.3","-0.7","2855.0",2011
"8786","Ian Mahinmi","-1.1","0.4","-0.8","1857.0",2011
"8787","Matt Barnes","-0.5","-0.2","-0.8","3876.0",2011
"8788","Kwame Brown","-2.2","1.4","-0.8","6302.0",2011
"8789","Luke Ridnour","0.9","-1.6","-0.8","8714.0",2011
"8790","Cartier Martin","0.6","-1.4","-0.8","2102.0",2011
"8791","Zaza Pachulia","-1.6","0.8","-0.8","4592.0",2011
"8792","Erick Dampier","-3.5","2.7","-0.8","3104.0",2011
"8793","Daniel Gibson","0.3","-1.1","-0.8","7237.0",2011
"8794","Beno Udrih","0.1","-0.9","-0.8","10856.0",2011
"8795","Hamed Haddadi","0.0","-0.9","-0.8","648.0",2011
"8796","Eric Maynor","0.3","-1.1","-0.8","4572.0",2011
"8797","Wesley Matthews","0.2","-1.0","-0.8","10229.0",2011
"8798","Jason Williams","0.3","-1.2","-0.8","1136.0",2011
"8799","Corey Brewer","-1.7","0.9","-0.9","6134.0",2011
"8800","Trevor Booker","-0.3","-0.6","-0.9","4139.0",2011
"8801","Mehmet Okur","-0.2","-0.7","-0.9","649.0",2011
"8802","Jeremy Evans","-0.0","-0.9","-0.9","1765.0",2011
"8803","Darko Milicic","-3.3","2.4","-0.9","6781.0",2011
"8804","Jodie Meeks","0.4","-1.4","-0.9","7961.0",2011
"8805","Ramon Sessions","1.8","-2.7","-1.0","8354.0",2011
"8806","Toney Douglas","0.9","-1.9","-1.0","7832.0",2011
"8807","Alexis Ajinca","-1.8","0.8","-1.0","1339.0",2011
"8808","Jon Brockman","-0.5","-0.6","-1.1","2552.0",2011
"8809","Kyle Weaver","-0.7","-0.4","-1.1","264.0",2011
"8810","Brandon Bass","-2.0","0.8","-1.1","7402.0",2011
"8811","Monta Ellis","0.5","-1.7","-1.1","12795.0",2011
"8812","Marcus Thornton","0.4","-1.5","-1.2","6934.0",2011
"8813","Spencer Hawes","-2.2","1.1","-1.2","6531.0",2011
"8814","Paul George","-1.0","-0.2","-1.2","5042.0",2011
"8815","Al Harrington","-0.2","-1.0","-1.2","6675.0",2011
"8816","Stephen Jackson","0.0","-1.2","-1.2","9027.0",2011
"8817","Ime Udoka","-1.1","-0.1","-1.2","497.0",2011
"8818","Mario West","-0.4","-0.9","-1.3","439.0",2011
"8819","Anthony Randolph","-1.8","0.6","-1.3","2398.0",2011
"8820","Shaun Livingston","-0.9","-0.4","-1.3","4645.0",2011
"8821","Francisco Garcia","-0.7","-0.6","-1.3","5508.0",2011
"8822","Nicolas Batum","0.4","-1.7","-1.3","9337.0",2011
"8823","Marvin Williams","-1.1","-0.2","-1.3","6880.0",2011
"8824","DeMarcus Cousins","-1.7","0.4","-1.3","9091.0",2011
"8825","O.J. Mayo","1.0","-2.4","-1.3","7259.0",2011
"8826","Renaldo Balkman","-0.8","-0.6","-1.4","259.0",2011
