match_id,homeWin,game_year,home_team,home_team_score,visit_team,visit_team_score,RPM_weight_0,ORPM_weight_0,DRPM_weight_0,PER_weight_0,RPM_weight_1,ORPM_weight_1,DRPM_weight_1,PER_weight_1,avg_scoreDiff,avg_homeWin,avg_scoreDiff_home,avg_win_home,avg_scoreDiff_visit,avg_win_visit,home_rpi,away_rpi,avg_GP,avg_GS,avg_MIN,avg_FG_made,avg_FG_attempted,avg_FGpercent,avg_ThreeP_made,avg_ThreeP_attempted,avg_ThreePpercent,avg_FT_made,avg_FT_attempted,avg_FTpercent,avg_OR,avg_DR,avg_REB,avg_AST,avg_BLK,avg_STL,avg_PF,avg_TO,avg_PTS
281203027,0,2008,wsh,92,por,98,0.367207611,0.174090655,0.183044208,15.54650252,-0.112171373,0.310321324,-0.437731256,15.63534567,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-25.73962903,-63.53494455,0.50768124,-1.845652649,-1.709130128,-0.192887815,1.761736299,5.996406301,-0.054084848,2.013612111,1.418021522,0.235739027,-2.217318416,-1.541487572,-3.511556984,-0.621069722,-1.432282231,3.106552849,-2.030281295,0.929227798,0.348214823
281227027,1,2008,wsh,104,okc,95,-0.407751092,-0.412663755,0.004912664,3.854312227,-0.973615432,-0.331611699,-0.661481021,13.78979465,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,267.6249532,-137.1735664,-0.303942991,-1.709718695,3.602590602,0.64192681,5.327900156,13.89570661,2.096088506,-3.241008681,-5.050571862,1.998300754,-0.100238194,0.858442095,1.018366503,-1.528061576,-1.120258273,1.45585543,1.017657828,-3.070217918,-1.172070316
290124022,1,2008,por,100,wsh,87,-0.554979424,-0.088395062,-0.466584362,15.30875171,0.625911854,0.104711246,0.507522796,16.44984802,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-5.810390465,182.2230051,-5.822443294,0.775275013,-4.146914708,-0.671884923,-2.774282973,-8.499840068,-1.092557378,0.056833722,1.325254848,-2.385297404,1.787434463,0.279440192,2.066874655,0.005562844,2.120370671,-3.616404827,-1.977869153,-2.599424246,-1.823592948
290206027,0,2008,wsh,103,den,124,0.480392157,0.856436488,-0.384015345,15.05379369,-1.193323159,-0.329416253,-0.863906906,13.24112934,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,105.2305875,-176.3315278,-0.699291351,-1.359862815,7.890325254,0.471684777,0.250476099,2.654973731,1.483035804,-4.881549476,-7.731143501,2.767685788,-0.50999413,-0.375823527,-0.478347368,-6.567578111,-3.229501004,-1.233494524,-4.100224468,-1.128928956,-7.382737445
290217027,1,2008,wsh,111,min,103,-1.535151803,-0.293548387,-1.247248577,13.16693548,-0.404345256,-0.041028673,-0.363316583,15.5998522,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,76.15034568,-84.01592476,-0.206889025,2.497852815,7.980032362,0.358227398,-3.684332902,-7.570809667,-0.027973674,6.348076549,6.990381558,1.041703323,4.097731338,4.80077441,9.032509099,-4.253182817,2.320383789,2.251294243,-0.86172126,-0.433897533,7.886078172
290304025,1,2008,okc,88,wsh,83,-1.187038988,-0.58967334,-0.597365648,13.79761152,-0.56512928,-0.6814116,0.11628232,2.172257163,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-101.1073432,164.3066896,-1.718659431,-5.421718751,-13.60216521,-0.428169657,-2.751060013,-8.412120438,-1.269509861,-4.899877226,-6.969936239,-0.629152035,0.027275092,1.477346064,1.173814816,5.793163883,0.346360811,-0.67574315,1.757655145,1.071396297,-18.81225554
290309016,0,2008,min,99,wsh,110,-0.330751105,0.015552283,-0.346303387,15.87272459,-1.633786725,-0.347116431,-1.293144723,13.35190424,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-84.71881601,84.24977528,-1.208852589,-3.936390976,-10.82759054,-0.160747802,2.647786668,6.01407862,-0.329130462,-6.093386452,-6.933220882,-0.745122235,-5.170693093,-5.105293724,-10.00935862,4.814991548,-2.573657519,-2.742778511,-1.059114667,-1.524160406,-11.58500993
290317026,1,2008,utah,103,wsh,88,-1.301980852,-0.608319577,-0.693661274,13.54539452,1.038829408,0.849179158,0.206352605,16.29487866,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-36.98984031,221.5089651,1.499063086,1.204646664,-11.57262672,-0.476458153,-1.071846295,-5.047547227,-1.326548337,2.872610666,3.033147479,-2.142845926,-2.415498952,-4.042829603,-6.371935467,11.73283976,-0.114021609,1.339659473,0.908827231,-0.441085013,3.887365213
290320007,1,2008,den,116,wsh,105,-1.188543549,-0.599638598,-0.588904951,13.73433321,0.316965742,0.707014682,-0.401998369,14.74885808,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-105.652204,148.2597222,1.6183412,0.563449381,-6.13893842,-0.204955785,0.893717708,-0.213512797,-0.674085971,4.420737912,6.398915826,-1.231021726,-1.946431498,-1.560986449,-4.060769196,9.215700726,1.145643008,1.820237845,2.370289051,1.185705533,6.637112946
281029026,1,2008,utah,98,den,94,0.111648016,0.149949135,-0.047812818,14.77126144,1.224534451,0.629795158,0.611871508,16.17213687,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,54.06026749,118.8636194,-2.84217E-14,1.66433896,-2.069877178,-0.413150105,-0.915104804,-3.481789288,0.106074452,-3.270973786,-7.396359582,-0.095779667,0.800960969,1.558471415,2.838652574,-1.056491428,-0.634630527,0.195642303,0.357949549,-1.835267341,-1.318459001
281116007,1,2008,den,90,min,84,-1.331254841,-0.241556933,-1.10348567,13.85836561,0.609064885,0.984541985,-0.384398855,16.6514313,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,47.30629513,-1.387215287,0.926283288,1.379569915,0.86043586,0.541773196,0.958765073,3.338066884,0.703958506,9.454276547,13.24213882,0.196881159,1.261265508,-0.196835199,0.720918859,4.420218549,1.866929271,2.834577118,1.907630936,1.264005468,13.42306457
281129016,0,2008,min,97,den,106,0.303202077,0.901211597,-0.599740372,15.84790134,-1.339906273,-0.291276136,-1.065753425,13.59563807,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-1.100829618,15.77992612,-0.862378728,-0.188148574,0.77569306,-0.763620877,-0.717330432,-2.681546317,-0.380998997,-8.065349475,-11.64979998,-0.508107501,-0.297112048,0.705314597,0.719755989,-5.503140552,-2.105607188,-2.308495684,-1.516756633,-0.568625143,-9.539155095
281210007,1,2008,den,116,min,105,-1.600703164,-0.351783024,-1.266800603,15.06649925,0.491505376,1.325376344,-0.843924731,16.58462366,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,1.282584514,-30.11655463,1.1994003,-3.011268559,-6.767326014,0.745168061,2.150215215,5.318373072,0.609163805,10.32509552,13.96914446,0.668205252,0.569328239,0.975383276,1.397494801,5.231319824,1.913817285,2.084828553,2.677951347,2.437684384,6.830778159
281222007,1,2008,den,97,por,89,0.185389095,0.094494442,0.081365802,15.63578613,0.328317601,0.845585786,-0.511382565,15.1388673,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-120.169631,-94.12569309,4.976671851,-3.015501152,-5.802340673,0.559321545,4.947035645,14.1040704,0.537855675,2.961478978,5.358281169,0.411153645,-4.490955863,-2.320190183,-6.828831054,5.492162208,0.735793058,3.578450887,3.084652297,1.639593694,2.401707018
281223022,1,2008,por,101,den,92,0.328317601,0.845585786,-0.511382565,15.1388673,0.367207611,0.174090655,0.183044208,15.54650252,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,124.2575136,117.4992062,-3.962575674,2.596099458,4.996747053,-0.909007379,-4.70162574,-13.42919316,-0.393830737,-3.612595827,-6.060547907,-1.07575092,3.617436286,2.124081375,5.875950406,-4.592348714,-0.576454651,-3.512853038,-3.645452276,-1.835634028,-3.785972265
290102025,0,2008,okc,120,den,122,0.522299306,1.133102081,-0.61283449,16.66858276,-0.268894349,-0.240589681,-0.028304668,1.740737101,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,15.69929316,79.67820181,-1.173594132,-3.117352144,-1.956785023,-0.655426734,-5.031159661,-12.3643783,-1.134124033,-6.667154533,-9.484187544,-0.197800044,0.091828798,-0.987203191,-1.12695278,-5.967708714,-0.306948951,-2.231806165,-4.424763922,0.61738728,-18.40716679
290125007,1,2008,den,117,utah,97,0.080836707,0.268151147,-0.181961314,14.85809717,0.55025227,0.591321897,-0.050504541,13.94339051,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-104.8879993,-10.75010772,-0.118354814,-1.069556633,1.265632926,-0.241484726,1.326501115,3.813806607,-0.211216982,0.757743514,3.32457035,-0.859601739,0.79843139,6.698064326,6.905921559,-4.499173698,2.788373958,0.34442887,-0.19520363,0.359591376,0.415223592
290204025,0,2008,okc,113,den,114,-0.557998837,0.250319953,-0.819197208,13.51052938,-0.124408468,-0.165877958,0.041469489,2.190971357,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-99.1756918,153.9027711,-2.964793082,-0.863912074,0.752840128,-1.417198689,-4.190120159,-10.42437805,-0.980451381,-2.648565734,-6.797206385,-1.547566798,-0.489044257,-1.026121957,-1.253181299,0.03863372,-0.963342162,-3.45918397,-6.018236754,-0.368313882,-8.270030732
290305007,1,2008,den,106,por,90,0.326819127,0.069126819,0.248336798,15.30109148,0.594308943,1.62775842,-1.0257259,15.34982578,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-50.47028539,-123.7454526,2.299067939,4.612744391,11.70695039,0.607532603,4.522256708,11.50087107,0.491037512,11.62355422,14.08927267,2.193638442,-2.315094754,0.134596883,-2.350552311,1.722102586,0.091196834,2.279920859,3.709285861,4.496869098,25.49412468
290306026,1,2008,utah,97,den,91,0.82077185,1.589784336,-0.763734393,15.47298524,1.136491488,0.984233901,0.165877128,16.67218727,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,35.62080228,125.9926809,-5.68434E-14,-0.931998145,-8.993446411,-0.525300277,-2.928032592,-7.630035459,0.046420872,-6.403545431,-9.890654842,-0.640106336,-2.999239611,-4.144655362,-6.50944044,6.938411863,-1.282845297,0.922029163,-2.21667448,-1.773054756,-11.37481255
290311007,1,2008,den,112,okc,99,-0.566316527,-0.682843137,0.116526611,2.176820728,0.601799775,1.441844769,-0.85056243,16.72688414,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-44.94900845,-51.05307969,3.314917127,7.561105967,8.372496256,0.032809849,5.458986135,13.37656688,-0.02490476,11.04922658,15.34799172,-1.698285366,1.995289263,-0.481390102,1.606187348,4.755917941,0.519237581,2.05178082,0.491085023,-0.01435594,31.9003909
290402007,1,2008,den,114,utah,104,1.207828089,1.038910207,0.186722947,16.83325019,0.520794824,0.928465804,-0.416312384,16.31987061,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-52.82411577,-65.71615521,-5.68434E-14,-0.318628469,4.392588531,0.398313935,2.282458826,6.449198274,0.332784198,2.855715167,5.944066057,0.115762903,0.751856662,1.702158123,2.121297594,-3.597005288,1.194534607,0.09595794,1.662125536,1.140499205,5.112487848
290405016,0,2008,min,87,den,110,0.262756052,1.019366853,-0.770251397,14.75577281,-1.176167665,-0.465149701,-0.718143713,11.11449102,3.05,0.6,3.03,0.6,-3.03,0.4,0,0,-63.8155139,6.750681895,-0.311346673,-6.558332976,-13.04133589,0.025029106,-0.903301132,-1.482062936,-0.350056564,-10.38789706,-13.17735217,-0.062771975,-1.459503494,-0.468207349,-1.198156986,-5.236692733,-2.411221673,-2.744995861,-1.646839205,-2.536156122,-24.66142698
