"","scores.match_id","scores.home_rank","scores.away_rank","scores.home_rpi","scores.away_rpi"
"124","320413020",17,3,0.500370505245646,0.495984333773282
"125","320416017",3,30,0.495984333773282,0.503922100039331
"126","320418017",3,15,0.495984333773282,0.500040648062124
"127","320421015",13,3,0.499149719587537,0.495984333773282
"128","320423017",3,17,0.495984333773282,0.500370505245646
"129","320426028",4,3,0.496190061684117,0.495984333773282
"130","311228009",11,15,0.498967872791655,0.500040648062124
"131","311229013",28,15,0.503702772822696,0.500040648062124
"132","311231023",7,15,0.497345393479924,0.500040648062124
"133","320102018",15,4,0.500040648062124,0.496190061684117
"134","320104018",15,6,0.500040648062124,0.497172534702085
"135","320106027",2,15,0.49565276861117,0.500040648062124
"136","320107008",8,15,0.497421023793282,0.500040648062124
"137","320109018",15,6,0.500040648062124,0.497172534702085
"138","320111018",15,17,0.500040648062124,0.500370505245646
"139","320112029",21,15,0.50181356945427,0.500040648062124
"140","320114025",22,15,0.502289318883577,0.500040648062124
"141","320116018",15,26,0.500040648062124,0.502875063515975
"142","320118018",15,16,0.500040648062124,0.50007361573061
"143","320120018",15,13,0.500040648062124,0.499149719587537
"144","320121018",15,24,0.500040648062124,0.502848233842612
"145","320124030",6,15,0.497172534702085,0.500040648062124
"146","320125005",1,15,0.494481475816036,0.500040648062124
"147","320127014",30,15,0.503922100039331,0.500040648062124
"148","320128010",20,15,0.50157894164884,0.500040648062124
"149","320131018",15,8,0.500040648062124,0.497421023793282
"150","320202018",15,29,0.500040648062124,0.503895172979957
"151","320206018",15,14,0.500040648062124,0.499259262620091
"152","320208027",2,15,0.49565276861117,0.500040648062124
"153","320210018",15,28,0.500040648062124,0.503702772822696
"154","320211016",5,15,0.496795101243643,0.500040648062124
"155","320214028",4,15,0.496190061684117,0.500040648062124
"156","320215018",15,7,0.500040648062124,0.497345393479924
"157","320217018",15,18,0.500040648062124,0.501227233747276
"158","320219018",15,23,0.500040648062124,0.502768637964828
"159","320222018",15,12,0.500040648062124,0.499092902551143
"160","320223014",30,15,0.503922100039331,0.500040648062124
"161","320229018",15,1,0.500040648062124,0.494481475816036
"162","320306006",23,15,0.502768637964828,0.500040648062124
"163","320307024",27,15,0.503657276588771,0.500040648062124
"164","320309015",13,15,0.499149719587537,0.500040648062124
"165","320311018",15,17,0.500040648062124,0.500370505245646
"166","320312004",29,15,0.503895172979957,0.500040648062124
"167","320314018",15,19,0.500040648062124,0.501369331320839
"168","320316018",15,10,0.500040648062124,0.498771925714423
"169","320317011",10,15,0.498771925714423,0.500040648062124
"170","320320018",15,4,0.500040648062124,0.496190061684117
"171","320321020",17,15,0.500370505245646,0.500040648062124
"172","320323028",4,15,0.496190061684117,0.500040648062124
"173","320324018",15,8,0.500040648062124,0.497421023793282
"174","320326018",15,13,0.500040648062124,0.499149719587537
"175","320328018",15,26,0.500040648062124,0.502875063515975
"176","320330001",12,15,0.499092902551143,0.500040648062124
"177","320331018",15,1,0.500040648062124,0.494481475816036
"178","320403011",10,15,0.498771925714423,0.500040648062124
"179","320405019",26,15,0.502875063515975,0.500040648062124
"180","320408018",15,29,0.500040648062124,0.503895172979957
"181","320410004",29,15,0.503895172979957,0.500040648062124
"182","320411015",13,15,0.499149719587537,0.500040648062124
"183","320413018",15,2,0.500040648062124,0.49565276861117
"184","320415018",15,30,0.500040648062124,0.503922100039331
"185","320420005",1,15,0.494481475816036,0.500040648062124
"186","320422001",12,15,0.499092902551143,0.500040648062124
"187","320425018",15,9,0.500040648062124,0.498425372894859
"188","320426030",6,15,0.497172534702085,0.500040648062124
"189","311226022",19,17,0.501369331320839,0.500370505245646
"190","311228021",16,17,0.50007361573061,0.500370505245646
"191","311230026",14,17,0.499259262620091,0.500370505245646
"192","311231009",11,17,0.498967872791655,0.500370505245646
"193","320104003",18,17,0.501227233747276,0.500370505245646
"194","320106020",17,8,0.500370505245646,0.497421023793282
"195","320107020",17,4,0.500370505245646,0.496190061684117
"196","320109020",17,10,0.500370505245646,0.498771925714423
"197","320110020",17,7,0.500370505245646,0.497345393479924
"198","320113020",17,2,0.500370505245646,0.49565276861117
"199","320114027",2,17,0.49565276861117,0.500370505245646
"200","320116020",17,13,0.500370505245646,0.499149719587537
"201","320118020",17,24,0.500370505245646,0.502848233842612
"202","320120020",17,12,0.500370505245646,0.499092902551143
"203","320121014",30,17,0.503922100039331,0.500370505245646
"204","320123020",17,2,0.500370505245646,0.49565276861117
"205","320127020",17,6,0.500370505245646,0.497172534702085
"206","320128020",17,8,0.500370505245646,0.497421023793282
"207","320130020",17,26,0.500370505245646,0.502875063515975
"208","320201020",17,29,0.500370505245646,0.503895172979957
"209","320203020",17,30,0.500370505245646,0.503922100039331
"210","320204001",12,17,0.499092902551143,0.500370505245646
"211","320206020",17,28,0.500370505245646,0.503702772822696
"212","320208020",17,27,0.500370505245646,0.503657276588771
"213","320210020",17,9,0.500370505245646,0.498425372894859
"214","320211005",1,17,0.494481475816036,0.500370505245646
"215","320213030",6,17,0.497172534702085,0.500370505245646
"216","320215019",26,17,0.502875063515975,0.500370505245646
"217","320217020",17,23,0.500370505245646,0.502768637964828
"218","320219016",5,17,0.496795101243643,0.500370505245646
"219","320221029",21,17,0.50181356945427,0.500370505245646
"220","320222010",20,17,0.50157894164884,0.500370505245646
"221","320228008",8,17,0.497421023793282,0.500370505245646
"222","320229020",17,22,0.500370505245646,0.502289318883577
"223","320302020",17,11,0.500370505245646,0.498967872791655
"224","320304020",17,29,0.500370505245646,0.503895172979957
"225","320305015",13,17,0.499149719587537,0.500370505245646
"226","320309020",17,14,0.500370505245646,0.499259262620091
"227","320314011",10,17,0.498771925714423,0.500370505245646
"228","320316020",17,30,0.500370505245646,0.503922100039331
"229","320317004",29,17,0.503895172979957,0.500370505245646
"230","320319030",6,17,0.497172534702085,0.500370505245646
"231","320325024",27,17,0.503657276588771,0.500370505245646
"232","320327020",17,1,0.500370505245646,0.494481475816036
"233","320330027",2,17,0.49565276861117,0.500370505245646
"234","320331020",17,12,0.500370505245646,0.499092902551143
"235","320403014",30,17,0.503922100039331,0.500370505245646
"236","320404020",17,4,0.500370505245646,0.496190061684117
"237","320407020",17,26,0.500370505245646,0.502875063515975
"238","320411028",4,17,0.496190061684117,0.500370505245646
"239","320416019",26,17,0.502875063515975,0.500370505245646
"240","320417020",17,10,0.500370505245646,0.498771925714423
"241","320418005",1,17,0.494481475816036,0.500370505245646
"242","320421011",10,17,0.498771925714423,0.500370505245646
"243","320425015",13,17,0.499149719587537,0.500370505245646
"244","320426008",8,17,0.497421023793282,0.500370505245646
"245","311226005",1,4,0.494481475816036,0.496190061684117
"246","311228028",4,10,0.496190061684117,0.498771925714423
"247","311230006",23,4,0.502768637964828,0.496190061684117
"248","320101019",26,4,0.502875063515975,0.496190061684117
"249","320104028",4,1,0.496190061684117,0.494481475816036
"250","320109028",4,5,0.496190061684117,0.496795101243643
"251","320110027",2,4,0.49565276861117,0.496190061684117
"252","320111028",4,7,0.496190061684117,0.497345393479924
"253","320113028",4,10,0.496190061684117,0.498771925714423
"254","320114004",29,4,0.503895172979957,0.496190061684117
"255","320116001",12,4,0.499092902551143,0.496190061684117
"256","320120028",4,19,0.496190061684117,0.501369331320839
"257","320122012",9,4,0.498425372894859,0.496190061684117
"258","320124021",16,4,0.50007361573061,0.496190061684117
"259","320125026",14,4,0.499259262620091,0.496190061684117
"260","320127007",24,4,0.502848233842612,0.496190061684117
"261","320131028",4,12,0.496190061684117,0.499092902551143
"262","320203028",4,2,0.496190061684117,0.49565276861117
"263","320205014",30,4,0.503922100039331,0.496190061684117
"264","320206027",2,4,0.49565276861117,0.496190061684117
"265","320208028",4,13,0.496190061684117,0.499149719587537
"266","320212028",4,28,0.496190061684117,0.503702772822696
"267","320215028",4,27,0.496190061684117,0.503657276588771
"268","320217028",4,6,0.496190061684117,0.497172534702085
"269","320222028",4,8,0.496190061684117,0.497421023793282
"270","320228010",20,4,0.50157894164884,0.496190061684117
"271","320229003",18,4,0.501227233747276,0.496190061684117
"272","320302028",4,21,0.496190061684117,0.50181356945427
"273","320304028",4,11,0.496190061684117,0.498967872791655
"274","320305028",4,26,0.496190061684117,0.502875063515975
"275","320307028",4,20,0.496190061684117,0.50157894164884
"276","320310008",8,4,0.497421023793282,0.496190061684117
"277","320311028",4,13,0.496190061684117,0.499149719587537
"278","320313005",1,4,0.494481475816036,0.496190061684117
"279","320316029",21,4,0.50181356945427,0.496190061684117
"280","320317030",6,4,0.497172534702085,0.496190061684117
"281","320321028",4,29,0.496190061684117,0.503895172979957
"282","320324004",29,4,0.503895172979957,0.496190061684117
"283","320326028",4,26,0.496190061684117,0.502875063515975
"284","320328028",4,24,0.496190061684117,0.502848233842612
"285","320330028",4,30,0.496190061684117,0.503922100039331
"286","320401028",4,2,0.496190061684117,0.49565276861117
"287","320403028",4,6,0.496190061684117,0.497172534702085
"288","320406028",4,1,0.496190061684117,0.494481475816036
"289","320408025",22,4,0.502289318883577,0.496190061684117
"290","320409011",10,4,0.498771925714423,0.496190061684117
"291","320415001",12,4,0.499092902551143,0.496190061684117
"292","320416028",4,12,0.496190061684117,0.499092902551143
"293","320418014",30,4,0.503922100039331,0.496190061684117
"294","320422008",8,4,0.497421023793282,0.496190061684117
"295","320423015",13,4,0.499149719587537,0.496190061684117
"296","311225009",11,9,0.498967872791655,0.498425372894859
"297","311226009",11,29,0.498967872791655,0.503895172979957
"298","320102021",16,11,0.50007361573061,0.498967872791655
"299","320104024",27,11,0.503657276588771,0.498967872791655
"300","320106013",28,11,0.503702772822696,0.498967872791655
"301","320107009",11,14,0.498967872791655,0.499259262620091
"302","320110009",11,30,0.498967872791655,0.503922100039331
"303","320112009",11,26,0.498967872791655,0.502875063515975
"304","320114030",6,11,0.497172534702085,0.498967872791655
"305","320115008",8,11,0.497421023793282,0.498967872791655
"306","320117005",1,11,0.494481475816036,0.498967872791655
"307","320120009",11,10,0.498967872791655,0.498771925714423
"308","320123009",11,21,0.498967872791655,0.50181356945427
"309","320125009",11,19,0.498967872791655,0.501369331320839
"310","320127009",11,22,0.498967872791655,0.502289318883577
"311","320131009",11,7,0.498967872791655,0.497345393479924
"312","320202009",11,14,0.498967872791655,0.499259262620091
"313","320204023",7,11,0.497345393479924,0.498967872791655
"314","320207009",11,22,0.498967872791655,0.502289318883577
"315","320209007",24,11,0.502848233842612,0.498967872791655
"316","320212009",11,20,0.498967872791655,0.50157894164884
"317","320213009",11,16,0.498967872791655,0.50007361573061
"318","320215009",11,19,0.498967872791655,0.501369331320839
"319","320217025",22,11,0.502289318883577,0.498967872791655
"320","320218029",21,11,0.50181356945427,0.498967872791655
"321","320220009",11,9,0.498967872791655,0.498425372894859
"322","320222021",16,11,0.50007361573061,0.498967872791655
"323","320228011",10,11,0.498771925714423,0.498967872791655
"324","320229001",12,11,0.499092902551143,0.498967872791655
"325","320305027",2,11,0.49565276861117,0.498967872791655
"326","320307009",11,21,0.498967872791655,0.50181356945427
"327","320310009",11,23,0.498967872791655,0.502768637964828
"328","320311012",9,11,0.498425372894859,0.498967872791655
"329","320313023",7,11,0.497345393479924,0.498967872791655
"330","320316009",11,13,0.498967872791655,0.499149719587537
"331","320317026",14,11,0.499259262620091,0.498967872791655
"332","320319009",11,5,0.498967872791655,0.496795101243643
"333","320321003",18,11,0.501227233747276,0.498967872791655
"334","320322010",20,11,0.50157894164884,0.498967872791655
"335","320324009",11,7,0.498967872791655,0.497345393479924
"336","320325022",19,11,0.501369331320839,0.498967872791655
"337","320327009",11,28,0.498967872791655,0.503702772822696
"338","320328009",11,18,0.498967872791655,0.501227233747276
"339","320401013",28,11,0.503702772822696,0.498967872791655
"340","320403029",21,11,0.50181356945427,0.498967872791655
"341","320404016",5,11,0.496795101243643,0.498967872791655
"342","320406026",14,11,0.499259262620091,0.498967872791655
"343","320407009",11,24,0.498967872791655,0.502848233842612
"344","320409007",24,11,0.502848233842612,0.498967872791655
"345","320411022",19,11,0.501369331320839,0.498967872791655
"346","320412009",11,23,0.498967872791655,0.502768637964828
"347","320414012",9,11,0.498425372894859,0.498967872791655
"348","320416009",11,27,0.498967872791655,0.503657276588771
"349","320418009",11,28,0.498967872791655,0.503702772822696
"350","320420006",23,11,0.502768637964828,0.498967872791655
"351","320421010",20,11,0.50157894164884,0.498967872791655
"352","320422016",5,11,0.496795101243643,0.498967872791655
"353","320424009",11,18,0.498967872791655,0.501227233747276
"354","320426009",11,27,0.498967872791655,0.503657276588771
"355","311228024",27,9,0.503657276588771,0.498425372894859
"356","311230012",9,29,0.498425372894859,0.503895172979957
"357","320101012",9,19,0.498425372894859,0.501369331320839
"358","320104012",9,20,0.498425372894859,0.50157894164884
"359","320107012",9,13,0.498425372894859,0.499149719587537
"360","320110022",19,9,0.501369331320839,0.498425372894859
"361","320111012",9,30,0.498425372894859,0.503922100039331
"362","320114012",9,28,0.498425372894859,0.503702772822696
"363","320117026",14,9,0.499259262620091,0.498425372894859
"364","320118012",9,23,0.498425372894859,0.502768637964828
"365","320120012",9,5,0.498425372894859,0.496795101243643
"366","320125013",28,9,0.503702772822696,0.498425372894859
"367","320126012",9,21,0.498425372894859,0.50181356945427
"368","320129007",24,9,0.502848233842612,0.498425372894859
"369","320130012",9,22,0.498425372894859,0.502289318883577
"370","320201026",14,9,0.499259262620091,0.498425372894859
"371","320202012",9,24,0.498425372894859,0.502848233842612
"372","320204027",2,9,0.49565276861117,0.498425372894859
"373","320206019",26,9,0.502875063515975,0.498425372894859
"374","320208005",1,9,0.494481475816036,0.498425372894859
"375","320211030",6,9,0.497172534702085,0.498425372894859
"376","320213006",23,9,0.502768637964828,0.498425372894859
"377","320215012",9,2,0.498425372894859,0.49565276861117
"378","320216022",19,9,0.501369331320839,0.498425372894859
"379","320218012",9,27,0.498425372894859,0.503657276588771
"380","320222012",9,24,0.498425372894859,0.502848233842612
"381","320228012",9,5,0.498425372894859,0.496795101243643
"382","320301023",7,9,0.497345393479924,0.498425372894859
"383","320302021",16,9,0.50007361573061,0.498425372894859
"384","320304010",20,9,0.50157894164884,0.498425372894859
"385","320305016",5,9,0.496795101243643,0.498425372894859
"386","320309024",27,9,0.503657276588771,0.498425372894859
"387","320314012",9,12,0.498425372894859,0.499092902551143
"388","320315012",9,16,0.498425372894859,0.50007361573061
"389","320317012",9,20,0.498425372894859,0.50157894164884
"390","320318012",9,8,0.498425372894859,0.497421023793282
"391","320320011",10,9,0.498771925714423,0.498425372894859
"392","320321025",22,9,0.502289318883577,0.498425372894859
"393","320322003",18,9,0.501227233747276,0.498425372894859
"394","320324012",9,21,0.498425372894859,0.50181356945427
"395","320326012",9,18,0.498425372894859,0.501227233747276
"396","320328012",9,16,0.498425372894859,0.50007361573061
"397","320330012",9,19,0.498425372894859,0.501369331320839
"398","320331012",9,14,0.498425372894859,0.499259262620091
"399","320402006",23,9,0.502768637964828,0.498425372894859
"400","320404012",9,28,0.498425372894859,0.503702772822696
"401","320405023",7,9,0.497345393479924,0.498425372894859
"402","320407012",9,7,0.498425372894859,0.497345393479924
"403","320409029",21,9,0.50181356945427,0.498425372894859
"404","320411025",22,9,0.502289318883577,0.498425372894859
"405","320412016",5,9,0.496795101243643,0.498425372894859
"406","320416012",9,22,0.498425372894859,0.502289318883577
"407","320418007",24,9,0.502848233842612,0.498425372894859
"408","320419021",16,9,0.50007361573061,0.498425372894859
"409","320422012",9,18,0.498425372894859,0.501227233747276
"410","320424001",12,9,0.499092902551143,0.498425372894859
"411","311225013",28,29,0.503702772822696,0.503895172979957
"412","311226023",7,28,0.497345393479924,0.503702772822696
"413","311227013",28,14,0.503702772822696,0.499259262620091
"414","311231013",28,24,0.503702772822696,0.502848233842612
"415","320101007",24,28,0.502848233842612,0.503702772822696
"416","320103013",28,20,0.503702772822696,0.50157894164884
"417","320105022",19,28,0.501369331320839,0.503702772822696
"418","320108013",28,21,0.503702772822696,0.50181356945427
"419","320110013",28,16,0.503702772822696,0.50007361573061
"420","320111026",14,28,0.499259262620091,0.503702772822696
"421","320113013",28,1,0.503702772822696,0.494481475816036
"422","320116013",28,23,0.503702772822696,0.502768637964828
"423","320119014",30,28,0.503922100039331,0.503702772822696
"424","320120019",26,28,0.502875063515975,0.503702772822696
"425","320122013",28,10,0.503702772822696,0.498771925714423
"426","320128015",13,28,0.499149719587537,0.503702772822696
"427","320129016",5,28,0.496795101243643,0.503702772822696
"428","320131013",28,6,0.503702772822696,0.497172534702085
"429","320203007",24,28,0.502848233842612,0.503702772822696
"430","320204026",14,28,0.499259262620091,0.503702772822696
"431","320214013",28,12,0.503702772822696,0.499092902551143
"432","320217013",28,16,0.503702772822696,0.50007361573061
"433","320219021",16,28,0.50007361573061,0.503702772822696
"434","320220013",28,19,0.503702772822696,0.501369331320839
"435","320222006",23,28,0.502768637964828,0.503702772822696
"436","320223025",22,28,0.502289318883577,0.503702772822696
"437","320229013",28,5,0.503702772822696,0.496795101243643
"438","320302013",28,7,0.503702772822696,0.497345393479924
"439","320304013",28,30,0.503702772822696,0.503922100039331
"440","320306008",8,28,0.497421023793282,0.503702772822696
"441","320307027",2,28,0.49565276861117,0.503702772822696
"442","320309016",5,28,0.496795101243643,0.503702772822696
"443","320313029",21,28,0.50181356945427,0.503702772822696
"444","320314003",18,28,0.501227233747276,0.503702772822696
"445","320316013",28,5,0.503702772822696,0.496795101243643
"446","320318013",28,14,0.503702772822696,0.499259262620091
"447","320320010",20,28,0.50157894164884,0.503702772822696
"448","320321006",23,28,0.502768637964828,0.503702772822696
"449","320323013",28,19,0.503702772822696,0.501369331320839
"450","320325013",28,21,0.503702772822696,0.50181356945427
"451","320329013",28,22,0.503702772822696,0.502289318883577
"452","320331013",28,18,0.503702772822696,0.501227233747276
"453","320406013",28,20,0.503702772822696,0.50157894164884
"454","320407021",16,28,0.50007361573061,0.503702772822696
"455","320409003",18,28,0.501227233747276,0.503702772822696
"456","320411024",27,28,0.503657276588771,0.503702772822696
"457","320413013",28,24,0.503702772822696,0.502848233842612
"458","320415013",28,23,0.503702772822696,0.502768637964828
"459","320417013",28,27,0.503702772822696,0.503657276588771
"460","320420024",27,28,0.503657276588771,0.503702772822696
"461","320422013",28,22,0.503702772822696,0.502289318883577
"462","320426023",7,28,0.497345393479924,0.503702772822696
"463","311226021",16,18,0.50007361573061,0.501227233747276
"464","311230003",18,16,0.501227233747276,0.50007361573061
"465","311231025",22,16,0.502289318883577,0.50007361573061
"466","320104006",23,16,0.502768637964828,0.50007361573061
"467","320106021",16,19,0.50007361573061,0.501369331320839
"468","320108021",16,13,0.50007361573061,0.499149719587537
"469","320112021",16,1,0.50007361573061,0.494481475816036
"470","320115024",27,16,0.503657276588771,0.50007361573061
"471","320117004",29,16,0.503895172979957,0.50007361573061
"472","320123006",23,16,0.502768637964828,0.50007361573061
"473","320127022",19,16,0.501369331320839,0.50007361573061
"474","320128021",16,21,0.50007361573061,0.50181356945427
"475","320130021",16,23,0.50007361573061,0.502768637964828
"476","320201003",18,16,0.501227233747276,0.50007361573061
"477","320203010",20,16,0.50157894164884,0.50007361573061
"478","320204021",16,6,0.50007361573061,0.497172534702085
"479","320206001",12,16,0.499092902551143,0.50007361573061
"480","320207015",13,16,0.499149719587537,0.50007361573061
"481","320209021",16,20,0.50007361573061,0.50157894164884
"482","320211023",7,16,0.497345393479924,0.50007361573061
"483","320214007",24,16,0.502848233842612,0.50007361573061
"484","320215021",16,12,0.50007361573061,0.499092902551143
"485","320220021",16,2,0.50007361573061,0.49565276861117
"486","320301021",16,5,0.50007361573061,0.496795101243643
"487","320304021",16,7,0.50007361573061,0.497345393479924
"488","320307025",22,16,0.502289318883577,0.50007361573061
"489","320308021",16,23,0.50007361573061,0.502768637964828
"490","320310021",16,21,0.50007361573061,0.50181356945427
"491","320312021",16,5,0.50007361573061,0.496795101243643
"492","320314021",16,14,0.50007361573061,0.499259262620091
"493","320316021",16,8,0.50007361573061,0.497421023793282
"494","320318021",16,20,0.50007361573061,0.50157894164884
"495","320320014",30,16,0.503922100039331,0.50007361573061
"496","320321019",26,16,0.502875063515975,0.50007361573061
"497","320323011",10,16,0.498771925714423,0.50007361573061
"498","320325005",1,16,0.494481475816036,0.50007361573061
"499","320327021",16,27,0.50007361573061,0.503657276588771
"500","320401021",16,18,0.50007361573061,0.501227233747276
"501","320403023",7,16,0.497345393479924,0.50007361573061
"502","320404026",14,16,0.499259262620091,0.50007361573061
"503","320406007",24,16,0.502848233842612,0.50007361573061
"504","320409016",5,16,0.496795101243643,0.50007361573061
"505","320411029",21,16,0.50181356945427,0.50007361573061
"506","320413010",20,16,0.50157894164884,0.50007361573061
"507","320414024",27,16,0.503657276588771,0.50007361573061
"508","320416021",16,19,0.50007361573061,0.501369331320839
"509","320418021",16,22,0.50007361573061,0.502289318883577
"510","320421021",16,24,0.50007361573061,0.502848233842612
"511","320424026",14,16,0.499259262620091,0.50007361573061
"512","320425021",16,27,0.50007361573061,0.503657276588771
"513","311227022",19,7,0.501369331320839,0.497345393479924
