"","match_id","gameDate","home_team","home_team_score","visit_team","visit_team_score","season"
"1","311225018","2011-12-25","ny",106,"bos",104,2011
"2","311227014","2011-12-27","mia",115,"bos",107,2011
"3","311228003","2011-12-28","no",97,"bos",78,2011
"4","311230002","2011-12-30","bos",96,"det",85,2011
"5","320101027","2012-01-01","wsh",86,"bos",94,2011
"6","320102002","2012-01-02","bos",100,"wsh",92,2011
"7","320104002","2012-01-04","bos",89,"bkn",70,2011
"8","320106002","2012-01-06","bos",74,"ind",87,2011
"9","320111002","2012-01-11","bos",85,"dal",90,2011
"10","320113002","2012-01-13","bos",79,"chi",88,2011
"11","320114011","2012-01-14","ind",97,"bos",83,2011
"12","320116002","2012-01-16","bos",88,"okc",97,2011
"13","320118002","2012-01-18","bos",96,"tor",73,2011
"14","320120002","2012-01-20","bos",71,"phx",79,2011
"15","320122027","2012-01-22","wsh",94,"bos",100,2011
"16","320123002","2012-01-23","bos",87,"orl",56,2011
"17","320126019","2012-01-26","orl",83,"bos",91,2011
"18","320127002","2012-01-27","bos",94,"ind",87,2011
"19","320129002","2012-01-29","bos",87,"cle",88,2011
"20","320131005","2012-01-31","cle",90,"bos",93,2011
"21","320201002","2012-02-01","bos",100,"tor",64,2011
"22","320203002","2012-02-03","bos",91,"ny",89,2011
"23","320205002","2012-02-05","bos",98,"mem",80,2011
"24","320207002","2012-02-07","bos",94,"cha",84,2011
"25","320209002","2012-02-09","bos",87,"lal",88,2011
"26","320210028","2012-02-10","tor",86,"bos",74,2011
"27","320212002","2012-02-12","bos",95,"chi",91,2011
"28","320215002","2012-02-15","bos",88,"det",98,2011
"29","320216004","2012-02-16","chi",89,"bos",80,2011
"30","320219008","2012-02-19","det",96,"bos",81,2011
"31","320220006","2012-02-20","dal",89,"bos",73,2011
"32","320222025","2012-02-22","okc",119,"bos",104,2011
"33","320228005","2012-02-28","cle",83,"bos",86,2011
"34","320229002","2012-02-29","bos",102,"mil",96,2011
"35","320302002","2012-03-02","bos",107,"bkn",94,2011
"36","320304002","2012-03-04","bos",115,"ny",111,2011
"37","320306002","2012-03-06","bos",97,"hou",92,2011
"38","320307020","2012-03-07","phi",103,"bos",71,2011
"39","320309002","2012-03-09","bos",104,"por",86,2011
"40","320311013","2012-03-11","lal",97,"bos",94,2011
"41","320312012","2012-03-12","lac",85,"bos",94,2011
"42","320314009","2012-03-14","gs",103,"bos",105,2011
"43","320316023","2012-03-16","sac",120,"bos",95,2011
"44","320317007","2012-03-17","den",98,"bos",91,2011
"45","320319001","2012-03-19","atl",76,"bos",79,2011
"46","320322015","2012-03-22","mil",91,"bos",100,2011
"47","320323020","2012-03-23","phi",99,"bos",86,2011
"48","320325002","2012-03-25","bos",88,"wsh",76,2011
"49","320326030","2012-03-26","cha",95,"bos",102,2011
"50","320328002","2012-03-28","bos",94,"utah",82,2011
"51","320330016","2012-03-30","min",79,"bos",100,2011
"52","320401002","2012-04-01","bos",91,"mia",72,2011
"53","320404002","2012-04-04","bos",86,"sa",87,2011
"54","320405004","2012-04-05","chi",93,"bos",86,2011
"55","320407011","2012-04-07","ind",72,"bos",86,2011
"56","320408002","2012-04-08","bos",103,"phi",79,2011
"57","320410014","2012-04-10","mia",107,"bos",115,2011
"58","320411002","2012-04-11","bos",88,"atl",86,2011
"59","320413028","2012-04-13","tor",84,"bos",79,2011
"60","320414017","2012-04-14","bkn",82,"bos",94,2011
"61","320415030","2012-04-15","cha",82,"bos",94,2011
"62","320417018","2012-04-17","ny",118,"bos",110,2011
"63","320418002","2012-04-18","bos",102,"orl",98,2011
"64","320420001","2012-04-20","atl",97,"bos",92,2011
"65","320424002","2012-04-24","bos",78,"mia",66,2011
"66","320426002","2012-04-26","bos",87,"mil",74,2011
"67","311226027","2011-12-26","wsh",84,"bkn",90,2011
"68","311227017","2011-12-27","bkn",70,"atl",106,2011
"69","311229019","2011-12-29","orl",94,"bkn",78,2011
"70","311230001","2011-12-30","atl",105,"bkn",98,2011
"71","320101005","2012-01-01","cle",98,"bkn",82,2011
"72","320102017","2012-01-02","bkn",94,"ind",108,2011
"73","320106028","2012-01-06","tor",85,"bkn",97,2011
"74","320107017","2012-01-07","bkn",90,"mia",101,2011
"75","320109017","2012-01-09","bkn",101,"atl",106,2011
"76","320111007","2012-01-11","den",123,"bkn",115,2011
"77","320113021","2012-01-13","phx",103,"bkn",110,2011
"78","320114026","2012-01-14","utah",107,"bkn",94,2011
"79","320116012","2012-01-16","lac",101,"bkn",91,2011
"80","320118017","2012-01-18","bkn",107,"gs",100,2011
"81","320121017","2012-01-21","bkn",74,"okc",84,2011
"82","320122017","2012-01-22","bkn",97,"cha",87,2011
"83","320123004","2012-01-23","chi",110,"bkn",95,2011
"84","320125020","2012-01-25","phi",90,"bkn",97,2011
"85","320127005","2012-01-27","cle",96,"bkn",99,2011
"86","320129017","2012-01-29","bkn",73,"tor",94,2011
"87","320131011","2012-01-31","ind",106,"bkn",99,2011
"88","320201017","2012-02-01","bkn",99,"det",96,2011
"89","320203017","2012-02-03","bkn",105,"min",108,2011
"90","320204018","2012-02-04","ny",99,"bkn",92,2011
"91","320206017","2012-02-06","bkn",87,"chi",108,2011
"92","320208017","2012-02-08","bkn",92,"det",99,2011
"93","320210008","2012-02-10","det",109,"bkn",92,2011
"94","320211017","2012-02-11","bkn",89,"sa",103,2011
"95","320215017","2012-02-15","bkn",100,"mem",105,2011
"96","320216011","2012-02-16","ind",93,"bkn",88,2011
"97","320218004","2012-02-18","chi",85,"bkn",97,2011
"98","320219017","2012-02-19","bkn",85,"mil",92,2011
"99","320220018","2012-02-20","ny",92,"bkn",100,2011
"100","320222017","2012-02-22","bkn",91,"orl",108,2011
"101","320228006","2012-02-28","dal",92,"bkn",93,2011
"102","320304030","2012-03-04","cha",101,"bkn",104,2011
"103","320306014","2012-03-06","mia",108,"bkn",78,2011
"104","320307017","2012-03-07","bkn",101,"lac",100,2011
"105","320309030","2012-03-09","cha",74,"bkn",83,2011
"106","320310017","2012-03-10","bkn",106,"hou",112,2011
"107","320312017","2012-03-12","bkn",99,"mil",105,2011
"108","320314017","2012-03-14","bkn",98,"tor",84,2011
"109","320316019","2012-03-16","orl",86,"bkn",70,2011
"110","320317017","2012-03-17","bkn",94,"no",102,2011
"111","320319017","2012-03-19","bkn",100,"cle",105,2011
"112","320321017","2012-03-21","bkn",89,"wsh",108,2011
"113","320323001","2012-03-23","atl",93,"bkn",84,2011
"114","320324017","2012-03-24","bkn",102,"cha",89,2011
"115","320326017","2012-03-26","bkn",84,"utah",105,2011
"116","320328017","2012-03-28","bkn",100,"ind",84,2011
"117","320330009","2012-03-30","gs",100,"bkn",102,2011
"118","320331023","2012-03-31","sac",99,"bkn",111,2011
"119","320403013","2012-04-03","lal",91,"bkn",87,2011
"120","320404022","2012-04-04","por",101,"bkn",88,2011
"121","320406017","2012-04-06","bkn",110,"wsh",98,2011
"122","320408017","2012-04-08","bkn",122,"cle",117,2011
"123","320410017","2012-04-10","bkn",88,"phi",107,2011
"124","320413020","2012-04-13","phi",89,"bkn",95,2011
"125","320416017","2012-04-16","bkn",98,"mia",101,2011
"126","320418017","2012-04-18","bkn",95,"ny",104,2011
"127","320421015","2012-04-21","mil",106,"bkn",95,2011
"128","320423017","2012-04-23","bkn",87,"phi",105,2011
"129","320426028","2012-04-26","tor",98,"bkn",67,2011
"130","311228009","2011-12-28","gs",92,"ny",78,2011
"131","311229013","2011-12-29","lal",99,"ny",82,2011
"132","311231023","2011-12-31","sac",92,"ny",114,2011
"133","320102018","2012-01-02","ny",85,"tor",90,2011
"134","320104018","2012-01-04","ny",110,"cha",118,2011
"135","320106027","2012-01-06","wsh",96,"ny",99,2011
"136","320107008","2012-01-07","det",80,"ny",103,2011
"137","320109018","2012-01-09","ny",91,"cha",87,2011
"138","320111018","2012-01-11","ny",85,"phi",79,2011
"139","320112029","2012-01-12","mem",94,"ny",83,2011
"140","320114025","2012-01-14","okc",104,"ny",92,2011
"141","320116018","2012-01-16","ny",93,"orl",102,2011
"142","320118018","2012-01-18","ny",88,"phx",91,2011
"143","320120018","2012-01-20","ny",86,"mil",100,2011
"144","320121018","2012-01-21","ny",114,"den",119,2011
"145","320124030","2012-01-24","cha",78,"ny",111,2011
"146","320125005","2012-01-25","cle",91,"ny",81,2011
"147","320127014","2012-01-27","mia",99,"ny",89,2011
"148","320128010","2012-01-28","hou",97,"ny",84,2011
"149","320131018","2012-01-31","ny",113,"det",86,2011
"150","320202018","2012-02-02","ny",102,"chi",105,2011
"151","320206018","2012-02-06","ny",99,"utah",88,2011
"152","320208027","2012-02-08","wsh",93,"ny",107,2011
"153","320210018","2012-02-10","ny",92,"lal",85,2011
"154","320211016","2012-02-11","min",98,"ny",100,2011
"155","320214028","2012-02-14","tor",87,"ny",90,2011
"156","320215018","2012-02-15","ny",100,"sac",85,2011
"157","320217018","2012-02-17","ny",85,"no",89,2011
"158","320219018","2012-02-19","ny",104,"dal",97,2011
"159","320222018","2012-02-22","ny",99,"atl",82,2011
"160","320223014","2012-02-23","mia",102,"ny",88,2011
"161","320229018","2012-02-29","ny",120,"cle",103,2011
"162","320306006","2012-03-06","dal",95,"ny",85,2011
"163","320307024","2012-03-07","sa",118,"ny",105,2011
"164","320309015","2012-03-09","mil",119,"ny",114,2011
"165","320311018","2012-03-11","ny",94,"phi",106,2011
"166","320312004","2012-03-12","chi",104,"ny",99,2011
"167","320314018","2012-03-14","ny",121,"por",79,2011
"168","320316018","2012-03-16","ny",115,"ind",100,2011
"169","320317011","2012-03-17","ind",88,"ny",102,2011
"170","320320018","2012-03-20","ny",106,"tor",87,2011
"171","320321020","2012-03-21","phi",79,"ny",82,2011
"172","320323028","2012-03-23","tor",96,"ny",79,2011
"173","320324018","2012-03-24","ny",101,"det",79,2011
"174","320326018","2012-03-26","ny",89,"mil",80,2011
"175","320328018","2012-03-28","ny",108,"orl",86,2011
"176","320330001","2012-03-30","atl",100,"ny",90,2011
"177","320331018","2012-03-31","ny",91,"cle",75,2011
"178","320403011","2012-04-03","ind",112,"ny",104,2011
"179","320405019","2012-04-05","orl",80,"ny",96,2011
"180","320408018","2012-04-08","ny",100,"chi",99,2011
"181","320410004","2012-04-10","chi",98,"ny",86,2011
"182","320411015","2012-04-11","mil",107,"ny",111,2011
"183","320413018","2012-04-13","ny",103,"wsh",65,2011
"184","320415018","2012-04-15","ny",85,"mia",93,2011
"185","320420005","2012-04-20","cle",98,"ny",90,2011
"186","320422001","2012-04-22","atl",112,"ny",113,2011
"187","320425018","2012-04-25","ny",99,"lac",93,2011
"188","320426030","2012-04-26","cha",84,"ny",104,2011
"189","311226022","2011-12-26","por",107,"phi",103,2011
"190","311228021","2011-12-28","phx",83,"phi",103,2011
"191","311230026","2011-12-30","utah",102,"phi",99,2011
"192","311231009","2011-12-31","gs",79,"phi",107,2011
"193","320104003","2012-01-04","no",93,"phi",101,2011
"194","320106020","2012-01-06","phi",96,"det",73,2011
"195","320107020","2012-01-07","phi",97,"tor",62,2011
"196","320109020","2012-01-09","phi",96,"ind",86,2011
"197","320110020","2012-01-10","phi",112,"sac",85,2011
"198","320113020","2012-01-13","phi",120,"wsh",89,2011
"199","320114027","2012-01-14","wsh",90,"phi",103,2011
"200","320116020","2012-01-16","phi",94,"mil",82,2011
"201","320118020","2012-01-18","phi",104,"den",108,2011
"202","320120020","2012-01-20","phi",90,"atl",76,2011
"203","320121014","2012-01-21","mia",113,"phi",92,2011
"204","320123020","2012-01-23","phi",103,"wsh",83,2011
"205","320127020","2012-01-27","phi",89,"cha",72,2011
"206","320128020","2012-01-28","phi",95,"det",74,2011
"207","320130020","2012-01-30","phi",74,"orl",69,2011
"208","320201020","2012-02-01","phi",98,"chi",82,2011
"209","320203020","2012-02-03","phi",79,"mia",99,2011
"210","320204001","2012-02-04","atl",87,"phi",98,2011
"211","320206020","2012-02-06","phi",95,"lal",90,2011
"212","320208020","2012-02-08","phi",90,"sa",100,2011
"213","320210020","2012-02-10","phi",77,"lac",78,2011
"214","320211005","2012-02-11","cle",84,"phi",99,2011
"215","320213030","2012-02-13","cha",89,"phi",98,2011
"216","320215019","2012-02-15","orl",103,"phi",87,2011
"217","320217020","2012-02-17","phi",75,"dal",82,2011
"218","320219016","2012-02-19","min",92,"phi",91,2011
"219","320221029","2012-02-21","mem",89,"phi",76,2011
"220","320222010","2012-02-22","hou",93,"phi",87,2011
"221","320228008","2012-02-28","det",68,"phi",97,2011
"222","320229020","2012-02-29","phi",88,"okc",92,2011
"223","320302020","2012-03-02","phi",105,"gs",83,2011
"224","320304020","2012-03-04","phi",91,"chi",96,2011
"225","320305015","2012-03-05","mil",97,"phi",93,2011
"226","320309020","2012-03-09","phi",104,"utah",91,2011
"227","320314011","2012-03-14","ind",111,"phi",94,2011
"228","320316020","2012-03-16","phi",78,"mia",84,2011
"229","320317004","2012-03-17","chi",89,"phi",80,2011
"230","320319030","2012-03-19","cha",80,"phi",105,2011
"231","320325024","2012-03-25","sa",93,"phi",76,2011
"232","320327020","2012-03-27","phi",103,"cle",85,2011
"233","320330027","2012-03-30","wsh",97,"phi",76,2011
"234","320331020","2012-03-31","phi",95,"atl",90,2011
"235","320403014","2012-04-03","mia",99,"phi",93,2011
"236","320404020","2012-04-04","phi",78,"tor",99,2011
"237","320407020","2012-04-07","phi",82,"orl",88,2011
"238","320411028","2012-04-11","tor",75,"phi",93,2011
"239","320416019","2012-04-16","orl",113,"phi",100,2011
"240","320417020","2012-04-17","phi",97,"ind",102,2011
"241","320418005","2012-04-18","cle",87,"phi",103,2011
"242","320421011","2012-04-21","ind",106,"phi",109,2011
"243","320425015","2012-04-25","mil",85,"phi",90,2011
"244","320426008","2012-04-26","det",108,"phi",86,2011
"245","311226005","2011-12-26","cle",96,"tor",104,2011
"246","311228028","2011-12-28","tor",85,"ind",90,2011
"247","311230006","2011-12-30","dal",99,"tor",86,2011
"248","320101019","2012-01-01","orl",102,"tor",96,2011
"249","320104028","2012-01-04","tor",92,"cle",77,2011
"250","320109028","2012-01-09","tor",97,"min",87,2011
"251","320110027","2012-01-10","wsh",93,"tor",78,2011
"252","320111028","2012-01-11","tor",91,"sac",98,2011
"253","320113028","2012-01-13","tor",90,"ind",95,2011
"254","320114004","2012-01-14","chi",77,"tor",64,2011
"255","320116001","2012-01-16","atl",93,"tor",84,2011
"256","320120028","2012-01-20","tor",84,"por",94,2011
"257","320122012","2012-01-22","lac",103,"tor",91,2011
"258","320124021","2012-01-24","phx",96,"tor",99,2011
"259","320125026","2012-01-25","utah",106,"tor",111,2011
"260","320127007","2012-01-27","den",96,"tor",81,2011
"261","320131028","2012-01-31","tor",77,"atl",100,2011
"262","320203028","2012-02-03","tor",106,"wsh",89,2011
"263","320205014","2012-02-05","mia",95,"tor",89,2011
"264","320206027","2012-02-06","wsh",111,"tor",108,2011
"265","320208028","2012-02-08","tor",99,"mil",105,2011
"266","320212028","2012-02-12","tor",92,"lal",94,2011
"267","320215028","2012-02-15","tor",106,"sa",113,2011
"268","320217028","2012-02-17","tor",91,"cha",98,2011
"269","320222028","2012-02-22","tor",103,"det",93,2011
"270","320228010","2012-02-28","hou",88,"tor",85,2011
"271","320229003","2012-02-29","no",84,"tor",95,2011
"272","320302028","2012-03-02","tor",99,"mem",102,2011
"273","320304028","2012-03-04","tor",83,"gs",75,2011
"274","320305028","2012-03-05","tor",88,"orl",92,2011
"275","320307028","2012-03-07","tor",116,"hou",98,2011
"276","320310008","2012-03-10","det",105,"tor",86,2011
"277","320311028","2012-03-11","tor",99,"mil",105,2011
"278","320313005","2012-03-13","cle",88,"tor",96,2011
"279","320316029","2012-03-16","mem",110,"tor",114,2011
"280","320317030","2012-03-17","cha",107,"tor",103,2011
"281","320321028","2012-03-21","tor",82,"chi",94,2011
"282","320324004","2012-03-24","chi",102,"tor",101,2011
"283","320326028","2012-03-26","tor",101,"orl",117,2011
"284","320328028","2012-03-28","tor",105,"den",96,2011
"285","320330028","2012-03-30","tor",101,"mia",113,2011
"286","320401028","2012-04-01","tor",99,"wsh",92,2011
"287","320403028","2012-04-03","tor",92,"cha",87,2011
"288","320406028","2012-04-06","tor",80,"cle",84,2011
"289","320408025","2012-04-08","okc",91,"tor",75,2011
"290","320409011","2012-04-09","ind",103,"tor",98,2011
"291","320415001","2012-04-15","atl",86,"tor",102,2011
"292","320416028","2012-04-16","tor",87,"atl",109,2011
"293","320418014","2012-04-18","mia",96,"tor",72,2011
"294","320422008","2012-04-22","det",76,"tor",73,2011
"295","320423015","2012-04-23","mil",92,"tor",86,2011
"296","311225009","2011-12-25","gs",86,"lac",105,2011
"297","311226009","2011-12-26","gs",99,"chi",91,2011
"298","320102021","2012-01-02","phx",102,"gs",91,2011
"299","320104024","2012-01-04","sa",101,"gs",95,2011
"300","320106013","2012-01-06","lal",97,"gs",90,2011
"301","320107009","2012-01-07","gs",87,"utah",88,2011
"302","320110009","2012-01-10","gs",111,"mia",106,2011
"303","320112009","2012-01-12","gs",109,"orl",117,2011
"304","320114030","2012-01-14","cha",112,"gs",100,2011
"305","320115008","2012-01-15","det",91,"gs",99,2011
"306","320117005","2012-01-17","cle",95,"gs",105,2011
"307","320120009","2012-01-20","gs",91,"ind",94,2011
"308","320123009","2012-01-23","gs",90,"mem",91,2011
"309","320125009","2012-01-25","gs",101,"por",93,2011
"310","320127009","2012-01-27","gs",109,"okc",120,2011
"311","320131009","2012-01-31","gs",93,"sac",90,2011
"312","320202009","2012-02-02","gs",119,"utah",101,2011
"313","320204023","2012-02-04","sac",114,"gs",106,2011
"314","320207009","2012-02-07","gs",116,"okc",119,2011
"315","320209007","2012-02-09","den",101,"gs",109,2011
"316","320212009","2012-02-12","gs",106,"hou",97,2011
"317","320213009","2012-02-13","gs",102,"phx",96,2011
"318","320215009","2012-02-15","gs",91,"por",93,2011
"319","320217025","2012-02-17","okc",110,"gs",87,2011
"320","320218029","2012-02-18","mem",104,"gs",103,2011
"321","320220009","2012-02-20","gs",104,"lac",97,2011
"322","320222021","2012-02-22","phx",104,"gs",106,2011
"323","320228011","2012-02-28","ind",102,"gs",78,2011
"324","320229001","2012-02-29","atl",82,"gs",85,2011
"325","320305027","2012-03-05","wsh",100,"gs",120,2011
"326","320307009","2012-03-07","gs",92,"mem",110,2011
"327","320310009","2012-03-10","gs",111,"dal",87,2011
"328","320311012","2012-03-11","lac",93,"gs",97,2011
"329","320313023","2012-03-13","sac",89,"gs",115,2011
"330","320316009","2012-03-16","gs",98,"mil",120,2011
"331","320317026","2012-03-17","utah",99,"gs",92,2011
"332","320319009","2012-03-19","gs",93,"min",97,2011
"333","320321003","2012-03-21","no",92,"gs",101,2011
"334","320322010","2012-03-22","hou",109,"gs",83,2011
"335","320324009","2012-03-24","gs",111,"sac",108,2011
"336","320325022","2012-03-25","por",90,"gs",87,2011
"337","320327009","2012-03-27","gs",101,"lal",104,2011
"338","320328009","2012-03-28","gs",87,"no",102,2011
"339","320401013","2012-04-01","lal",120,"gs",112,2011
"340","320403029","2012-04-03","mem",98,"gs",94,2011
"341","320404016","2012-04-04","min",94,"gs",97,2011
"342","320406026","2012-04-06","utah",104,"gs",98,2011
"343","320407009","2012-04-07","gs",112,"den",97,2011
"344","320409007","2012-04-09","den",123,"gs",84,2011
"345","320411022","2012-04-11","por",118,"gs",110,2011
"346","320412009","2012-04-12","gs",103,"dal",112,2011
"347","320414012","2012-04-14","lac",112,"gs",104,2011
"348","320416009","2012-04-16","gs",99,"sa",120,2011
"349","320418009","2012-04-18","gs",87,"lal",99,2011
"350","320420006","2012-04-20","dal",104,"gs",94,2011
"351","320421010","2012-04-21","hou",99,"gs",96,2011
"352","320422016","2012-04-22","min",88,"gs",93,2011
"353","320424009","2012-04-24","gs",81,"no",83,2011
"354","320426009","2012-04-26","gs",101,"sa",107,2011
"355","311228024","2011-12-28","sa",115,"lac",90,2011
"356","311230012","2011-12-30","lac",101,"chi",114,2011
"357","320101012","2012-01-01","lac",93,"por",88,2011
"358","320104012","2012-01-04","lac",117,"hou",89,2011
"359","320107012","2012-01-07","lac",92,"mil",86,2011
"360","320110022","2012-01-10","por",105,"lac",97,2011
"361","320111012","2012-01-11","lac",95,"mia",89,2011
"362","320114012","2012-01-14","lac",102,"lal",94,2011
"363","320117026","2012-01-17","utah",108,"lac",79,2011
"364","320118012","2012-01-18","lac",91,"dal",89,2011
"365","320120012","2012-01-20","lac",98,"min",101,2011
"366","320125013","2012-01-25","lal",96,"lac",91,2011
"367","320126012","2012-01-26","lac",98,"mem",91,2011
"368","320129007","2012-01-29","den",105,"lac",109,2011
"369","320130012","2012-01-30","lac",112,"okc",100,2011
"370","320201026","2012-02-01","utah",105,"lac",107,2011
"371","320202012","2012-02-02","lac",91,"den",112,2011
"372","320204027","2012-02-04","wsh",81,"lac",107,2011
"373","320206019","2012-02-06","orl",102,"lac",107,2011
"374","320208005","2012-02-08","cle",99,"lac",92,2011
"375","320211030","2012-02-11","cha",86,"lac",111,2011
"376","320213006","2012-02-13","dal",96,"lac",92,2011
"377","320215012","2012-02-15","lac",102,"wsh",84,2011
"378","320216022","2012-02-16","por",71,"lac",74,2011
"379","320218012","2012-02-18","lac",100,"sa",103,2011
"380","320222012","2012-02-22","lac",103,"den",95,2011
"381","320228012","2012-02-28","lac",97,"min",109,2011
"382","320301023","2012-03-01","sac",100,"lac",108,2011
"383","320302021","2012-03-02","phx",81,"lac",78,2011
"384","320304010","2012-03-04","hou",103,"lac",105,2011
"385","320305016","2012-03-05","min",95,"lac",94,2011
"386","320309024","2012-03-09","sa",108,"lac",120,2011
"387","320314012","2012-03-14","lac",96,"atl",82,2011
"388","320315012","2012-03-15","lac",87,"phx",91,2011
"389","320317012","2012-03-17","lac",95,"hou",91,2011
"390","320318012","2012-03-18","lac",87,"det",83,2011
"391","320320011","2012-03-20","ind",102,"lac",89,2011
"392","320321025","2012-03-21","okc",114,"lac",91,2011
"393","320322003","2012-03-22","no",97,"lac",90,2011
"394","320324012","2012-03-24","lac",101,"mem",85,2011
"395","320326012","2012-03-26","lac",97,"no",85,2011
"396","320328012","2012-03-28","lac",103,"phx",86,2011
"397","320330012","2012-03-30","lac",98,"por",97,2011
"398","320331012","2012-03-31","lac",105,"utah",96,2011
"399","320402006","2012-04-02","dal",75,"lac",94,2011
"400","320404012","2012-04-04","lac",108,"lal",113,2011
"401","320405023","2012-04-05","sac",85,"lac",93,2011
"402","320407012","2012-04-07","lac",109,"sac",94,2011
"403","320409029","2012-04-09","mem",94,"lac",85,2011
"404","320411025","2012-04-11","okc",98,"lac",100,2011
"405","320412016","2012-04-12","min",82,"lac",95,2011
"406","320416012","2012-04-16","lac",92,"okc",77,2011
"407","320418007","2012-04-18","den",98,"lac",104,2011
"408","320419021","2012-04-19","phx",93,"lac",90,2011
"409","320422012","2012-04-22","lac",107,"no",98,2011
"410","320424001","2012-04-24","atl",109,"lac",102,2011
"411","311225013","2011-12-25","lal",87,"chi",88,2011
"412","311226023","2011-12-26","sac",100,"lal",91,2011
"413","311227013","2011-12-27","lal",96,"utah",71,2011
"414","311231013","2011-12-31","lal",92,"den",89,2011
"415","320101007","2012-01-01","den",99,"lal",90,2011
"416","320103013","2012-01-03","lal",108,"hou",99,2011
"417","320105022","2012-01-05","por",107,"lal",96,2011
"418","320108013","2012-01-08","lal",90,"mem",82,2011
"419","320110013","2012-01-10","lal",99,"phx",83,2011
"420","320111026","2012-01-11","utah",87,"lal",90,2011
"421","320113013","2012-01-13","lal",97,"cle",92,2011
"422","320116013","2012-01-16","lal",73,"dal",70,2011
"423","320119014","2012-01-19","mia",98,"lal",87,2011
"424","320120019","2012-01-20","orl",92,"lal",80,2011
"425","320122013","2012-01-22","lal",96,"ind",98,2011
"426","320128015","2012-01-28","mil",100,"lal",89,2011
"427","320129016","2012-01-29","min",101,"lal",106,2011
"428","320131013","2012-01-31","lal",106,"cha",73,2011
"429","320203007","2012-02-03","den",89,"lal",93,2011
"430","320204026","2012-02-04","utah",96,"lal",87,2011
"431","320214013","2012-02-14","lal",86,"atl",78,2011
"432","320217013","2012-02-17","lal",111,"phx",99,2011
"433","320219021","2012-02-19","phx",102,"lal",90,2011
"434","320220013","2012-02-20","lal",103,"por",92,2011
"435","320222006","2012-02-22","dal",91,"lal",96,2011
"436","320223025","2012-02-23","okc",100,"lal",85,2011
"437","320229013","2012-02-29","lal",104,"min",85,2011
"438","320302013","2012-03-02","lal",115,"sac",107,2011
"439","320304013","2012-03-04","lal",93,"mia",83,2011
"440","320306008","2012-03-06","det",88,"lal",85,2011
"441","320307027","2012-03-07","wsh",106,"lal",101,2011
"442","320309016","2012-03-09","min",102,"lal",105,2011
"443","320313029","2012-03-13","mem",111,"lal",116,2011
"444","320314003","2012-03-14","no",101,"lal",107,2011
"445","320316013","2012-03-16","lal",97,"min",92,2011
"446","320318013","2012-03-18","lal",99,"utah",103,2011
"447","320320010","2012-03-20","hou",107,"lal",104,2011
"448","320321006","2012-03-21","dal",93,"lal",109,2011
"449","320323013","2012-03-23","lal",103,"por",96,2011
"450","320325013","2012-03-25","lal",96,"mem",102,2011
"451","320329013","2012-03-29","lal",93,"okc",102,2011
"452","320331013","2012-03-31","lal",88,"no",85,2011
"453","320406013","2012-04-06","lal",107,"hou",112,2011
"454","320407021","2012-04-07","phx",125,"lal",105,2011
"455","320409003","2012-04-09","no",91,"lal",93,2011
"456","320411024","2012-04-11","sa",84,"lal",98,2011
"457","320413013","2012-04-13","lal",103,"den",97,2011
"458","320415013","2012-04-15","lal",112,"dal",108,2011
"459","320417013","2012-04-17","lal",91,"sa",112,2011
"460","320420024","2012-04-20","sa",121,"lal",97,2011
"461","320422013","2012-04-22","lal",114,"okc",106,2011
"462","320426023","2012-04-26","sac",113,"lal",96,2011
"463","311226021","2011-12-26","phx",84,"no",85,2011
"464","311230003","2011-12-30","no",78,"phx",93,2011
"465","311231025","2011-12-31","okc",107,"phx",97,2011
"466","320104006","2012-01-04","dal",98,"phx",89,2011
"467","320106021","2012-01-06","phx",102,"por",77,2011
"468","320108021","2012-01-08","phx",109,"mil",93,2011
"469","320112021","2012-01-12","phx",90,"cle",101,2011
"470","320115024","2012-01-15","sa",102,"phx",91,2011
"471","320117004","2012-01-17","chi",118,"phx",97,2011
"472","320123006","2012-01-23","dal",93,"phx",87,2011
"473","320127022","2012-01-27","por",109,"phx",71,2011
"474","320128021","2012-01-28","phx",86,"mem",84,2011
"475","320130021","2012-01-30","phx",99,"dal",122,2011
"476","320201003","2012-02-01","no",103,"phx",120,2011
"477","320203010","2012-02-03","hou",99,"phx",81,2011
"478","320204021","2012-02-04","phx",95,"cha",89,2011
"479","320206001","2012-02-06","atl",90,"phx",99,2011
"480","320207015","2012-02-07","mil",105,"phx",107,2011
"481","320209021","2012-02-09","phx",89,"hou",96,2011
"482","320211023","2012-02-11","sac",84,"phx",98,2011
"483","320214007","2012-02-14","den",109,"phx",92,2011
"484","320215021","2012-02-15","phx",99,"atl",101,2011
"485","320220021","2012-02-20","phx",104,"wsh",88,2011
"486","320301021","2012-03-01","phx",104,"min",95,2011
"487","320304021","2012-03-04","phx",96,"sac",88,2011
"488","320307025","2012-03-07","okc",115,"phx",104,2011
"489","320308021","2012-03-08","phx",96,"dal",94,2011
"490","320310021","2012-03-10","phx",98,"mem",91,2011
"491","320312021","2012-03-12","phx",124,"min",127,2011
"492","320314021","2012-03-14","phx",120,"utah",111,2011
"493","320316021","2012-03-16","phx",109,"det",101,2011
"494","320318021","2012-03-18","phx",99,"hou",86,2011
"495","320320014","2012-03-20","mia",99,"phx",95,2011
"496","320321019","2012-03-21","orl",103,"phx",93,2011
"497","320323011","2012-03-23","ind",111,"phx",113,2011
"498","320325005","2012-03-25","cle",83,"phx",108,2011
