"","playerId","playerName","SEASON","team","avg_GP","avg_GS","avg_MIN","avg_FG_made","avg_FG_attempted","avg_FGpercent","avg_ThreeP_made","avg_ThreeP_attempted","avg_ThreePpercent","avg_FT_made","avg_FT_attempted","avg_FTpercent","avg_OR","avg_DR","avg_REB","avg_AST","avg_BLK","avg_STL","avg_PF","avg_TO","avg_PTS","total_FG_made","total_FG_attempted","total_FGpercent","total_ThreeP_made","total_ThreeP_attempted","total_ThreePpercent","total_FT_made","total_FT_attempted","total_FTpercent","total_OR","total_DR","total_REB","total_AST","total_BLK","total_STL","total_PF","total_TO","total_PTS","misc_total_DBLDBL","misc_total_TRIDBL","misc_total_DQ","misc_total_EJECT","misc_total_TECH","misc_total_FLAG","misc_total_AST_TO","misc_total_STL_TO","misc_total_RAT","misc_total_SCEFF","misc_total_SHEFF"
"1","9","Ray Allen",1996,"mil",82,81,30.9,4.8,11.1,0.43,1.4,3.6,0.393,2.5,3,0.823,1.2,2.8,4,2.6,0.1,0.9,2.7,1.8,13.4,390,908,0.43,117,298,0.393,205,249,0.823,97,229,326,210,10,75,218,149,1102,0,0,0,0,0,0,1.41,0.5,21.43,1.214,0.494
"2","9","Ray Allen",1997,"mil",82,82,40.1,6.9,16,0.428,1.6,4.5,0.364,4.2,4.8,0.875,1.6,3.4,4.9,4.3,0.1,1.4,3,3.2,19.5,563,1315,0.428,134,368,0.364,342,391,0.875,127,278,405,356,12,111,244,263,1602,8,0,2,0,1,0,1.35,0.42,30.78,1.218,0.479
"3","9","Ray Allen",1998,"mil",50,50,34.4,6.1,13.5,0.45,1.5,4.2,0.356,3.5,3.9,0.903,1.1,3.1,4.2,3.6,0.1,1.1,2.3,2.4,17.1,303,673,0.45,74,208,0.356,176,195,0.903,57,155,212,178,7,53,117,122,856,1,0,0,0,0,0,1.46,0.43,27.35,1.272,0.505
"4","9","Ray Allen",1999,"mil",82,82,37.4,7.8,17.2,0.455,2.1,5,0.423,4.3,4.9,0.887,1,3.4,4.4,3.8,0.2,1.3,2.3,2.2,22.1,642,1411,0.455,172,407,0.423,353,398,0.887,83,276,359,308,19,110,187,183,1809,3,0,1,0,2,0,1.68,0.6,33.81,1.282,0.516
"5","9","Ray Allen",2000,"mil",82,82,38.2,7.7,16,0.48,2.5,5.7,0.433,4.2,4.8,0.888,1.2,4,5.2,4.6,0.2,1.5,2.3,2.5,22,628,1309,0.48,202,467,0.433,348,392,0.888,101,327,428,374,20,124,192,204,1806,8,1,2,0,1,0,1.83,0.61,36.62,1.38,0.557
"6","9","Ray Allen",2001,"mil",69,67,36.6,7.7,16.6,0.462,3.3,7.7,0.434,3.1,3.6,0.873,1.2,3.4,4.5,3.9,0.3,1.3,2.3,2.3,21.8,530,1148,0.462,229,528,0.434,214,245,0.873,81,231,312,271,18,88,157,159,1503,3,0,0,0,2,0,1.7,0.55,34.42,1.309,0.561
"7","9","Ray Allen",2002,"mil",47,46,35.8,7.5,17.1,0.437,2.6,6.6,0.395,3.8,4.1,0.913,1,3.7,4.6,3.5,0.2,1.2,3.2,2.5,21.3,351,803,0.437,123,311,0.395,178,195,0.913,45,173,218,164,11,57,149,117,1003,0,0,2,0,2,0,1.69,0.52,35.37,1.257,0.512
"8","9","Ray Allen",2002,"NA",29,29,41.3,8.5,19.3,0.441,2.7,7.7,0.351,4.8,5.2,0.92,1.7,3.9,5.6,5.9,0.1,1.6,2.4,2.8,24.5,247,560,0.441,78,222,0.351,138,150,0.92,49,114,163,170,3,46,71,81,710,3,1,2,0,1,0,1.69,0.52,35.37,1.257,0.512
"9","9","Ray Allen",2003,"NA",56,56,38.4,8,18.2,0.44,2.6,6.8,0.392,4.4,4.8,0.904,1.2,3.9,5.1,4.8,0.2,1.3,2.4,2.8,23,447,1017,0.44,148,378,0.392,245,271,0.904,69,217,286,268,11,71,132,156,1287,6,1,2,0,2,0,1.72,0.46,36.27,1.265,0.512
"10","9","Ray Allen",2004,"NA",78,78,39.3,8.2,19.2,0.428,2.7,7.1,0.376,4.8,5.5,0.883,1,3.4,4.4,3.7,0.1,1.1,2.1,2.2,23.9,640,1494,0.428,209,556,0.376,378,428,0.883,79,268,347,289,5,84,167,171,1867,1,0,2,0,3,0,1.69,0.49,34.69,1.25,0.498
"11","9","Ray Allen",2005,"NA",78,78,38.7,8.7,19.2,0.454,3.4,8.4,0.412,4.2,4.6,0.903,0.9,3.4,4.3,3.7,0.2,1.3,1.9,2.4,25.1,681,1500,0.454,269,653,0.412,324,359,0.903,71,261,332,286,16,105,151,188,1955,1,0,2,0,1,0,1.52,0.56,37.13,1.303,0.544
"12","9","Ray Allen",2006,"NA",55,55,40.3,9.2,21,0.438,3,8.1,0.372,5.1,5.6,0.903,1,3.5,4.5,4.1,0.2,1.5,2.1,2.8,26.4,505,1153,0.438,165,443,0.372,279,309,0.903,57,190,247,228,11,82,113,154,1454,4,0,0,0,0,0,1.48,0.53,38.63,1.261,0.51
"13","9","Ray Allen",2007,"bos",73,73,35.9,6,13.5,0.445,2.5,6.2,0.398,2.9,3.2,0.907,1,2.6,3.7,3.1,0.2,0.9,2,1.7,17.4,439,986,0.445,180,452,0.398,215,237,0.907,75,193,268,225,16,65,147,127,1273,1,0,0,0,2,0,1.77,0.51,27.15,1.291,0.537
"14","9","Ray Allen",2008,"bos",79,79,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3,3.2,0.952,0.8,2.7,3.5,2.8,0.2,0.9,2,1.7,18.2,499,1040,0.48,199,486,0.409,237,249,0.952,66,212,278,218,13,69,157,134,1434,0,0,3,0,3,0,1.63,0.51,28.18,1.379,0.575
"15","9","Ray Allen",2009,"bos",80,80,35.2,5.8,12.2,0.477,1.8,5,0.363,2.9,3.2,0.913,0.6,2.6,3.2,2.6,0.3,0.8,2.3,1.6,16.3,464,973,0.477,145,399,0.363,231,253,0.913,45,208,253,210,25,64,182,129,1304,0,0,1,0,0,0,1.63,0.5,25.36,1.34,0.551
"16","9","Ray Allen",2010,"bos",80,80,36.1,6,12.2,0.491,2.1,4.7,0.444,2.4,2.7,0.881,0.6,2.8,3.4,2.7,0.2,1,1.8,1.5,16.5,480,978,0.491,168,378,0.444,193,219,0.881,51,223,274,219,16,77,147,117,1321,0,0,0,0,0,0,1.87,0.66,26.4,1.351,0.577
"17","9","Ray Allen",2011,"bos",46,42,34,4.9,10.7,0.458,2.3,5.1,0.453,2.1,2.3,0.915,0.3,2.8,3.1,2.4,0.2,1.1,1.8,1.5,14.2,226,493,0.458,106,234,0.453,97,106,0.915,14,128,142,109,8,49,83,68,655,0,0,0,0,1,0,1.6,0.72,22.71,1.329,0.566
"18","9","Ray Allen",2012,"mia",79,0,25.8,3.7,8.2,0.449,1.8,4.2,0.419,1.8,2,0.886,0.5,2.2,2.7,1.7,0.2,0.8,1.6,1.3,10.9,292,651,0.449,139,332,0.419,140,158,0.886,40,177,217,135,15,67,129,103,863,0,0,0,0,1,0,1.31,0.65,17.47,1.326,0.555
"19","9","Ray Allen",2013,"mia",73,9,26.5,3.3,7.4,0.442,1.6,4.2,0.375,1.4,1.6,0.905,0.3,2.5,2.8,2,0.1,0.7,1.6,1.2,9.6,240,543,0.442,116,309,0.375,105,116,0.905,23,182,205,143,8,54,115,84,701,0,0,0,0,0,0,1.7,0.64,16.24,1.291,0.549
"20","10","Malik Allen",2001,"mia",12,2,13.4,1.8,4.3,0.431,0,0.1,0,0.7,0.8,0.8,1.3,1.9,3.2,0.4,0.7,0.3,1.3,0.2,4.3,22,51,0.431,0,1,0,8,10,0.8,15,23,38,5,8,3,16,2,52,1,0,0,0,0,0,2.5,1.5,9.08,1.02,0.431
"21","10","Malik Allen",2002,"mia",80,73,29,4.2,9.9,0.424,0,0.1,0,1.2,1.5,0.802,1.7,3.6,5.3,0.7,1,0.5,2.9,1.6,9.6,335,790,0.424,0,4,0,97,121,0.802,134,291,425,54,78,37,234,128,767,5,0,1,0,1,2,0.42,0.29,16.25,0.971,0.424
"22","10","Malik Allen",2003,"mia",45,6,13.7,1.8,4.4,0.419,0,0,0,0.6,0.7,0.758,0.9,1.7,2.6,0.4,0.6,0.3,1.8,0.6,4.2,83,198,0.419,0,0,0,25,33,0.758,42,77,119,16,28,12,81,27,191,0,0,0,0,1,1,0.59,0.44,7.9,0.965,0.419
"23","10","Malik Allen",2004,"mia",14,0,17.7,2.5,5.4,0.461,0,0,0,0.9,1,0.929,1.7,2,3.7,0.8,0.8,0.3,2.1,0.8,5.9,35,76,0.461,0,0,0,13,14,0.929,24,28,52,11,11,4,29,11,83,0,0,0,0,1,0,1,0.5,10,1.096,0.475
"24","10","Malik Allen",2004,"cha",22,1,12.3,2.2,4.6,0.485,0,0,0,0.6,0.6,0.929,0.7,1.4,2.1,0.3,0.5,0.2,1.1,0.3,5,49,101,0.485,0,0,0,13,14,0.929,16,31,47,7,11,5,24,7,111,0,0,0,0,0,0,1,0.5,10,1.096,0.475
"25","10","Malik Allen",2005,"chi",54,20,13,2.2,4.6,0.49,0,0,1,0.4,0.7,0.605,0.8,1.8,2.6,0.4,0.3,0.3,1.7,0.6,4.9,121,247,0.49,1,1,1,23,38,0.605,44,96,140,20,16,14,92,34,266,0,0,0,0,0,0,0.59,0.41,8.54,1.077,0.492
"26","10","Malik Allen",2006,"chi",60,1,10.6,1.8,4.3,0.415,0,0,0,0.5,0.6,0.824,0.7,1.3,2,0.3,0.3,0.3,1.4,0.4,4,107,258,0.415,0,1,0,28,34,0.824,42,77,119,16,16,17,85,21,242,0,0,0,0,1,0,0.76,0.81,6.61,0.938,0.415
"27","10","Malik Allen",2007,"dal",25,4,13.3,1.3,2.6,0.5,0,0,0,0.4,0.5,0.917,1,1.8,2.7,0.6,0.4,0.2,2.4,0.5,3.1,33,66,0.5,0,0,0,11,12,0.917,24,44,68,15,10,4,60,13,77,0,0,1,0,1,0,0.98,0.42,8.93,1.034,0.482
"28","10","Malik Allen",2007,"NA",48,12,15.9,2.6,5.4,0.475,0,0,0.5,0.3,0.3,0.923,0.9,1.8,2.7,0.6,0.4,0.3,1.9,0.7,5.4,124,261,0.475,1,2,0.5,12,13,0.923,42,86,128,29,21,15,89,32,261,0,0,0,0,1,1,0.98,0.42,8.93,1.034,0.482
"29","10","Malik Allen",2008,"mil",49,3,11.8,1.5,3.5,0.429,0,0,0,0.2,0.4,0.476,0.7,1.4,2.1,0.7,0.2,0.1,1.8,0.4,3.2,73,170,0.429,0,1,0,10,21,0.476,35,68,103,35,12,7,89,20,156,0,0,3,0,0,0,1.75,0.35,6.26,0.918,0.429
"30","10","Malik Allen",2009,"den",51,3,8.9,0.9,2.3,0.397,0,0.1,0.167,0.2,0.3,0.923,0.7,0.9,1.6,0.3,0.1,0.2,1.3,0.4,2.1,46,116,0.397,1,6,0.167,12,13,0.923,36,46,82,16,5,11,68,22,105,0,0,0,0,0,1,0.73,0.5,4.01,0.905,0.401
"31","10","Malik Allen",2010,"orl",18,0,9.9,0.6,1.7,0.355,0,0,0,0.1,0.1,0.5,0.7,1.1,1.8,0.2,0.2,0.1,1.7,0.2,1.3,11,31,0.355,0,0,0,1,2,0.5,12,20,32,4,4,1,30,3,23,0,0,0,0,0,0,1.33,0.33,3.31,0.742,0.355
"32","11","Rafer Alston",1999,"mil",27,0,13.4,1,3.5,0.284,0.1,0.5,0.214,0.1,0.1,0.75,0.2,0.7,0.9,2.6,0,0.4,1.1,1.1,2.2,27,95,0.284,3,14,0.214,3,4,0.75,5,18,23,70,0,12,29,29,60,0,0,0,0,0,0,2.41,0.41,5.44,0.632,0.3
"33","11","Rafer Alston",2000,"mil",37,2,7.8,0.8,2.3,0.357,0.2,0.8,0.267,0.2,0.4,0.692,0.1,0.7,0.8,1.8,0,0.4,0.7,0.5,2.1,30,84,0.357,8,30,0.267,9,13,0.692,4,27,31,68,0,13,27,20,77,0,0,0,0,0,0,3.4,0.65,5.19,0.917,0.405
"34","11","Rafer Alston",2001,"mil",50,7,12,1.3,3.8,0.346,0.5,1.4,0.38,0.4,0.6,0.621,0.2,1.2,1.4,2.9,0,0.6,0.8,0.8,3.5,66,191,0.346,27,71,0.38,18,29,0.621,10,62,72,143,2,32,42,40,177,1,0,0,0,1,0,3.58,0.8,8.62,0.927,0.416
"35","11","Rafer Alston",2002,"tor",47,4,20.9,3,7.1,0.415,1.1,2.8,0.392,0.8,1.1,0.685,0.5,1.8,2.3,4.1,0.3,0.8,2.6,1.8,7.8,139,335,0.415,51,130,0.392,37,54,0.685,21,86,107,192,15,38,120,86,366,1,0,0,0,3,0,2.23,0.44,15.83,1.093,0.491
"36","11","Rafer Alston",2003,"mia",82,28,31.5,3.5,9.3,0.376,2,5.3,0.371,1.3,1.6,0.769,0.3,2.4,2.8,4.5,0.2,1.4,2.6,1.6,10.2,287,764,0.376,161,434,0.371,103,134,0.769,26,200,226,372,18,114,212,128,838,1,0,1,1,7,1,2.91,0.89,19.77,1.097,0.481
"37","11","Rafer Alston",2004,"tor",80,78,34,5,12.2,0.414,1.7,4.9,0.357,2.4,3.2,0.74,0.5,3,3.5,6.4,0.1,1.5,2.7,2.1,14.2,403,974,0.414,139,389,0.357,191,258,0.74,42,237,279,514,7,118,212,170,1136,10,0,0,0,4,0,3.02,0.69,26.92,1.166,0.485
"38","11","Rafer Alston",2005,"hou",63,63,38.6,4.4,11.7,0.379,1.6,5,0.327,1.6,2.3,0.692,0.6,3.5,4,6.7,0.2,1.6,3.1,2.5,12.1,280,738,0.379,102,312,0.327,99,143,0.692,36,219,255,425,15,101,194,157,761,6,0,3,0,4,1,2.71,0.64,25.04,1.031,0.449
"39","11","Rafer Alston",2006,"hou",82,82,37.1,4.7,12.4,0.375,2.3,6.5,0.363,1.6,2.2,0.734,0.4,3.1,3.4,5.4,0.1,1.6,2.4,2.1,13.3,383,1020,0.375,192,529,0.363,130,177,0.734,29,253,282,444,10,129,195,170,1088,3,0,3,1,7,0,2.61,0.76,24.15,1.067,0.47
"40","11","Rafer Alston",2007,"hou",74,74,34.1,4.9,12.5,0.394,1.9,5.5,0.351,1.3,1.9,0.715,0.4,3.1,3.5,5.3,0.2,1.3,1.9,2.2,13.1,364,924,0.394,143,407,0.351,98,137,0.715,28,232,260,392,18,98,139,160,969,4,0,0,0,6,0,2.45,0.61,23.92,1.049,0.471
"41","11","Rafer Alston",2008,"hou",48,48,33.1,4,10.9,0.37,1.7,4.8,0.348,1.8,2.3,0.789,0.5,2.5,3,5.4,0.1,1.2,1.5,1.8,11.5,193,522,0.37,80,230,0.348,86,109,0.789,25,119,144,258,7,57,72,88,552,2,0,0,1,4,0,2.9,0.77,21.89,1.098,0.454
"42","11","Rafer Alston",2008,"orl",29,28,29.5,4.2,10.3,0.413,1.1,3.5,0.317,2.4,3.4,0.707,0.3,2.6,2.9,5.1,0.1,1.8,2.2,1.8,12,123,298,0.413,32,101,0.317,70,99,0.707,8,75,83,148,3,51,63,52,348,1,0,0,0,2,0,2.9,0.77,21.89,1.098,0.454
"43","11","Rafer Alston",2009,"mia",25,25,26.2,2.4,6.8,0.355,1.2,3.2,0.37,0.6,1.1,0.556,0.2,2,2.2,2.9,0.2,0.9,2.1,1.4,6.6,60,169,0.355,30,81,0.37,15,27,0.556,4,50,54,72,5,23,53,34,165,0,0,0,0,1,0,1.85,0.53,14.39,0.957,0.413
"44","11","Rafer Alston",2009,"NA",27,13,28.4,3.5,10.3,0.343,1,3.2,0.322,1.6,2,0.815,0.3,2.4,2.8,3.9,0.2,1,1.9,2.3,9.7,95,277,0.343,28,87,0.322,44,54,0.815,9,66,75,104,5,27,50,61,262,1,1,0,0,0,0,1.85,0.53,14.39,0.957,0.413
"45","25","Metta World Peace",1999,"chi",72,63,31.1,4.3,10.5,0.407,0.8,2.7,0.314,2.6,3.9,0.674,0.9,3.4,4.3,2.8,0.5,1.7,2.2,2.3,12,309,759,0.407,60,191,0.314,188,279,0.674,62,246,308,202,39,119,159,166,866,0,0,0,0,0,0,1.22,0.72,20.38,1.141,0.447
"46","25","Metta World Peace",2000,"chi",76,74,31.1,4.3,10.7,0.401,0.6,1.9,0.291,2.8,3.7,0.75,0.8,3.1,3.9,3,0.6,2,3.3,2.1,11.9,327,815,0.401,43,148,0.291,210,280,0.75,59,235,294,228,45,152,254,159,907,1,0,7,2,7,1,1.43,0.96,20.77,1.113,0.428
"47","25","Metta World Peace",2001,"chi",27,26,30.5,5.6,13,0.433,1.3,3.4,0.396,3,4.8,0.628,1.5,3.4,4.9,2.9,0.9,2.8,4,2.6,15.6,152,351,0.433,36,91,0.396,81,129,0.628,40,91,131,77,23,75,108,69,421,0,0,6,0,1,0,1.08,1.19,23.1,1.143,0.465
"48","25","Metta World Peace",2001,"ind",28,24,29.3,4.2,10.2,0.411,0.6,2.8,0.215,2,2.7,0.733,1.2,3.8,5,1.8,0.6,2.4,3.9,1.8,10.9,117,285,0.411,17,79,0.215,55,75,0.733,33,107,140,50,16,66,109,49,306,2,0,4,0,6,3,1.08,1.19,23.1,1.143,0.465
"49","25","Metta World Peace",2002,"ind",69,67,33.6,5.2,12.3,0.428,1,3.1,0.336,4,5.4,0.736,1.5,3.8,5.2,2.9,0.7,2.3,3.5,2.1,15.5,362,846,0.428,71,211,0.336,273,371,0.736,101,261,362,198,50,159,242,145,1068,4,0,7,1,14,9,1.37,1.1,26.59,1.262,0.47
"50","25","Metta World Peace",2003,"ind",73,71,37.2,6.4,15.2,0.421,1,3.3,0.31,4.4,6,0.733,1.4,3.9,5.3,3.7,0.7,2.1,2.7,2.8,18.3,468,1112,0.421,75,242,0.31,322,439,0.733,100,285,385,272,50,152,194,202,1333,4,0,2,1,5,1,1.35,0.75,29.54,1.199,0.455
"51","25","Metta World Peace",2004,"ind",7,7,41.6,8.4,17,0.496,1,2.4,0.412,6.7,7.3,0.922,1.1,5.3,6.4,3.1,0.9,1.7,3.9,2.4,24.6,59,119,0.496,7,17,0.412,47,51,0.922,8,37,45,22,6,12,27,17,172,0,0,0,0,0,1,1.29,0.71,39.91,1.445,0.525
"52","25","Metta World Peace",2005,"ind",16,16,37.7,6.8,14.8,0.46,1.1,3.4,0.333,4.6,7.6,0.612,1.6,3.3,4.9,2.2,0.7,2.6,2.8,2.7,19.4,109,237,0.46,18,54,0.333,74,121,0.612,26,52,78,35,11,42,45,43,310,0,0,0,0,0,0,1.55,0.93,28.39,1.135,0.449
"53","25","Metta World Peace",2005,"sac",40,40,40.1,6,15.8,0.383,1.5,5,0.302,3.3,4.6,0.717,1.2,4,5.2,4.2,0.8,2,3,2.2,16.9,241,630,0.383,60,199,0.302,132,184,0.717,49,159,208,168,30,80,119,88,674,2,0,1,0,2,1,1.55,0.93,28.39,1.135,0.449
"54","25","Metta World Peace",2006,"sac",70,65,37.7,6.5,14.9,0.44,1.3,3.7,0.358,4.4,5.9,0.74,1.5,5,6.5,3.4,0.6,2.1,2.9,2.1,18.8,458,1040,0.44,93,260,0.358,307,415,0.74,102,352,454,235,43,149,205,146,1316,11,0,1,0,1,0,1.61,1.02,31.93,1.265,0.485
"55","25","Metta World Peace",2007,"sac",57,54,38.1,7.6,16.9,0.453,1.5,3.9,0.38,3.7,5.2,0.719,1.8,4,5.8,3.5,0.7,2.3,2.8,2.6,20.5,436,962,0.453,84,221,0.38,212,295,0.719,101,227,328,199,38,133,159,148,1168,6,0,1,1,8,0,1.34,0.9,33.35,1.214,0.497
"56","25","Metta World Peace",2008,"hou",69,55,35.5,6,15,0.401,2.2,5.6,0.399,2.8,3.8,0.748,0.9,4.3,5.2,3.3,0.3,1.5,2.2,2,17.1,416,1037,0.401,153,383,0.399,196,262,0.748,65,294,359,229,24,105,155,140,1181,3,0,2,0,4,0,1.64,0.75,27.44,1.139,0.475
"57","25","Metta World Peace",2009,"lal",77,77,33.8,4,9.6,0.414,1.4,3.8,0.355,1.7,2.4,0.688,1.3,3,4.3,3,0.3,1.4,2.1,1.6,11,306,740,0.414,105,296,0.355,128,186,0.688,99,232,331,234,21,106,165,121,845,1,0,1,0,6,0,1.93,0.88,20.15,1.142,0.484
"58","25","Metta World Peace",2010,"lal",82,82,29.4,3.2,8,0.397,1,2.8,0.356,1.1,1.7,0.676,1.2,2,3.3,2.1,0.4,1.5,2.2,1.1,8.5,261,658,0.397,83,233,0.356,92,136,0.676,100,167,267,175,36,124,181,90,697,0,0,1,1,6,1,1.94,1.38,15.77,1.059,0.46
"59","25","Metta World Peace",2011,"lal",64,45,26.9,2.9,7.3,0.394,0.9,3,0.296,1.1,1.8,0.617,1.1,2.3,3.4,2.2,0.4,1.1,2.1,1.1,7.7,183,465,0.394,56,189,0.296,71,115,0.617,71,147,218,140,27,69,137,69,493,0,0,1,1,6,1,2.03,1,14.59,1.06,0.454
"60","25","Metta World Peace",2012,"lal",75,66,33.7,4.4,11,0.403,1.9,5.5,0.342,1.7,2.3,0.734,1.4,3.6,5,1.5,0.6,1.6,2.6,1.3,12.4,332,824,0.403,141,412,0.342,124,169,0.734,101,271,372,112,42,122,198,98,929,2,0,4,0,7,1,1.14,1.24,20.99,1.127,0.488
"61","25","Metta World Peace",2013,"ny",29,1,13.4,1.9,4.9,0.397,0.6,1.9,0.315,0.3,0.6,0.625,0.6,1.4,2,0.6,0.3,0.8,1.5,0.7,4.8,56,141,0.397,17,54,0.315,10,16,0.625,18,41,59,17,8,24,44,19,139,0,0,0,0,1,1,0.89,1.26,8.2,0.986,0.457
"62","26","Chucky Atkins",1999,"orl",82,0,19.8,3.8,9,0.424,0.7,2,0.35,1.2,1.6,0.729,0.2,1.3,1.5,3.7,0,0.6,1.7,1.7,9.5,314,741,0.424,57,163,0.35,97,133,0.729,20,106,126,306,3,52,137,142,782,0,0,1,0,0,0,2.15,0.37,15.73,1.055,0.462
"63","26","Chucky Atkins",2000,"det",81,75,29.2,4.7,11.8,0.399,1.5,4.2,0.357,1.1,1.6,0.692,0.4,1.8,2.1,4.1,0.1,0.8,2.3,1.8,12,380,952,0.399,121,339,0.357,90,130,0.692,28,145,173,330,5,67,184,149,971,2,0,2,0,2,0,2.21,0.45,19.12,1.02,0.463
"64","26","Chucky Atkins",2001,"det",79,62,28.9,4.7,10,0.466,1.7,4.3,0.411,1.1,1.5,0.692,0.4,1.6,2,3.3,0.1,0.9,2.2,1.6,12.1,368,790,0.466,138,336,0.411,83,120,0.692,31,127,158,263,11,72,177,128,957,1,0,1,0,0,0,2.05,0.56,19.89,1.211,0.553
"65","26","Chucky Atkins",2002,"det",65,7,21.5,2.6,7.2,0.361,1.3,3.7,0.355,0.6,0.8,0.816,0.3,1.2,1.5,2.7,0.1,0.4,1.7,1.2,7.1,168,465,0.361,86,242,0.355,40,49,0.816,21,75,96,175,4,27,108,77,462,0,0,0,0,1,0,2.27,0.35,11.66,0.994,0.454
"66","26","Chucky Atkins",2003,"bos",24,24,33,4.3,10.4,0.418,1.6,4.6,0.351,1.8,2.3,0.778,0.1,1.8,1.9,5.3,0,1.1,1.8,1.8,12,104,249,0.418,39,111,0.351,42,54,0.778,3,42,45,128,1,26,42,44,289,1,0,0,0,0,0,2.42,0.49,14.45,1.112,0.48
"67","26","Chucky Atkins",2003,"det",40,0,18.8,2.2,5.9,0.374,1.1,3.3,0.323,0.8,1.1,0.721,0.2,1.1,1.2,2.4,0,0.5,1.5,1.2,6.2,88,235,0.374,42,130,0.323,31,43,0.721,6,42,48,95,1,19,60,48,249,0,0,0,0,0,0,2.42,0.49,14.45,1.112,0.48
"68","26","Chucky Atkins",2004,"lal",82,82,35.4,4.7,11.1,0.426,2.1,5.5,0.387,2,2.5,0.803,0.4,2,2.4,4.4,0,0.9,2.2,1.8,13.6,388,910,0.426,176,455,0.387,163,203,0.803,31,166,197,358,2,73,181,151,1115,2,0,0,1,5,0,2.37,0.48,22.57,1.225,0.523
"69","26","Chucky Atkins",2005,"wsh",28,2,19.7,2.4,6.2,0.379,1.2,3.3,0.359,0.8,1.1,0.71,0.4,1.2,1.6,2.5,0,0.5,2.1,1.1,6.7,66,174,0.379,33,92,0.359,22,31,0.71,12,33,45,69,0,14,58,30,187,0,0,1,0,1,0,2.28,0.49,14.96,1.183,0.479
"70","26","Chucky Atkins",2005,"mem",43,39,27,3.7,9.3,0.401,1.5,4.2,0.352,2.5,3.1,0.811,0.3,1.5,1.7,3,0,0.7,2.2,1.3,11.4,160,399,0.401,64,182,0.352,107,132,0.811,11,64,75,129,2,29,94,57,491,0,0,3,0,0,0,2.28,0.49,14.96,1.183,0.479
"71","26","Chucky Atkins",2006,"mem",75,23,27.5,4.1,9.5,0.434,1.5,4.1,0.379,3.4,4.1,0.81,0.2,1.6,1.9,4.6,0.1,0.7,1.8,1.7,13.2,310,715,0.434,116,306,0.379,252,311,0.81,18,121,139,346,4,50,136,127,988,3,0,2,2,4,0,2.72,0.39,21.84,1.382,0.515
"72","26","Chucky Atkins",2007,"den",24,0,14.7,1.8,5.1,0.344,1,3.3,0.316,0.2,0.4,0.444,0.1,1.2,1.3,2,0,0.4,1.1,0.4,4.7,42,122,0.344,25,79,0.316,4,9,0.444,3,28,31,47,1,9,27,10,113,0,0,0,0,0,0,4.7,0.9,8.36,0.926,0.447
"73","26","Chucky Atkins",2008,"den",14,0,8.2,0.6,1.9,0.333,0.4,1.2,0.294,0.3,0.3,1,0,0.4,0.4,2,0.1,0.1,0.4,0.7,1.9,9,27,0.333,5,17,0.294,4,4,1,0,6,6,28,1,2,5,10,27,0,0,0,0,0,0,2.57,0.43,5.7,0.867,0.367
"74","26","Chucky Atkins",2008,"okc",18,0,16.6,1.4,4.8,0.291,0.6,2.2,0.25,0.6,0.7,0.917,0.3,0.7,1,1.7,0.1,0.4,1.2,0.7,3.9,25,86,0.291,10,40,0.25,11,12,0.917,5,13,18,31,1,8,22,13,71,0,0,0,0,0,0,2.57,0.43,5.7,0.867,0.367
"75","26","Chucky Atkins",2009,"det",40,11,16.1,1.4,3.9,0.363,0.6,1.8,0.301,0.6,0.7,0.926,0.1,0.6,0.7,2.3,0,0.4,1.3,0.8,4,57,157,0.363,22,73,0.301,25,27,0.926,5,24,29,91,0,17,53,32,161,0,0,1,0,0,0,2.84,0.53,7.62,1.025,0.433
"76","42","Brent Barry",1995,"lac",79,44,24,3.6,7.6,0.474,1.6,3.7,0.416,1.4,1.7,0.81,0.5,1.7,2.1,2.9,0.3,1.2,2.5,1.5,10.1,283,597,0.474,123,296,0.416,111,137,0.81,38,130,168,230,22,95,196,120,800,1,0,2,0,2,0,1.92,0.79,18.13,1.34,0.577
"77","42","Brent Barry",1996,"lac",59,0,18.5,2.6,6.4,0.409,0.9,2.9,0.324,1.3,1.6,0.817,0.5,1.4,1.9,2.6,0.3,0.9,1.5,1.3,7.5,155,379,0.409,56,173,0.324,76,93,0.817,30,80,110,154,15,51,88,76,442,1,0,1,0,0,0,2.03,0.67,13.48,1.166,0.483
"78","42","Brent Barry",1997,"lac",41,36,32.7,4.6,10.8,0.428,1.9,4.8,0.4,2.5,3,0.844,0.7,2.8,3.5,3.2,0.6,1.2,2.1,2.3,13.7,190,444,0.428,78,195,0.4,103,122,0.844,27,116,143,132,23,50,88,95,561,0,0,0,0,0,0,1.47,0.62,18.66,1.247,0.51
"79","42","Brent Barry",1997,"mia",17,0,15.2,1.4,3.6,0.371,0.7,2,0.353,0.7,0.7,1,0.1,1.5,1.6,1.2,0.2,0.8,1.8,0.5,4.1,23,62,0.371,12,34,0.353,12,12,1,2,26,28,21,4,14,30,9,70,0,0,0,0,0,0,1.47,0.62,18.66,1.247,0.51
