match_id,gameDate,home_team,home_team_score,visit_team,visit_team_score,game_year
400278822,2013-04-01,mil,131,cha,102,2013
400278836,2013-04-03,mil,98,min,107,2013
400278877,2013-04-09,mia,94,mil,83,2013
400278886,2013-04-10,orl,113,mil,103,2013
400278899,2013-04-12,atl,109,mil,104,2013
400278910,2013-04-13,cha,95,mil,85,2013
400278927,2013-04-15,mil,111,den,112,2013
400278946,2013-04-17,okc,89,mil,95,2013
400277729,2013-10-31,utah,113,dal,94,2013
400277754,2013-11-03,dal,126,cha,99,2013
400277766,2013-11-05,dal,114,por,91,2013
400277803,2013-11-10,cha,101,dal,97,2013
400277820,2013-11-12,dal,82,min,90,2013
400277835,2013-11-14,dal,107,wsh,101,2013
400278010,2013-12-08,hou,109,dal,116,2013
400278062,2013-12-15,min,114,dal,106,2013
400278098,2013-12-20,dal,95,mia,110,2013
400278106,2013-12-21,mem,92,dal,82,2013
400278122,2013-12-23,sa,129,dal,91,2013
400278143,2013-12-27,okc,111,dal,105,2013
400278151,2013-12-28,dal,85,den,106,2013
400278169,2013-12-30,dal,86,sa,111,2013
400278178,2013-01-01,wsh,94,dal,103,2013
400278189,2013-01-02,mia,119,dal,109,2013
400278215,2013-01-05,dal,96,no,99,2013
400278228,2013-01-07,utah,100,dal,94,2013
400278267,2013-01-12,dal,104,mem,83,2013
400278280,2013-01-14,dal,113,min,98,2013
400278295,2013-01-16,dal,105,hou,100,2013
400278312,2013-01-18,dal,114,okc,117,2013
400278322,2013-01-20,orl,105,dal,111,2013
400278359,2013-01-25,dal,107,sa,113,2013
400278388,2013-01-29,por,106,dal,104,2013
400278432,2013-02-04,okc,112,dal,91,2013
400278450,2013-02-06,dal,105,por,99,2013
400278488,2013-02-11,dal,101,atl,105,2013
400278526,2013-02-20,dal,111,orl,96,2013
400278538,2013-02-22,no,100,dal,104,2013
400278575,2013-02-27,mem,90,dal,84,2013
400278605,2013-03-03,hou,136,dal,103,2013
400278628,2013-03-06,dal,112,hou,108,2013
400278660,2013-03-10,min,77,dal,100,2013
400278687,2013-03-14,sa,92,dal,91,2013
400278710,2013-03-17,dal,101,okc,107,2013
400278716,2013-03-18,atl,113,dal,127,2013
400278765,2013-03-24,dal,113,utah,108,2013
400278844,2013-04-04,den,95,dal,94,2013
400278873,2013-04-07,por,91,dal,96,2013
400278905,2013-04-12,dal,108,den,105,2013
400278919,2013-04-14,no,89,dal,107,2013
400278928,2013-04-15,dal,97,mem,103,2013
400278944,2013-04-17,dal,99,no,87,2013
400277738,2013-11-02,atl,102,hou,109,2013
400277752,2013-11-03,hou,85,por,95,2013
400277779,2013-11-07,hou,87,den,93,2013
400277793,2013-11-09,mem,93,hou,85,2013
400277819,2013-11-12,hou,110,mia,113,2013
400277832,2013-11-14,hou,100,no,96,2013
400277849,2013-11-16,por,119,hou,117,2013
400277873,2013-11-19,utah,102,hou,91,2013
400277938,2013-11-28,okc,120,hou,98,2013
400277957,2013-12-01,hou,124,utah,116,2013
400277998,2013-12-07,sa,114,hou,92,2013
400278021,2013-12-10,hou,126,sa,134,2013
400278037,2013-12-12,hou,99,wsh,93,2013
400278114,2013-12-22,hou,121,mem,96,2013
400278137,2013-12-26,min,84,hou,87,2013
400278152,2013-12-28,sa,122,hou,116,2013
400278163,2013-12-29,hou,94,okc,124,2013
400278175,2013-12-31,hou,123,atl,104,2013
400278191,2013-01-02,hou,104,no,92,2013
400278241,2013-01-09,no,88,hou,79,2013
400278317,2013-01-19,min,92,hou,79,2013
400278327,2013-01-21,cha,94,hou,100,2013
400278342,2013-01-23,hou,95,den,105,2013
400278358,2013-01-25,no,82,hou,100,2013
400278385,2013-01-28,utah,80,hou,125,2013
400278399,2013-01-30,den,118,hou,110,2013
400278419,2013-02-02,hou,109,cha,95,2013
400278446,2013-02-06,mia,114,hou,108,2013
400278463,2013-02-08,hou,118,por,103,2013
400278524,2013-02-20,hou,122,okc,119,2013
400278543,2013-02-23,wsh,105,hou,103,2013
400278586,2013-03-01,orl,110,hou,118,2013
400278693,2013-03-15,hou,108,min,100,2013
400278734,2013-03-20,hou,100,utah,93,2013
400278762,2013-03-24,hou,96,sa,95,2013
400278799,2013-03-29,mem,103,hou,94,2013
400278824,2013-04-01,hou,111,orl,103,2013
400278856,2013-04-05,por,98,hou,116,2013
400278864,2013-04-06,den,132,hou,114,2013
400278904,2013-04-12,hou,78,mem,82,2013
400277765,2013-11-05,mem,103,utah,94,2013
400277812,2013-11-11,mem,104,mia,86,2013
400277833,2013-11-14,okc,97,mem,107,2013
400277854,2013-11-17,cha,87,mem,94,2013
400277870,2013-11-19,mem,92,den,97,2013
400277959,2013-12-01,sa,99,mem,95,2013
400277995,2013-12-07,no,89,mem,96,2013
400278009,2013-12-08,mem,83,atl,93,2013
400278055,2013-12-14,den,99,mem,94,2013
400278065,2013-12-15,utah,86,mem,99,2013
400278162,2013-12-29,mem,81,den,72,2013
400278204,2013-01-04,mem,84,por,86,2013
400278255,2013-01-11,mem,101,sa,98,2013
400278296,2013-01-16,sa,103,mem,82,2013
400278375,2013-01-27,mem,83,no,91,2013
400278402,2013-01-31,okc,106,mem,89,2013
400278411,2013-02-01,mem,85,wsh,76,2013
400278445,2013-02-06,atl,103,mem,92,2013
400278477,2013-02-10,mem,105,min,88,2013
400278537,2013-02-22,mem,88,orl,82,2013
400278588,2013-03-01,mia,98,mem,91,2013
400278603,2013-03-03,orl,82,mem,108,2013
400278625,2013-03-06,mem,91,por,85,2013
400278650,2013-03-09,mem,96,no,85,2013
400278675,2013-03-12,por,97,mem,102,2013
400278697,2013-03-15,den,87,mem,80,2013
400278703,2013-03-16,utah,90,mem,84,2013
400278720,2013-03-18,mem,92,min,77,2013
400278732,2013-03-20,mem,90,okc,89,2013
400278747,2013-03-22,no,90,mem,83,2013
400278768,2013-03-25,wsh,107,mem,94,2013
400278809,2013-03-30,min,86,mem,99,2013
400278823,2013-04-01,mem,92,sa,90,2013
400278840,2013-04-03,por,76,mem,94,2013
400278879,2013-04-09,mem,94,cha,75,2013
400278943,2013-04-17,mem,86,utah,70,2013
400277728,2013-10-31,no,95,sa,99,2013
400277741,2013-11-02,no,88,utah,86,2013
400277794,2013-11-09,no,107,cha,99,2013
400277845,2013-11-16,no,95,okc,110,2013
400277916,2013-11-25,den,102,no,84,2013
400277937,2013-11-28,no,84,utah,96,2013
400277956,2013-12-01,no,79,okc,100,2013
400278006,2013-12-08,mia,106,no,90,2013
400278027,2013-12-11,no,70,wsh,77,2013
400278038,2013-12-12,okc,92,no,88,2013
400278051,2013-12-14,no,102,min,113,2013
400278069,2013-12-16,por,95,no,94,2013
400278107,2013-12-21,sa,99,no,94,2013
400278132,2013-12-26,orl,94,no,97,2013
400278157,2013-12-29,cha,95,no,98,2013
400278181,2013-01-01,no,86,atl,95,2013
400278227,2013-01-07,no,95,sa,88,2013
400278256,2013-01-11,no,104,min,92,2013
400278344,2013-01-23,sa,106,no,102,2013
400278400,2013-01-30,utah,104,no,99,2013
400278412,2013-02-01,den,113,no,98,2013
400278420,2013-02-02,min,115,no,86,2013
400278458,2013-02-08,atl,100,no,111,2013
400278503,2013-02-13,no,99,por,63,2013
400278577,2013-02-27,okc,119,no,74,2013
400278611,2013-03-04,no,102,orl,105,2013
400278659,2013-03-10,no,98,por,96,2013
400278690,2013-03-15,wsh,96,no,87,2013
400278709,2013-03-17,min,97,no,95,2013
400278771,2013-03-25,no,110,den,86,2013
400278800,2013-03-29,no,89,mia,108,2013
400278853,2013-04-05,utah,95,no,83,2013
400277734,2013-11-01,sa,86,okc,84,2013
400277755,2013-11-03,sa,110,utah,100,2013
400277808,2013-11-10,por,109,sa,112,2013
400277857,2013-11-17,sa,126,den,100,2013
400277917,2013-11-26,wsh,92,sa,118,2013
400277930,2013-11-28,orl,89,sa,110,2013
400277940,2013-11-29,mia,105,sa,100,2013
400278004,2013-12-08,cha,102,sa,132,2013
400278041,2013-12-12,utah,99,sa,96,2013
400278044,2013-12-13,por,98,sa,90,2013
400278074,2013-12-17,okc,107,sa,93,2013
400278083,2013-12-18,den,112,sa,106,2013
400278272,2013-01-13,sa,106,min,88,2013
400278314,2013-01-19,atl,93,sa,98,2013
400278398,2013-01-30,sa,102,cha,78,2013
400278422,2013-02-02,sa,96,wsh,86,2013
400278451,2013-02-06,min,94,sa,104,2013
400278643,2013-03-08,sa,106,por,136,2013
400278664,2013-03-11,sa,105,okc,93,2013
400278674,2013-03-12,min,107,sa,83,2013
400278750,2013-03-22,sa,104,utah,97,2013
400278787,2013-03-27,sa,100,den,99,2013
400278818,2013-03-31,sa,86,mia,88,2013
400278837,2013-04-03,sa,98,orl,84,2013
400278845,2013-04-04,okc,100,sa,88,2013
400278863,2013-04-06,sa,99,atl,97,2013
400278892,2013-04-10,den,96,sa,86,2013
400278945,2013-04-17,sa,95,min,108,2013
400277760,2013-11-04,okc,95,atl,104,2013
400277792,2013-11-09,atl,89,mia,95,2013
400277822,2013-11-12,por,87,atl,95,2013
400277869,2013-11-19,atl,81,orl,72,2013
400277882,2013-11-21,atl,101,wsh,100,2013
400277891,2013-11-23,cha,91,atl,101,2013
400277932,2013-11-28,atl,94,cha,91,2013
400277980,2013-12-05,atl,108,den,104,2013
400277993,2013-12-07,atl,104,wsh,95,2013
400278020,2013-12-10,mia,101,atl,92,2013
400278030,2013-12-12,orl,80,atl,86,2013
400278042,2013-12-13,atl,113,cha,90,2013
400278076,2013-12-18,wsh,95,atl,100,2013
400278091,2013-12-19,atl,92,okc,100,2013
400278235,2013-01-08,min,108,atl,103,2013
400278253,2013-01-11,atl,103,utah,95,2013
400278262,2013-01-12,wsh,93,atl,83,2013
400278328,2013-01-21,atl,104,min,96,2013
400278338,2013-01-23,cha,92,atl,104,2013
400278495,2013-02-13,orl,76,atl,108,2013
400278522,2013-02-20,atl,90,mia,103,2013
400278579,2013-02-27,utah,91,atl,102,2013
400278613,2013-03-04,den,104,atl,88,2013
400278672,2013-03-12,mia,98,atl,81,2013
400278745,2013-03-22,atl,93,por,104,2013
400278806,2013-03-30,atl,97,orl,88,2013
400277823,2013-11-13,cha,92,wsh,76,2013
400277834,2013-11-14,min,87,cha,89,2013
400277904,2013-11-24,wsh,106,cha,108,2013
400277921,2013-11-26,okc,114,cha,69,2013
400277965,2013-12-03,cha,112,por,118,2013
400278056,2013-12-15,cha,98,orl,107,2013
400278116,2013-12-22,den,110,cha,88,2013
400278131,2013-12-26,cha,92,mia,105,2013
400278237,2013-01-09,cha,102,utah,112,2013
400278306,2013-01-18,orl,100,cha,106,2013
400278365,2013-01-26,cha,102,min,101,2013
400278431,2013-02-04,mia,99,cha,94,2013
400278510,2013-02-19,orl,92,cha,105,2013
400278544,2013-02-23,cha,99,den,113,2013
400278593,2013-03-01,utah,98,cha,68,2013
400278614,2013-03-04,por,122,cha,105,2013
400278635,2013-03-08,cha,94,okc,116,2013
400278649,2013-03-09,wsh,104,cha,87,2013
400278714,2013-03-18,cha,119,wsh,114,2013
400278761,2013-03-24,mia,109,cha,77,2013
400278779,2013-03-27,cha,114,orl,108,2013
400278846,2013-04-05,cha,79,mia,89,2013
400277750,2013-11-03,mia,119,den,116,2013
400277841,2013-11-15,den,93,mia,98,2013
400277972,2013-12-04,wsh,105,mia,101,2013
400278059,2013-12-15,mia,102,wsh,72,2013
400278079,2013-12-18,mia,103,min,92,2013
400278112,2013-12-22,mia,105,utah,89,2013
400278127,2013-12-25,mia,103,okc,97,2013
400278174,2013-12-31,orl,110,mia,112,2013
400278220,2013-01-06,mia,99,wsh,71,2013
400278249,2013-01-10,por,92,mia,90,2013
400278281,2013-01-14,utah,104,mia,97,2013
400278490,2013-02-12,mia,117,por,104,2013
400278507,2013-02-14,okc,100,mia,110,2013
400278612,2013-03-04,min,81,mia,97,2013
400278623,2013-03-06,mia,97,orl,96,2013
400278769,2013-03-25,orl,94,mia,108,2013
400278885,2013-04-10,wsh,98,mia,103,2013
400278940,2013-04-17,mia,105,orl,93,2013
400277736,2013-11-02,orl,102,den,89,2013
400277780,2013-11-07,min,90,orl,75,2013
400277985,2013-12-05,utah,87,orl,81,2013
400278070,2013-12-17,orl,102,min,93,2013
400278088,2013-12-19,orl,90,wsh,83,2013
400278121,2013-12-23,orl,93,utah,97,2013
400278145,2013-12-28,wsh,105,orl,97,2013
400278230,2013-01-07,por,125,orl,119,2013
400278244,2013-01-09,den,108,orl,105,2013
400278276,2013-01-14,wsh,120,orl,91,2013
400278476,2013-02-10,orl,110,por,104,2013
400278694,2013-03-15,okc,117,orl,104,2013
400278743,2013-03-22,orl,89,okc,97,2013
400278794,2013-03-29,orl,97,wsh,92,2013
400277853,2013-11-17,wsh,76,utah,83,2013
400277929,2013-11-28,wsh,84,por,82,2013
400278224,2013-01-07,wsh,101,okc,99,2013
400278311,2013-01-18,den,108,wsh,112,2013
400278333,2013-01-21,por,95,wsh,98,2013
400278345,2013-01-23,utah,92,wsh,88,2013
400278352,2013-01-25,wsh,114,min,101,2013
400278532,2013-02-22,wsh,119,den,113,2013
400278627,2013-03-06,min,87,wsh,82,2013
400278785,2013-03-27,okc,103,wsh,80,2013
400277799,2013-11-09,den,104,utah,84,2013
400277886,2013-11-21,min,94,den,101,2013
400277922,2013-11-26,utah,105,den,103,2013
400278039,2013-12-12,min,108,den,105,2013
400278099,2013-12-20,por,101,den,93,2013
400278197,2013-01-03,den,97,min,101,2013
400278217,2013-01-05,den,110,utah,91,2013
400278288,2013-01-15,den,115,por,111,2013
400278294,2013-01-16,okc,117,den,97,2013
400278324,2013-01-20,den,121,okc,118,2013
400278580,2013-02-27,por,109,den,111,2013
400278595,2013-03-01,den,105,okc,103,2013
400278651,2013-03-09,den,111,min,88,2013
400278726,2013-03-19,okc,104,den,114,2013
400278838,2013-04-03,utah,96,den,113,2013
400278918,2013-04-14,den,118,por,109,2013
400277902,2013-11-23,por,103,min,95,2013
400278097,2013-12-20,min,99,okc,93,2013
400278193,2013-01-02,utah,106,min,84,2013
400278214,2013-01-05,min,97,por,102,2013
400278243,2013-01-09,okc,106,min,84,2013
400278433,2013-02-04,min,98,por,100,2013
400278504,2013-02-13,min,93,utah,97,2013
400278539,2013-02-22,okc,127,min,111,2013
400278599,2013-03-02,por,109,min,94,2013
400278801,2013-03-29,min,101,okc,93,2013
400278907,2013-04-12,utah,107,min,100,2013
400278930,2013-04-15,min,80,utah,96,2013
400277742,2013-11-02,okc,106,por,92,2013
400277949,2013-11-30,okc,106,utah,94,2013
400278274,2013-01-13,por,83,okc,87,2013
400278492,2013-02-12,utah,109,okc,94,2013
400278682,2013-03-13,okc,110,utah,87,2013
400278763,2013-03-24,okc,103,por,83,2013
400278881,2013-04-09,utah,80,okc,90,2013
400278908,2013-04-12,por,90,okc,106,2013
400278413,2013-02-01,utah,86,por,77,2013
400278423,2013-02-02,por,105,utah,99,2013
400278804,2013-03-29,por,95,utah,105,2013
400278826,2013-04-01,utah,112,por,102,2013
400488879,2014-10-30,tor,93,bos,87,2014
400488897,2014-11-01,bos,98,mil,105,2014
400488914,2014-11-03,det,87,bos,77,2014
400488922,2014-11-04,mem,95,bos,88,2014
400488937,2014-11-06,bos,97,utah,87,2014
400488948,2014-11-08,orl,89,bos,91,2014
400488962,2014-11-09,mia,110,bos,111,2014
400488974,2014-11-11,bos,120,orl,105,2014
400488986,2014-11-13,bos,83,cha,89,2014
400489001,2014-11-15,bos,96,por,109,2014
400489015,2014-11-16,min,106,bos,88,2014
400489032,2014-11-19,hou,109,bos,85,2014
400489043,2014-11-20,sa,104,bos,93,2014
400489052,2014-11-22,bos,82,ind,97,2014
400489063,2014-11-23,atl,87,bos,94,2014
400489075,2014-11-25,cha,86,bos,96,2014
400489090,2014-11-27,bos,93,mem,100,2014
400489105,2014-11-29,bos,103,cle,86,2014
400489120,2014-11-30,mil,92,bos,85,2014
400489135,2014-12-03,bos,108,mil,100,2014
400489156,2014-12-06,bos,106,den,98,2014
400489172,2014-12-08,ny,73,bos,114,2014
400489187,2014-12-10,bkn,104,bos,96,2014
400489192,2014-12-11,bos,88,lac,96,2014
400489206,2014-12-13,bos,90,ny,86,2014
400489231,2014-12-16,bos,101,min,97,2014
400489246,2014-12-18,bos,106,det,107,2014
400489266,2014-12-21,bos,99,wsh,106,2014
400489277,2014-12-22,ind,106,bos,79,2014
400489309,2014-12-28,bos,103,cle,100,2014
400489333,2014-12-31,bos,91,atl,92,2014
400489348,2014-01-02,chi,94,bos,82,2014
400489357,2014-01-03,bos,92,no,95,2014
400489375,2014-01-05,okc,119,bos,96,2014
400489390,2014-01-07,den,129,bos,98,2014
400489401,2014-01-08,lac,111,bos,105,2014
400489414,2014-01-10,gs,99,bos,97,2014
400489424,2014-01-11,por,112,bos,104,2014
400489429,2014-01-13,bos,92,hou,104,2014
400489442,2014-01-15,bos,88,tor,83,2014
400489459,2014-01-17,bos,104,lal,107,2014
400489475,2014-01-19,orl,93,bos,91,2014
400489490,2014-01-21,mia,93,bos,86,2014
400489498,2014-01-22,wsh,111,bos,113,2014
400489509,2014-01-24,bos,83,okc,101,2014
400489531,2014-01-26,bos,79,bkn,85,2014
400489543,2014-01-28,ny,114,bos,88,2014
400489551,2014-01-29,bos,94,phi,95,2014
400489582,2014-02-02,bos,96,orl,89,2014
400489599,2014-02-05,phi,108,bos,114,2014
400489616,2014-02-07,bos,99,sac,89,2014
400489631,2014-02-09,bos,91,dal,102,2014
400489640,2014-02-10,mil,86,bos,102,2014
400489653,2014-02-12,bos,92,sa,104,2014
400489680,2014-02-19,phx,100,bos,94,2014
400489697,2014-02-21,lal,101,bos,92,2014
400489704,2014-02-22,sac,105,bos,98,2014
400489718,2014-02-24,utah,110,bos,98,2014
400489727,2014-02-26,bos,115,atl,104,2014
400489750,2014-03-01,bos,97,ind,102,2014
400489780,2014-03-05,bos,88,gs,108,2014
400489793,2014-03-07,bos,91,bkn,84,2014
400489810,2014-03-09,bos,118,det,111,2014
400489823,2014-03-11,ind,94,bos,83,2014
400489835,2014-03-12,bos,92,ny,116,2014
400489848,2014-03-14,bos,80,phx,87,2014
400489863,2014-03-16,no,121,bos,120,2014
400489874,2014-03-17,dal,94,bos,89,2014
400489882,2014-03-19,bos,101,mia,96,2014
400489899,2014-03-21,bkn,114,bos,98,2014
400489936,2014-03-26,bos,90,tor,99,2014
400489949,2014-03-28,tor,105,bos,103,2014
400489970,2014-03-30,bos,102,chi,107,2014
400489979,2014-03-31,chi,94,bos,80,2014
400489992,2014-04-02,wsh,118,bos,92,2014
400490006,2014-04-04,bos,102,phi,111,2014
400490019,2014-04-05,det,115,bos,111,2014
400490039,2014-04-09,atl,105,bos,97,2014
400490051,2014-04-11,bos,106,cha,103,2014
400490066,2014-04-12,cle,99,bos,111,2014
400490077,2014-04-14,phi,113,bos,108,2014
400490095,2014-04-16,bos,102,wsh,118,2014
400488877,2014-10-30,cle,98,bkn,94,2014
400488901,2014-11-01,bkn,101,mia,100,2014
400488916,2014-11-03,orl,107,bkn,86,2014
400488925,2014-11-05,bkn,104,utah,88,2014
400488950,2014-11-08,wsh,112,bkn,108,2014
400488960,2014-11-09,bkn,91,ind,96,2014
400488994,2014-11-13,sac,107,bkn,86,2014
400489005,2014-11-15,phx,98,bkn,100,2014
400489019,2014-11-16,lac,110,bkn,103,2014
400489023,2014-11-18,bkn,98,por,108,2014
400489034,2014-11-20,cha,95,bkn,91,2014
400489055,2014-11-22,min,111,bkn,81,2014
400489070,2014-11-24,bkn,97,det,109,2014
400489084,2014-11-26,tor,100,bkn,102,2014
400489091,2014-11-27,bkn,94,lal,99,2014
400489107,2014-11-29,hou,114,bkn,95,2014
400489116,2014-11-30,mem,88,bkn,97,2014
400489136,2014-12-03,bkn,87,den,111,2014
400489150,2014-12-05,bkn,83,ny,113,2014
400489168,2014-12-07,mil,82,bkn,90,2014
400489200,2014-12-12,bkn,102,lac,93,2014
400489207,2014-12-13,det,103,bkn,99,2014
400489232,2014-12-16,bkn,130,phi,94,2014
400489247,2014-12-18,bkn,107,wsh,113,2014
400489256,2014-12-20,phi,121,bkn,120,2014
400489283,2014-12-23,bkn,86,ind,103,2014
400489291,2014-12-25,bkn,78,chi,95,2014
400489302,2014-12-27,bkn,104,mil,93,2014
400489310,2014-12-28,ind,105,bkn,91,2014
400489338,2014-12-31,sa,113,bkn,92,2014
400489349,2014-01-02,okc,93,bkn,95,2014
400489364,2014-01-04,bkn,89,cle,82,2014
400489379,2014-01-06,bkn,91,atl,86,2014
400489396,2014-01-08,bkn,102,gs,98,2014
400489410,2014-01-10,bkn,104,mia,95,2014
400489416,2014-01-11,tor,96,bkn,80,2014
400489452,2014-01-16,atl,110,bkn,127,2014
400489483,2014-01-20,ny,80,bkn,103,2014
400489489,2014-01-21,bkn,101,orl,90,2014
400489510,2014-01-24,bkn,107,dal,106,2014
400489536,2014-01-27,bkn,103,tor,104,2014
400489565,2014-01-31,bkn,95,okc,120,2014
400489570,2014-02-01,ind,97,bkn,96,2014
400489585,2014-02-03,bkn,108,phi,102,2014
400489610,2014-02-06,bkn,103,sa,89,2014
400489617,2014-02-07,det,111,bkn,95,2014
400489632,2014-02-09,bkn,93,no,81,2014
400489654,2014-02-12,bkn,105,cha,89,2014
400489663,2014-02-13,chi,92,bkn,76,2014
400489681,2014-02-19,utah,99,bkn,105,2014
400489705,2014-02-22,gs,93,bkn,86,2014
400489712,2014-02-23,lal,102,bkn,108,2014
400489734,2014-02-26,por,124,bkn,80,2014
400489739,2014-02-27,den,89,bkn,112,2014
400489751,2014-03-01,mil,98,bkn,107,2014
400489764,2014-03-03,bkn,96,chi,80,2014
400489781,2014-03-05,bkn,103,mem,94,2014
400489811,2014-03-09,bkn,104,sac,89,2014
400489817,2014-03-10,bkn,101,tor,97,2014
400489830,2014-03-12,mia,95,bkn,96,2014
400489855,2014-03-15,wsh,101,bkn,94,2014
400489871,2014-03-17,bkn,108,phx,95,2014
400489883,2014-03-19,bkn,104,cha,99,2014
400489917,2014-03-23,dal,104,bkn,107,2014
400489925,2014-03-24,no,109,bkn,104,2014
400489934,2014-03-26,cha,116,bkn,111,2014
400489951,2014-03-28,bkn,108,cle,97,2014
400489968,2014-03-30,bkn,114,min,99,2014
400489984,2014-04-01,bkn,105,hou,96,2014
400489988,2014-04-02,ny,110,bkn,81,2014
400490007,2014-04-04,bkn,116,det,104,2014
400490020,2014-04-05,phi,101,bkn,105,2014
400490031,2014-04-08,mia,87,bkn,88,2014
400490036,2014-04-09,orl,115,bkn,111,2014
400490052,2014-04-11,bkn,88,atl,93,2014
400490072,2014-04-13,bkn,97,orl,88,2014
400490087,2014-04-15,bkn,98,ny,109,2014
400490097,2014-04-16,cle,114,bkn,85,2014
400488881,2014-10-30,ny,90,mil,83,2014
400488891,2014-10-31,chi,82,ny,81,2014
400488918,2014-11-03,ny,100,min,109,2014
400488927,2014-11-05,ny,97,cha,102,2014
400488946,2014-11-08,cha,91,ny,101,2014
400488967,2014-11-10,ny,89,sa,120,2014
400488989,2014-11-13,atl,91,ny,95,2014
400488996,2014-11-14,ny,106,hou,109,2014
400489012,2014-11-16,ny,90,atl,110,2014
400489030,2014-11-19,det,92,ny,86,2014
400489036,2014-11-20,ny,96,ind,103,2014
400489062,2014-11-23,wsh,98,ny,89,2014
400489083,2014-11-25,por,102,ny,91,2014
400489100,2014-11-27,lac,93,ny,80,2014
400489111,2014-11-29,den,97,ny,95,2014
400489127,2014-12-01,ny,99,no,103,2014
400489157,2014-12-06,ny,121,orl,83,2014
400489183,2014-12-10,cle,109,ny,94,2014
400489197,2014-12-11,ny,83,chi,78,2014
400489218,2014-12-14,ny,111,atl,106,2014
400489234,2014-12-16,ny,101,wsh,102,2014
400489248,2014-12-18,mil,101,ny,107,2014
400489265,2014-12-21,ny,87,mem,95,2014
400489282,2014-12-23,orl,98,ny,103,2014
400489292,2014-12-25,ny,94,okc,123,2014
400489303,2014-12-27,ny,83,tor,95,2014
400489311,2014-12-28,tor,115,ny,100,2014
400489350,2014-01-02,sa,101,ny,105,2014
400489358,2014-01-03,hou,102,ny,100,2014
400489376,2014-01-05,dal,80,ny,92,2014
400489385,2014-01-07,ny,89,det,85,2014
400489402,2014-01-09,ny,102,mia,92,2014
400489419,2014-01-11,phi,92,ny,102,2014
400489430,2014-01-13,ny,98,phx,96,2014
400489435,2014-01-14,cha,108,ny,98,2014
400489451,2014-01-16,ind,117,ny,89,2014
400489454,2014-01-17,ny,95,lac,109,2014
400489499,2014-01-22,ny,106,phi,110,2014
400489513,2014-01-24,ny,125,cha,96,2014
400489528,2014-01-26,ny,110,lal,103,2014
400489560,2014-01-30,ny,117,cle,86,2014
400489578,2014-02-01,ny,91,mia,106,2014
400489587,2014-02-03,mil,101,ny,98,2014
400489601,2014-02-05,ny,90,por,94,2014
400489618,2014-02-07,ny,117,den,90,2014
400489629,2014-02-09,okc,112,ny,100,2014
400489656,2014-02-12,ny,101,sac,106,2014
400489669,2014-02-18,mem,98,ny,93,2014
400489679,2014-02-19,no,91,ny,98,2014
400489689,2014-02-21,orl,129,ny,121,2014
400489700,2014-02-22,atl,107,ny,98,2014
400489716,2014-02-24,ny,108,dal,110,2014
400489738,2014-02-27,mia,108,ny,82,2014
400489742,2014-02-28,ny,103,gs,126,2014
400489756,2014-03-02,chi,109,ny,90,2014
400489765,2014-03-03,det,96,ny,85,2014
400489784,2014-03-05,min,106,ny,118,2014
400489794,2014-03-07,ny,108,utah,81,2014
400489801,2014-03-08,cle,97,ny,107,2014
400489819,2014-03-10,ny,123,phi,110,2014
400489854,2014-03-15,ny,115,mil,94,2014
400489886,2014-03-19,ny,92,ind,86,2014
400489896,2014-03-21,phi,92,ny,93,2014
400489918,2014-03-23,ny,100,cle,106,2014
400489933,2014-03-25,lal,127,ny,96,2014
400489942,2014-03-26,sac,99,ny,107,2014
400489958,2014-03-28,phx,112,ny,88,2014
400489971,2014-03-30,gs,84,ny,89,2014
400489983,2014-03-31,utah,83,ny,92,2014
400490009,2014-04-04,ny,89,wsh,90,2014
400490022,2014-04-06,mia,102,ny,91,2014
400490050,2014-04-11,tor,100,ny,108,2014
400490070,2014-04-13,ny,100,chi,89,2014
400490099,2014-04-16,ny,95,tor,92,2014
400488878,2014-10-30,phi,114,mia,110,2014
400488895,2014-11-01,wsh,102,phi,109,2014
400488907,2014-11-02,phi,107,chi,104,2014
400488921,2014-11-04,phi,90,gs,110,2014
400488936,2014-11-06,phi,102,wsh,116,2014
400488949,2014-11-08,phi,94,cle,79,2014
400488961,2014-11-09,cle,127,phi,125,2014
400488973,2014-11-11,phi,85,sa,109,2014
400488985,2014-11-13,phi,123,hou,117,2014
400489000,2014-11-15,atl,113,phi,103,2014
400489016,2014-11-16,no,135,phi,98,2014
400489026,2014-11-18,dal,97,phi,94,2014
400489038,2014-11-20,phi,98,tor,108,2014
400489050,2014-11-22,phi,115,mil,107,2014
400489061,2014-11-23,ind,106,phi,98,2014
400489089,2014-11-27,orl,105,phi,94,2014
400489110,2014-11-29,phi,105,no,121,2014
400489123,2014-12-01,det,115,phi,100,2014
400489134,2014-12-03,phi,126,orl,125,2014
400489153,2014-12-06,cha,105,phi,88,2014
400489163,2014-12-07,phi,92,den,103,2014
400489178,2014-12-09,phi,83,lac,94,2014
400489195,2014-12-11,min,106,phi,99,2014
400489204,2014-12-13,tor,108,phi,100,2014
400489220,2014-12-14,phi,105,por,139,2014
400489271,2014-12-21,mil,116,phi,106,2014
400489318,2014-12-28,phx,115,phi,101,2014
400489325,2014-12-29,lal,104,phi,111,2014
400489344,2014-01-01,den,102,phi,114,2014
400489354,2014-01-02,sac,104,phi,113,2014
400489369,2014-01-04,por,99,phi,101,2014
400489378,2014-01-06,phi,95,min,126,2014
400489382,2014-01-07,cle,111,phi,93,2014
